age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.19047949405098716,0.03628243765392005,0.6513957428196316,Pearson
p12,none,8,0.4610207156140211,0.2125401002252641,0.2502582104441957,Pearson
p20,none,8,0.8791947668016075,0.772983437971333,0.004017857221932157,Pearson
adult,none,8,-0.0877922623411981,0.007707481326985749,0.8362333738924735,Pearson
