age,identifier,section,region,human_cell_count,has_human_count
p12,M678,044,VISli,,False
p12,M678,044,VISp,,False
p12,M678,044,VISpm,,False
p12,M678,044,VISpor,,False
p12,M678,044,VISrl,,False
p12,M678,045,RSPd,,False
p12,M678,045,RSPv,,False
p12,M678,045,VISa,,False
p12,M678,045,VISal,,False
p12,M678,045,VISam,,False
p12,M678,045,VISl,,False
p12,M678,045,VISli,,False
p12,M678,045,VISp,,False
p12,M678,045,VISpm,,False
p12,M678,045,VISpor,,False
p12,M678,045,VISrl,,False
p12,M678,046,RSPd,,False
p12,M678,046,RSPv,,False
p12,M678,046,VISa,,False
p12,M678,046,VISal,,False
p12,M678,046,VISam,,False
p12,M678,046,VISl,,False
p12,M678,046,VISli,,False
p12,M678,046,VISp,,False
p12,M678,046,VISpm,,False
p12,M678,046,VISpor,,False
p12,M678,046,VISrl,,False
p12,M678,047,RSPd,,False
p12,M678,047,RSPv,,False
p12,M678,047,VISa,,False
p12,M678,047,VISal,,False
p12,M678,047,VISam,,False
p12,M678,047,VISl,,False
p12,M678,047,VISli,,False
p12,M678,047,VISp,,False
p12,M678,047,VISpm,,False
p12,M678,047,VISpor,,False
p12,M678,047,VISrl,,False
p12,M678,048,RSPd,,False
p12,M678,048,RSPv,,False
p12,M678,048,VISa,,False
p12,M678,048,VISal,,False
p12,M678,048,VISam,,False
p12,M678,048,VISl,,False
p12,M678,048,VISli,,False
p12,M678,048,VISp,,False
p12,M678,048,VISpm,,False
p12,M678,048,VISpor,,False
p12,M678,048,VISrl,,False
p12,M678,049,RSPd,,False
p12,M678,049,RSPv,,False
p12,M678,049,VISa,,False
p12,M678,049,VISal,,False
p12,M678,049,VISam,,False
p12,M678,049,VISl,,False
p12,M678,049,VISli,,False
p12,M678,049,VISp,,False
p12,M678,049,VISpm,,False
p12,M678,049,VISpor,,False
p12,M678,049,VISrl,,False
p12,M678,050,RSPd,,False
p12,M678,050,RSPv,,False
p12,M678,050,VISa,,False
p12,M678,050,VISal,,False
p12,M678,050,VISam,,False
p12,M678,050,VISl,,False
p12,M678,050,VISli,,False
p12,M678,050,VISp,,False
p12,M678,050,VISpm,,False
p12,M678,050,VISpor,,False
p12,M678,050,VISrl,,False
p12,M678,051,RSPd,,False
p12,M678,051,RSPv,,False
p12,M678,051,VISa,,False
p12,M678,051,VISal,,False
p12,M678,051,VISam,,False
p12,M678,051,VISl,,False
p12,M678,051,VISli,,False
p12,M678,051,VISp,,False
p12,M678,051,VISpm,,False
p12,M678,051,VISpor,,False
p12,M678,051,VISrl,,False
p12,M678,052,RSPd,,False
p12,M678,052,RSPv,,False
p12,M678,052,VISa,,False
p12,M678,052,VISal,,False
p12,M678,052,VISam,,False
p12,M678,052,VISl,,False
p12,M678,052,VISli,,False
p12,M678,052,VISp,,False
p12,M678,052,VISpm,,False
p12,M678,052,VISpor,,False
p12,M678,052,VISrl,,False
p12,M678,053,RSPd,,False
p12,M678,053,RSPv,,False
p12,M678,053,VISa,,False
p12,M678,053,VISal,,False
p12,M678,053,VISam,,False
p12,M678,053,VISl,,False
p12,M678,053,VISli,,False
p12,M678,053,VISp,,False
p12,M678,053,VISpm,,False
p12,M678,053,VISpor,,False
p12,M678,053,VISrl,,False
p12,M678,054,RSPd,,False
p12,M678,054,RSPv,,False
p12,M678,054,VISa,,False
p12,M678,054,VISal,,False
p12,M678,054,VISam,,False
p12,M678,054,VISl,,False
p12,M678,054,VISli,,False
p12,M678,054,VISp,,False
p12,M678,054,VISpm,,False
p12,M678,054,VISpor,,False
p12,M678,054,VISrl,,False
p12,M678,055,RSPd,,False
p12,M678,055,RSPv,,False
p12,M678,055,VISa,,False
p12,M678,055,VISal,,False
p12,M678,055,VISam,,False
p12,M678,055,VISl,,False
p12,M678,055,VISli,,False
p12,M678,055,VISp,,False
p12,M678,055,VISpm,,False
p12,M678,055,VISpor,,False
p12,M678,055,VISrl,,False
p12,M678,056,RSPd,,False
p12,M678,056,RSPv,,False
p12,M678,056,VISa,,False
p12,M678,056,VISal,,False
p12,M678,056,VISam,,False
p12,M678,056,VISl,,False
p12,M678,056,VISli,,False
p12,M678,056,VISp,,False
p12,M678,056,VISpm,,False
p12,M678,056,VISpor,,False
p12,M678,056,VISrl,,False
p12,M678,057,RSPd,1.0,True
p12,M678,057,RSPv,0.0,True
p12,M678,057,VISa,2.0,True
p12,M678,057,VISal,,False
p12,M678,057,VISam,0.0,True
p12,M678,057,VISl,,False
p12,M678,057,VISli,,False
p12,M678,057,VISp,,False
p12,M678,057,VISpm,,False
p12,M678,057,VISpor,,False
p12,M678,057,VISrl,,False
p12,M678,058,RSPd,0.0,True
p12,M678,058,RSPv,0.0,True
p12,M678,058,VISa,3.0,True
p12,M678,058,VISal,,False
p12,M678,058,VISam,0.0,True
p12,M678,058,VISl,,False
p12,M678,058,VISli,,False
p12,M678,058,VISp,,False
p12,M678,058,VISpm,,False
p12,M678,058,VISpor,,False
p12,M678,058,VISrl,,False
p12,M678,059,RSPd,0.0,True
p12,M678,059,RSPv,0.0,True
p12,M678,059,VISa,0.0,True
p12,M678,059,VISal,,False
p12,M678,059,VISam,0.0,True
p12,M678,059,VISl,,False
p12,M678,059,VISli,,False
p12,M678,059,VISp,,False
p12,M678,059,VISpm,,False
p12,M678,059,VISpor,,False
p12,M678,059,VISrl,,False
p12,M678,060,RSPd,0.0,True
p12,M678,060,RSPv,1.0,True
p12,M678,060,VISa,0.0,True
p12,M678,060,VISal,,False
p12,M678,060,VISam,0.0,True
p12,M678,060,VISl,,False
p12,M678,060,VISli,,False
p12,M678,060,VISp,,False
p12,M678,060,VISpm,,False
p12,M678,060,VISpor,,False
p12,M678,060,VISrl,0.0,True
p12,M678,061,RSPd,1.0,True
p12,M678,061,RSPv,0.0,True
p12,M678,061,VISa,4.0,True
p12,M678,061,VISal,,False
p12,M678,061,VISam,2.0,True
p12,M678,061,VISl,,False
p12,M678,061,VISli,,False
p12,M678,061,VISp,,False
p12,M678,061,VISpm,,False
p12,M678,061,VISpor,,False
p12,M678,061,VISrl,0.0,True
p12,M678,062,RSPd,0.0,True
p12,M678,062,RSPv,1.0,True
p12,M678,062,VISa,,False
p12,M678,062,VISal,,False
p12,M678,062,VISam,20.0,True
p12,M678,062,VISl,,False
p12,M678,062,VISli,,False
p12,M678,062,VISp,,False
p12,M678,062,VISpm,,False
p12,M678,062,VISpor,,False
p12,M678,062,VISrl,0.0,True
p12,M678,063,RSPd,1.0,True
p12,M678,063,RSPv,0.0,True
p12,M678,063,VISa,,False
p12,M678,063,VISal,,False
p12,M678,063,VISam,31.0,True
p12,M678,063,VISl,,False
p12,M678,063,VISli,,False
p12,M678,063,VISp,,False
p12,M678,063,VISpm,,False
p12,M678,063,VISpor,,False
p12,M678,063,VISrl,5.0,True
p12,M678,064,RSPd,3.0,True
p12,M678,064,RSPv,1.0,True
p12,M678,064,VISa,,False
p12,M678,064,VISal,,False
p12,M678,064,VISam,41.0,True
p12,M678,064,VISl,,False
p12,M678,064,VISli,,False
p12,M678,064,VISp,0.0,True
p12,M678,064,VISpm,,False
p12,M678,064,VISpor,,False
p12,M678,064,VISrl,3.0,True
p12,M678,065,RSPd,2.0,True
p12,M678,065,RSPv,3.0,True
p12,M678,065,VISa,0.0,True
p12,M678,065,VISal,,False
p12,M678,065,VISam,33.0,True
p12,M678,065,VISl,,False
p12,M678,065,VISli,,False
p12,M678,065,VISp,0.0,True
p12,M678,065,VISpm,0.0,True
p12,M678,065,VISpor,,False
p12,M678,065,VISrl,4.0,True
p12,M678,066,RSPd,6.0,True
p12,M678,066,RSPv,0.0,True
p12,M678,066,VISa,0.0,True
p12,M678,066,VISal,,False
p12,M678,066,VISam,32.0,True
p12,M678,066,VISl,,False
p12,M678,066,VISli,,False
p12,M678,066,VISp,0.0,True
p12,M678,066,VISpm,0.0,True
p12,M678,066,VISpor,,False
p12,M678,066,VISrl,8.0,True
p12,M678,067,RSPd,,False
p12,M678,067,RSPv,,False
p12,M678,067,VISa,,False
p12,M678,067,VISal,0.0,True
p12,M678,067,VISam,0.0,True
p12,M678,067,VISl,,False
p12,M678,067,VISli,,False
p12,M678,067,VISp,1.0,True
p12,M678,067,VISpm,0.0,True
p12,M678,067,VISpor,,False
p12,M678,067,VISrl,9.0,True
p12,M678,068,RSPd,1.0,True
p12,M678,068,RSPv,0.0,True
p12,M678,068,VISa,,False
p12,M678,068,VISal,5.0,True
p12,M678,068,VISam,19.0,True
p12,M678,068,VISl,,False
p12,M678,068,VISli,,False
p12,M678,068,VISp,3.0,True
p12,M678,068,VISpm,1.0,True
p12,M678,068,VISpor,,False
p12,M678,068,VISrl,5.0,True
p12,M678,069,RSPd,3.0,True
p12,M678,069,RSPv,0.0,True
p12,M678,069,VISa,,False
p12,M678,069,VISal,2.0,True
p12,M678,069,VISam,18.0,True
p12,M678,069,VISl,,False
p12,M678,069,VISli,,False
p12,M678,069,VISp,2.0,True
p12,M678,069,VISpm,2.0,True
p12,M678,069,VISpor,,False
p12,M678,069,VISrl,5.0,True
p12,M678,070,RSPd,2.0,True
p12,M678,070,RSPv,0.0,True
p12,M678,070,VISa,,False
p12,M678,070,VISal,3.0,True
p12,M678,070,VISam,2.0,True
p12,M678,070,VISl,,False
p12,M678,070,VISli,,False
p12,M678,070,VISp,9.0,True
p12,M678,070,VISpm,6.0,True
p12,M678,070,VISpor,,False
p12,M678,070,VISrl,16.0,True
p12,M678,071,RSPd,9.0,True
p12,M678,071,RSPv,5.0,True
p12,M678,071,VISa,,False
p12,M678,071,VISal,32.0,True
p12,M678,071,VISam,,False
p12,M678,071,VISl,,False
p12,M678,071,VISli,,False
p12,M678,071,VISp,7.0,True
p12,M678,071,VISpm,11.0,True
p12,M678,071,VISpor,,False
p12,M678,071,VISrl,7.0,True
p12,M678,072,RSPd,11.0,True
p12,M678,072,RSPv,3.0,True
p12,M678,072,VISa,,False
p12,M678,072,VISal,31.0,True
p12,M678,072,VISam,,False
p12,M678,072,VISl,,False
p12,M678,072,VISli,,False
p12,M678,072,VISp,40.0,True
p12,M678,072,VISpm,7.0,True
p12,M678,072,VISpor,,False
p12,M678,072,VISrl,,False
p12,M678,073,RSPd,,False
p12,M678,073,RSPv,,False
p12,M678,073,VISa,,False
p12,M678,073,VISal,,False
p12,M678,073,VISam,,False
p12,M678,073,VISl,,False
p12,M678,073,VISli,,False
p12,M678,073,VISp,,False
p12,M678,073,VISpm,,False
p12,M678,073,VISpor,,False
p12,M678,073,VISrl,,False
p12,M678,074,RSPd,15.0,True
p12,M678,074,RSPv,1.0,True
p12,M678,074,VISa,,False
p12,M678,074,VISal,18.0,True
p12,M678,074,VISam,,False
p12,M678,074,VISl,,False
p12,M678,074,VISli,,False
p12,M678,074,VISp,110.0,True
p12,M678,074,VISpm,10.0,True
p12,M678,074,VISpor,,False
p12,M678,074,VISrl,,False
p12,M678,075,RSPd,10.0,True
p12,M678,075,RSPv,5.0,True
p12,M678,075,VISa,,False
p12,M678,075,VISal,4.0,True
p12,M678,075,VISam,,False
p12,M678,075,VISl,0.0,True
p12,M678,075,VISli,,False
p12,M678,075,VISp,113.0,True
p12,M678,075,VISpm,15.0,True
p12,M678,075,VISpor,,False
p12,M678,075,VISrl,,False
p12,M678,076,RSPd,7.0,True
p12,M678,076,RSPv,8.0,True
p12,M678,076,VISa,,False
p12,M678,076,VISal,0.0,True
p12,M678,076,VISam,,False
p12,M678,076,VISl,8.0,True
p12,M678,076,VISli,0.0,True
p12,M678,076,VISp,86.0,True
p12,M678,076,VISpm,8.0,True
p12,M678,076,VISpor,,False
p12,M678,076,VISrl,,False
p12,M678,077,RSPd,14.0,True
p12,M678,077,RSPv,11.0,True
p12,M678,077,VISa,,False
p12,M678,077,VISal,,False
p12,M678,077,VISam,,False
p12,M678,077,VISl,65.0,True
p12,M678,077,VISli,0.0,True
p12,M678,077,VISp,77.0,True
p12,M678,077,VISpm,7.0,True
p12,M678,077,VISpor,,False
p12,M678,077,VISrl,,False
p12,M678,078,RSPd,25.0,True
p12,M678,078,RSPv,20.0,True
p12,M678,078,VISa,,False
p12,M678,078,VISal,,False
p12,M678,078,VISam,,False
p12,M678,078,VISl,0.0,True
p12,M678,078,VISli,17.0,True
p12,M678,078,VISp,145.0,True
p12,M678,078,VISpm,3.0,True
p12,M678,078,VISpor,,False
p12,M678,078,VISrl,,False
p12,M678,079,RSPd,35.0,True
p12,M678,079,RSPv,16.0,True
p12,M678,079,VISa,,False
p12,M678,079,VISal,,False
p12,M678,079,VISam,,False
p12,M678,079,VISl,,False
p12,M678,079,VISli,0.0,True
p12,M678,079,VISp,194.0,True
p12,M678,079,VISpm,5.0,True
p12,M678,079,VISpor,,False
p12,M678,079,VISrl,,False
p12,M678,080,RSPd,17.0,True
p12,M678,080,RSPv,20.0,True
p12,M678,080,VISa,,False
p12,M678,080,VISal,,False
p12,M678,080,VISam,,False
p12,M678,080,VISl,0.0,True
p12,M678,080,VISli,8.0,True
p12,M678,080,VISp,190.0,True
p12,M678,080,VISpm,5.0,True
p12,M678,080,VISpor,,False
p12,M678,080,VISrl,,False
p12,M678,081,RSPd,,False
p12,M678,081,RSPv,,False
p12,M678,081,VISa,,False
p12,M678,081,VISal,,False
p12,M678,081,VISam,,False
p12,M678,081,VISl,,False
p12,M678,081,VISli,,False
p12,M678,081,VISp,,False
p12,M678,081,VISpm,,False
p12,M678,081,VISpor,,False
p12,M678,081,VISrl,,False
p12,M678,082,RSPd,31.0,True
p12,M678,082,RSPv,0.0,True
p12,M678,082,VISa,,False
p12,M678,082,VISal,,False
p12,M678,082,VISam,,False
p12,M678,082,VISl,,False
p12,M678,082,VISli,34.0,True
p12,M678,082,VISp,176.0,True
p12,M678,082,VISpm,8.0,True
p12,M678,082,VISpor,,False
p12,M678,082,VISrl,,False
p12,M678,083,RSPd,21.0,True
p12,M678,083,RSPv,0.0,True
p12,M678,083,VISa,,False
p12,M678,083,VISal,,False
p12,M678,083,VISam,,False
p12,M678,083,VISl,22.0,True
p12,M678,083,VISli,11.0,True
p12,M678,083,VISp,93.0,True
p12,M678,083,VISpm,0.0,True
p12,M678,083,VISpor,0.0,True
p12,M678,083,VISrl,,False
p12,M678,084,RSPd,8.0,True
p12,M678,084,RSPv,30.0,True
p12,M678,084,VISa,,False
p12,M678,084,VISal,,False
p12,M678,084,VISam,,False
p12,M678,084,VISl,41.0,True
p12,M678,084,VISli,29.0,True
p12,M678,084,VISp,89.0,True
p12,M678,084,VISpm,0.0,True
p12,M678,084,VISpor,5.0,True
p12,M678,084,VISrl,,False
p12,M678,085,RSPd,36.0,True
p12,M678,085,RSPv,0.0,True
p12,M678,085,VISa,,False
p12,M678,085,VISal,,False
p12,M678,085,VISam,,False
p12,M678,085,VISl,,False
p12,M678,085,VISli,0.0,True
p12,M678,085,VISp,171.0,True
p12,M678,085,VISpm,0.0,True
p12,M678,085,VISpor,11.0,True
p12,M678,085,VISrl,,False
p12,M678,086,RSPd,15.0,True
p12,M678,086,RSPv,25.0,True
p12,M678,086,VISa,,False
p12,M678,086,VISal,,False
p12,M678,086,VISam,,False
p12,M678,086,VISl,0.0,True
p12,M678,086,VISli,19.0,True
p12,M678,086,VISp,74.0,True
p12,M678,086,VISpm,0.0,True
p12,M678,086,VISpor,,False
p12,M678,086,VISrl,,False
p12,M678,087,RSPd,,False
p12,M678,087,RSPv,,False
p12,M678,087,VISa,,False
p12,M678,087,VISal,,False
p12,M678,087,VISam,,False
p12,M678,087,VISl,,False
p12,M678,087,VISli,,False
p12,M678,087,VISp,,False
p12,M678,087,VISpm,,False
p12,M678,087,VISpor,,False
p12,M678,087,VISrl,,False
p12,M678,088,RSPd,,False
p12,M678,088,RSPv,,False
p12,M678,088,VISa,,False
p12,M678,088,VISal,,False
p12,M678,088,VISam,,False
p12,M678,088,VISl,,False
p12,M678,088,VISli,,False
p12,M678,088,VISp,,False
p12,M678,088,VISpm,,False
p12,M678,088,VISpor,,False
p12,M678,088,VISrl,,False
p12,M678,089,RSPd,,False
p12,M678,089,RSPv,,False
p12,M678,089,VISa,,False
p12,M678,089,VISal,,False
p12,M678,089,VISam,,False
p12,M678,089,VISl,,False
p12,M678,089,VISli,,False
p12,M678,089,VISp,,False
p12,M678,089,VISpm,,False
p12,M678,089,VISpor,,False
p12,M678,089,VISrl,,False
p12,M678,090,RSPd,,False
p12,M678,090,RSPv,,False
p12,M678,090,VISa,,False
p12,M678,090,VISal,,False
p12,M678,090,VISam,,False
p12,M678,090,VISl,,False
p12,M678,090,VISli,,False
p12,M678,090,VISp,,False
p12,M678,090,VISpm,,False
p12,M678,090,VISpor,,False
p12,M678,090,VISrl,,False
p12,M678,091,RSPd,,False
p12,M678,091,RSPv,,False
p12,M678,091,VISa,,False
p12,M678,091,VISal,,False
p12,M678,091,VISam,,False
p12,M678,091,VISl,,False
p12,M678,091,VISli,,False
p12,M678,091,VISp,,False
p12,M678,091,VISpm,,False
p12,M678,091,VISpor,,False
p12,M678,091,VISrl,,False
p12,M678,092,RSPd,,False
p12,M678,092,RSPv,,False
p12,M678,092,VISa,,False
p12,M678,092,VISal,,False
p12,M678,092,VISam,,False
p12,M678,092,VISl,,False
p12,M678,092,VISli,,False
p12,M678,092,VISp,,False
p12,M678,092,VISpm,,False
p12,M678,092,VISpor,,False
p12,M678,092,VISrl,,False
p12,M678,093,RSPd,,False
p12,M678,093,RSPv,,False
p12,M678,093,VISa,,False
p12,M678,093,VISal,,False
p12,M678,093,VISam,,False
p12,M678,093,VISl,,False
p12,M678,093,VISli,,False
p12,M678,093,VISp,,False
p12,M678,093,VISpm,,False
p12,M678,093,VISpor,,False
p12,M678,093,VISrl,,False
p12,M678,094,RSPd,,False
p12,M678,094,RSPv,,False
p12,M678,094,VISa,,False
p12,M678,094,VISal,,False
p12,M678,094,VISam,,False
p12,M678,094,VISl,,False
p12,M678,094,VISli,,False
p12,M678,094,VISp,,False
p12,M678,094,VISpm,,False
p12,M678,094,VISpor,,False
p12,M678,094,VISrl,,False
p12,M678,095,RSPd,,False
p12,M678,095,RSPv,,False
p12,M678,095,VISa,,False
p12,M678,095,VISal,,False
p12,M678,095,VISam,,False
p12,M678,095,VISl,,False
p12,M678,095,VISli,,False
p12,M678,095,VISp,,False
p12,M678,095,VISpm,,False
p12,M678,095,VISpor,,False
p12,M678,095,VISrl,,False
p12,M704,001,RSPd,,False
p12,M704,001,RSPv,,False
p12,M704,001,VISa,,False
p12,M704,001,VISal,,False
p12,M704,001,VISam,,False
p12,M704,001,VISl,,False
p12,M704,001,VISli,,False
p12,M704,001,VISp,,False
p12,M704,001,VISpm,,False
p12,M704,001,VISpor,,False
p12,M704,001,VISrl,,False
p12,M704,002,RSPd,,False
p12,M704,002,RSPv,,False
p12,M704,002,VISa,,False
p12,M704,002,VISal,,False
p12,M704,002,VISam,,False
p12,M704,002,VISl,,False
p12,M704,002,VISli,,False
p12,M704,002,VISp,,False
p12,M704,002,VISpm,,False
p12,M704,002,VISpor,,False
p12,M704,002,VISrl,,False
p12,M704,003,RSPd,,False
p12,M704,003,RSPv,,False
p12,M704,003,VISa,,False
p12,M704,003,VISal,,False
p12,M704,003,VISam,,False
p12,M704,003,VISl,,False
p12,M704,003,VISli,,False
p12,M704,003,VISp,,False
p12,M704,003,VISpm,,False
p12,M704,003,VISpor,,False
p12,M704,003,VISrl,,False
p12,M704,004,RSPd,,False
p12,M704,004,RSPv,,False
p12,M704,004,VISa,,False
p12,M704,004,VISal,,False
p12,M704,004,VISam,,False
p12,M704,004,VISl,,False
p12,M704,004,VISli,,False
p12,M704,004,VISp,,False
p12,M704,004,VISpm,,False
p12,M704,004,VISpor,,False
p12,M704,004,VISrl,,False
p12,M704,005,RSPd,,False
p12,M704,005,RSPv,,False
p12,M704,005,VISa,,False
p12,M704,005,VISal,,False
p12,M704,005,VISam,,False
p12,M704,005,VISl,,False
p12,M704,005,VISli,,False
p12,M704,005,VISp,,False
p12,M704,005,VISpm,,False
p12,M704,005,VISpor,,False
p12,M704,005,VISrl,,False
p12,M704,006,RSPd,,False
p12,M704,006,RSPv,,False
p12,M704,006,VISa,,False
p12,M704,006,VISal,,False
p12,M704,006,VISam,,False
p12,M704,006,VISl,,False
p12,M704,006,VISli,,False
p12,M704,006,VISp,,False
p12,M704,006,VISpm,,False
p12,M704,006,VISpor,,False
p12,M704,006,VISrl,,False
p12,M704,007,RSPd,,False
p12,M704,007,RSPv,,False
p12,M704,007,VISa,,False
p12,M704,007,VISal,,False
p12,M704,007,VISam,,False
p12,M704,007,VISl,,False
p12,M704,007,VISli,,False
p12,M704,007,VISp,,False
p12,M704,007,VISpm,,False
p12,M704,007,VISpor,,False
p12,M704,007,VISrl,,False
p12,M704,008,RSPd,,False
p12,M704,008,RSPv,,False
p12,M704,008,VISa,,False
p12,M704,008,VISal,,False
p12,M704,008,VISam,,False
p12,M704,008,VISl,,False
p12,M704,008,VISli,,False
p12,M704,008,VISp,,False
p12,M704,008,VISpm,,False
p12,M704,008,VISpor,,False
p12,M704,008,VISrl,,False
p12,M704,009,RSPd,,False
p12,M704,009,RSPv,,False
p12,M704,009,VISa,,False
p12,M704,009,VISal,,False
p12,M704,009,VISam,,False
p12,M704,009,VISl,,False
p12,M704,009,VISli,,False
p12,M704,009,VISp,,False
p12,M704,009,VISpm,,False
p12,M704,009,VISpor,,False
p12,M704,009,VISrl,,False
p12,M704,010,RSPd,,False
p12,M704,010,RSPv,,False
p12,M704,010,VISa,,False
p12,M704,010,VISal,,False
p12,M704,010,VISam,,False
p12,M704,010,VISl,,False
p12,M704,010,VISli,,False
p12,M704,010,VISp,,False
p12,M704,010,VISpm,,False
p12,M704,010,VISpor,,False
p12,M704,010,VISrl,,False
p12,M704,011,RSPd,,False
p12,M704,011,RSPv,,False
p12,M704,011,VISa,,False
p12,M704,011,VISal,,False
p12,M704,011,VISam,,False
p12,M704,011,VISl,,False
p12,M704,011,VISli,,False
p12,M704,011,VISp,,False
p12,M704,011,VISpm,,False
p12,M704,011,VISpor,,False
p12,M704,011,VISrl,,False
p12,M704,012,RSPd,,False
p12,M704,012,RSPv,,False
p12,M704,012,VISa,,False
p12,M704,012,VISal,,False
p12,M704,012,VISam,,False
p12,M704,012,VISl,,False
p12,M704,012,VISli,,False
p12,M704,012,VISp,,False
p12,M704,012,VISpm,,False
p12,M704,012,VISpor,,False
p12,M704,012,VISrl,,False
p12,M704,013,RSPd,,False
p12,M704,013,RSPv,,False
p12,M704,013,VISa,,False
p12,M704,013,VISal,,False
p12,M704,013,VISam,,False
p12,M704,013,VISl,,False
p12,M704,013,VISli,,False
p12,M704,013,VISp,,False
p12,M704,013,VISpm,,False
p12,M704,013,VISpor,,False
p12,M704,013,VISrl,,False
p12,M704,014,RSPd,,False
p12,M704,014,RSPv,,False
p12,M704,014,VISa,,False
p12,M704,014,VISal,,False
p12,M704,014,VISam,,False
p12,M704,014,VISl,,False
p12,M704,014,VISli,,False
p12,M704,014,VISp,,False
p12,M704,014,VISpm,,False
p12,M704,014,VISpor,,False
p12,M704,014,VISrl,,False
p12,M704,015,RSPd,,False
p12,M704,015,RSPv,,False
p12,M704,015,VISa,,False
p12,M704,015,VISal,,False
p12,M704,015,VISam,,False
p12,M704,015,VISl,,False
p12,M704,015,VISli,,False
p12,M704,015,VISp,,False
p12,M704,015,VISpm,,False
p12,M704,015,VISpor,,False
p12,M704,015,VISrl,,False
p12,M704,016,RSPd,,False
p12,M704,016,RSPv,,False
p12,M704,016,VISa,,False
p12,M704,016,VISal,,False
p12,M704,016,VISam,,False
p12,M704,016,VISl,,False
p12,M704,016,VISli,,False
p12,M704,016,VISp,,False
p12,M704,016,VISpm,,False
p12,M704,016,VISpor,,False
p12,M704,016,VISrl,,False
p12,M704,017,RSPd,,False
p12,M704,017,RSPv,,False
p12,M704,017,VISa,,False
p12,M704,017,VISal,,False
p12,M704,017,VISam,,False
p12,M704,017,VISl,,False
p12,M704,017,VISli,,False
p12,M704,017,VISp,,False
p12,M704,017,VISpm,,False
p12,M704,017,VISpor,,False
p12,M704,017,VISrl,,False
p12,M704,018,RSPd,,False
p12,M704,018,RSPv,,False
p12,M704,018,VISa,,False
p12,M704,018,VISal,,False
p12,M704,018,VISam,,False
p12,M704,018,VISl,,False
p12,M704,018,VISli,,False
p12,M704,018,VISp,,False
p12,M704,018,VISpm,,False
p12,M704,018,VISpor,,False
p12,M704,018,VISrl,,False
p12,M704,019,RSPd,,False
p12,M704,019,RSPv,,False
p12,M704,019,VISa,,False
p12,M704,019,VISal,,False
p12,M704,019,VISam,,False
p12,M704,019,VISl,,False
p12,M704,019,VISli,,False
p12,M704,019,VISp,,False
p12,M704,019,VISpm,,False
p12,M704,019,VISpor,,False
p12,M704,019,VISrl,,False
p12,M704,020,RSPd,,False
p12,M704,020,RSPv,,False
p12,M704,020,VISa,,False
p12,M704,020,VISal,,False
p12,M704,020,VISam,,False
p12,M704,020,VISl,,False
p12,M704,020,VISli,,False
p12,M704,020,VISp,,False
p12,M704,020,VISpm,,False
p12,M704,020,VISpor,,False
p12,M704,020,VISrl,,False
p12,M704,021,RSPd,,False
p12,M704,021,RSPv,,False
p12,M704,021,VISa,,False
p12,M704,021,VISal,,False
p12,M704,021,VISam,,False
p12,M704,021,VISl,,False
p12,M704,021,VISli,,False
p12,M704,021,VISp,,False
p12,M704,021,VISpm,,False
p12,M704,021,VISpor,,False
p12,M704,021,VISrl,,False
p12,M704,022,RSPd,,False
p12,M704,022,RSPv,,False
p12,M704,022,VISa,,False
p12,M704,022,VISal,,False
p12,M704,022,VISam,,False
p12,M704,022,VISl,,False
p12,M704,022,VISli,,False
p12,M704,022,VISp,,False
p12,M704,022,VISpm,,False
p12,M704,022,VISpor,,False
p12,M704,022,VISrl,,False
p12,M704,023,RSPd,,False
p12,M704,023,RSPv,,False
p12,M704,023,VISa,,False
p12,M704,023,VISal,,False
p12,M704,023,VISam,,False
p12,M704,023,VISl,,False
p12,M704,023,VISli,,False
p12,M704,023,VISp,,False
p12,M704,023,VISpm,,False
p12,M704,023,VISpor,,False
p12,M704,023,VISrl,,False
p12,M704,024,RSPd,,False
p12,M704,024,RSPv,,False
p12,M704,024,VISa,,False
p12,M704,024,VISal,,False
p12,M704,024,VISam,,False
p12,M704,024,VISl,,False
p12,M704,024,VISli,,False
p12,M704,024,VISp,,False
p12,M704,024,VISpm,,False
p12,M704,024,VISpor,,False
p12,M704,024,VISrl,,False
p12,M704,025,RSPd,,False
p12,M704,025,RSPv,,False
p12,M704,025,VISa,,False
p12,M704,025,VISal,,False
p12,M704,025,VISam,,False
p12,M704,025,VISl,,False
p12,M704,025,VISli,,False
p12,M704,025,VISp,,False
p12,M704,025,VISpm,,False
p12,M704,025,VISpor,,False
p12,M704,025,VISrl,,False
p12,M704,026,RSPd,,False
p12,M704,026,RSPv,,False
p12,M704,026,VISa,,False
p12,M704,026,VISal,,False
p12,M704,026,VISam,,False
p12,M704,026,VISl,,False
p12,M704,026,VISli,,False
p12,M704,026,VISp,,False
p12,M704,026,VISpm,,False
p12,M704,026,VISpor,,False
p12,M704,026,VISrl,,False
p12,M704,027,RSPd,,False
p12,M704,027,RSPv,,False
p12,M704,027,VISa,,False
p12,M704,027,VISal,,False
p12,M704,027,VISam,,False
p12,M704,027,VISl,,False
p12,M704,027,VISli,,False
p12,M704,027,VISp,,False
p12,M704,027,VISpm,,False
p12,M704,027,VISpor,,False
p12,M704,027,VISrl,,False
p12,M704,028,RSPd,,False
p12,M704,028,RSPv,,False
p12,M704,028,VISa,,False
p12,M704,028,VISal,,False
p12,M704,028,VISam,,False
p12,M704,028,VISl,,False
p12,M704,028,VISli,,False
p12,M704,028,VISp,,False
p12,M704,028,VISpm,,False
p12,M704,028,VISpor,,False
