age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,-0.08247860988423225,0.006802721088435374,0.8460525238666443,Spearman
p12,robust,8,0.1757499100654987,0.030888030888030882,0.6771917502669698,Spearman
p20,robust,8,-0.09091076054353293,0.008264766382603584,0.8304791905590311,Spearman
adult,robust,8,,,,Spearman
