age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.3693947083939282,0.13645245058943523,0.3678117406495449,Pearson
p12,none,8,0.8659361853476876,0.7498454770945048,0.005434412090632365,Pearson
p20,none,8,0.8667664371426971,0.751284056557045,0.005337555696681904,Pearson
adult,none,8,-0.6285135981263843,0.3950293430297741,0.09510924410753295,Pearson
