age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,0.9999001924586228,0.999800394878791,2.485407308699281e-12,Pearson
p12,combined,8,-0.26504825402712473,0.07025057696282724,0.5258187454652947,Pearson
p20,combined,7,0.9999999999999999,0.9999999999999998,0.0,Pearson
