age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,0.35446608998216916,0.12564620894724723,0.38894925224203947,Pearson
p12,zscore,8,-0.5839545511472354,0.34100291780556913,0.1285339809064595,Pearson
p20,zscore,8,0.07247137945655605,0.005252100840336134,0.8645911976008812,Pearson
adult,zscore,8,0.04371912439986948,0.001911361838291263,0.9181310356880004,Pearson
