age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,0.4752509849132794,0.2258634986610421,0.2339899888417356,Pearson
p12,zscore,8,-0.5376438256909086,0.2890608833035561,0.16933627379815783,Pearson
p20,zscore,8,0.6464263243978424,0.41786699287450463,0.08327304992819509,Pearson
adult,zscore,8,-0.7273422252202408,0.5290267125883316,0.040877386035661,Pearson
