age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,-0.1489661060040972,0.022190900738023926,0.7247931577251641,Pearson
p12,none,8,0.09194888504036314,0.008454597460165915,0.8285651143643407,Pearson
p20,none,8,0.7711752138188497,0.5947112104085486,0.025048274794400006,Pearson
adult,none,8,-0.09708925726895565,0.009426323877037457,0.8190984010047893,Pearson
