age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,-0.8536489543167384,0.7287165372060609,0.007001603501296789,Pearson
p12,combined,8,0.7899893351220538,0.6240831496065846,0.01966196070646031,Pearson
p20,combined,8,-0.24320846550720288,0.05915035769436829,0.5616473633770875,Pearson
