age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.3002813682932995,0.09016890014409616,0.46990195403677965,Pearson
p12,log,8,0.4502143250507924,0.20269293848094055,0.26298092200140455,Pearson
p20,log,8,0.6760817157462078,0.4570864863663361,0.06566188844181134,Pearson
adult,log,8,0.5715489448287178,0.32666819633482064,0.13885760929343693,Pearson
