age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.6510821647003273,0.42390798519086414,0.08034529581998162,Pearson
p12,none,8,0.9089708789612228,0.8262280587995379,0.0017593378643560066,Pearson
p20,none,7,0.3032316333562778,0.09194942346791608,0.5085548482148926,Pearson
