age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,0.08451542547285165,0.007142857142857142,0.8422865622472397,Spearman
p12,robust,8,0.17500000000000002,0.030625000000000006,0.6785126696777344,Spearman
p20,robust,8,0.0,0.0,1.0,Spearman
adult,robust,8,0.058123819371909635,0.0033783783783783777,0.8912630452236809,Spearman
