age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,0.24743582965269675,0.061224489795918366,0.554646423221937,Spearman
p12,robust,8,,,,Spearman
p20,robust,8,-0.40290331480527813,0.16233108108108105,0.3223295512049657,Spearman
adult,robust,8,,,,Spearman
