age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.38943068035672357,0.1516562548031006,0.3402831883727056,Pearson
p12,log,8,0.7106291066821364,0.5049937272638512,0.0481905944049361,Pearson
p20,log,7,-0.3609964802343777,0.13031845874160944,0.42629276685402334,Pearson
