age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.060525635444444406,0.003663352545953785,0.8867912873688354,Pearson
p12,log,8,0.545373137746423,0.2974318593753789,0.16209699135127617,Pearson
p20,log,8,0.8588354513609464,0.7375983325143606,0.00630907076744931,Pearson
adult,log,8,-0.044042066689020984,0.0019397036382401717,0.917527848514545,Pearson
