age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.23465367355752106,0.05506234651403966,0.5759083003510918,Pearson
p12,zscore,8,-0.2936894265841716,0.08625347928733951,0.4801776373947278,Pearson
p20,zscore,8,0.21976785241099567,0.04829790895334118,0.6010109426998523,Pearson
adult,zscore,8,-0.5027564534833587,0.25276405151916465,0.20413474419532568,Pearson
