age,identifier,region,image_filename,raw_intensity_sum,total_image_pixels,tissue_area_pixels
adult,M610,VISl,M610_s042_VISl.tif,17216146,2903160,1420740
adult,M610,VISl,M610_s043_VISl.tif,3988881,2046240,1004420
adult,M610,VISl,M610_s044_VISl.tif,13457645,3215160,1667440
adult,M610,VISl,M610_s045_VISl.tif,66603233,2995200,1630800
adult,M610,VISl,M610_s047_VISl.tif,54483106,2679600,1398000
adult,M610,VISl,M610_s048_VISl.tif,85116049,3312400,1660800
adult,M610,VISl,M610_s050_VISl.tif,20618083,2654400,724400
adult,M610,VISl,M610_s051_VISl.tif,50269180,3060000,1518400
adult,M610,VISl,M610_s052_VISl.tif,96992852,3521760,1895480
adult,M610,VISl,M610_s054_VISl.tif,54944896,1716000,604000
adult,M610,VISli,M610_s038_VISli.tif,3162675,1822860,707440
adult,M610,VISli,M610_s039_VISli.tif,2420952,1900800,799523
adult,M610,VISli,M610_s042_VISli.tif,8693779,1629580,678280
adult,M610,VISli,M610_s043_VISli.tif,943550,733980,336420
adult,M610,VISli,M610_s044_VISli.tif,7048365,1833960,789060
adult,M610,VISli,M610_s045_VISli.tif,31739320,1954920,892860
adult,M610,VISli,M610_s046_VISli.tif,7847510,1378000,554400
adult,M610,VISli,M610_s047_VISli.tif,23088371,1568800,647600
adult,M610,VISli,M610_s048_VISli.tif,40825707,1843200,792400
adult,M610,VISli,M610_s050_VISli.tif,17747432,1624000,704400
adult,M610,VISli,M610_s051_VISli.tif,23851934,1820000,734400
adult,M610,VISli,M610_s052_VISli.tif,46475054,2098980,972020
adult,M610,VISli,M610_s054_VISli.tif,56237947,1604800,677600
adult,M610,VISli,M610_s055_VISli.tif,41913850,1557600,608000
adult,M610,VISp,M610_s015_VISp.tif,62459432,5800200,3857980
adult,M610,VISp,M610_s019_VISp.tif,91338303,5936920,3753540
adult,M610,VISp,M610_s020_VISp.tif,33821783,5878040,3736880
adult,M610,VISp,M610_s021_VISp.tif,28601658,3893400,2846300
adult,M610,VISp,M610_s022_VISp.tif,45906831,7920140,4796340
adult,M610,VISp,M610_s023_VISp.tif,43605011,6093120,4266120
adult,M610,VISp,M610_s024_VISp.tif,65104776,8946580,6338420
adult,M610,VISp,M610_s025_VISp.tif,87963685,8908240,5411520
adult,M610,VISp,M610_s026_VISp.tif,105594584,9879040,5292900
adult,M610,VISp,M610_s027_VISp.tif,128410680,11258800,5912320
adult,M610,VISp,M610_s030_VISp.tif,106570637,9953160,6083480
adult,M610,VISp,M610_s031_VISp.tif,84836971,10802500,5976042
adult,M610,VISp,M610_s032_VISp.tif,96694199,10686360,5691080
adult,M610,VISp,M610_s033_VISp.tif,82950885,8874880,5371340
adult,M610,VISp,M610_s034_VISp.tif,64622289,12840820,6359980
adult,M610,VISp,M610_s035_VISp.tif,134355010,11885280,6895860
adult,M610,VISp,M610_s036_VISp.tif,43591890,11913200,6817220
adult,M610,VISp,M610_s037_VISp.tif,41311877,9736740,5517960
adult,M610,VISp,M610_s038_VISp.tif,43084095,10953880,5226280
adult,M610,VISp,M610_s039_VISp.tif,34276871,10636920,5761980
adult,M610,VISp,M610_s040_VISp.tif,48058611,13685100,6198700
adult,M610,VISp,M610_s041_VISp.tif,48579172,10021220,5275920
adult,M610,VISp,M610_s042_VISp.tif,91202614,10908660,5184720
adult,M610,VISp,M610_s043_VISp.tif,79395827,8970360,4851900
adult,M610,VISp,M610_s044_VISp.tif,46910601,11493860,5157040
adult,M610,VISp,M610_s045_VISp.tif,214934480,9427180,4683440
adult,M610,VISp,M610_s046_VISp.tif,128966316,12286260,5483060
adult,M610,VISp,M610_s047_VISp.tif,243514526,11176460,4781520
adult,M610,VISp,M610_s048_VISp.tif,262693902,10518860,5216440
adult,M610,VISp,M610_s049_VISp.tif,306280739,10959560,4961200
adult,M610,VISp,M610_s050_VISp.tif,142078965,10543980,5115340
adult,M610,VISp,M610_s051_VISp.tif,263094249,11865240,5453800
adult,M610,VISp,M610_s052_VISp.tif,208527597,10484320,4599720
adult,M610,VISp,M610_s053_VISp.tif,325389159,15518040,6019440
adult,M610,VISp,M610_s054_VISp.tif,462628548,14346500,5224260
adult,M610,VISp,M610_s055_VISp.tif,380746029,11401020,5316500
adult,M610,VISp,M610_s056_VISp.tif,433314114,14138640,5405680
adult,M610,VISp,M610_s057_VISp.tif,506509856,13659840,4884000
adult,M610,VISp,M610_s058_VISp.tif,494525481,13214880,4117480
adult,M610,VISp,M610_s059_VISp.tif,522880675,12710800,4929700
adult,M610,VISp,M610_s060_VISp.tif,533215298,12423760,3989620
adult,M610,VISp,M610_s061_VISp.tif,544193566,12683520,4197460
adult,M610,VISp,M610_s062_VISp.tif,454197756,9998440,3646800
adult,M610,VISp,M610_s064_VISp.tif,51267,400,400
adult,M610,VISpl,M610_s060_VISpl.tif,2009873,52000,26400
adult,M610,VISpl,M610_s061_VISpl.tif,22909800,796380,240940
adult,M610,VISpl,M610_s062_VISpl.tif,2776664,84000,40400
adult,M610,VISpor,M610_s050_VISpor.tif,1499446,201600,90400
adult,M610,VISpor,M610_s051_VISpor.tif,14397873,1022400,468000
adult,M610,VISpor,M610_s053_VISpor.tif,29338837,1747200,826400
adult,M610,VISpor,M610_s054_VISpor.tif,60320430,2308800,871200
adult,M610,VISpor,M610_s055_VISpor.tif,61483015,2706000,1088000
adult,M610,VISpor,M610_s056_VISpor.tif,134524445,5375160,2333220
adult,M610,VISpor,M610_s057_VISpor.tif,187256180,4367640,1720060
adult,M610,VISpor,M610_s058_VISpor.tif,160595634,2993120,1609720
adult,M610,VISpor,M610_s059_VISpor.tif,150621166,3460860,1812200
p12,M677,RSPagl,M677_s062_RSPagl.tif,18518106,1146800,894400
p12,M677,RSPagl,M677_s063_RSPagl.tif,31502594,1355200,1040400
p12,M677,RSPagl,M677_s072_RSPagl.tif,19562844,2279200,1430400
p12,M677,RSPagl,M677_s074_RSPagl.tif,5871330,1888000,1291600
p12,M677,RSPagl,M677_s078_RSPagl.tif,4151014,1050880,704440
p12,M677,RSPagl,M677_s080_RSPagl.tif,7553666,1185600,949200
p12,M677,RSPagl,M677_s081_RSPagl.tif,7200475,1152000,869200
p12,M677,RSPagl,M677_s082_RSPagl.tif,5457719,976000,736400
p12,M677,RSPagl,M677_s083_RSPagl.tif,4606765,1062600,855440
p12,M677,RSPagl,M677_s084_RSPagl.tif,7354278,1178880,962040
p12,M677,RSPagl,M677_s086_RSPagl.tif,6951520,1340000,920000
p12,M677,RSPagl,M677_s087_RSPagl.tif,4903119,1100800,787600
p12,M677,RSPagl,M677_s091_RSPagl.tif,6591162,1289400,874280
p12,M677,RSPagl,M677_s093_RSPagl.tif,3272504,802400,550000
p12,M677,RSPagl,M677_s094_RSPagl.tif,11284747,1268800,836800
p12,M677,RSPagl,M677_s095_RSPagl.tif,1871693,1081080,600320
p12,M677,RSPagl,M677_s098_RSPagl.tif,1270858,1687760,639400
p12,M677,RSPd,M677_s080_RSPd.tif,14910792,2742740,1766240
p12,M677,RSPd,M677_s081_RSPd.tif,15284016,2540580,1637720
p12,M677,RSPd,M677_s084_RSPd.tif,11434841,2391200,1481600
p12,M677,RSPd,M677_s087_RSPd.tif,16590910,3465600,2040800
p12,M677,RSPd,M677_s090_RSPd.tif,7565800,3129360,1704460
p12,M677,RSPd,M677_s091_RSPd.tif,12854912,2881440,1619900
p12,M677,RSPd,M677_s095_RSPd.tif,4113742,2267100,1312800
p12,M677,RSPd,M677_s096_RSPd.tif,3127760,3109400,1602300
p12,M677,RSPv,M677_s087_RSPv.tif,34584024,6585600,4361600
p12,M677,RSPv,M677_s088_RSPv.tif,17449551,4750000,2204400
p12,M677,RSPv,M677_s091_RSPv.tif,34908817,6763520,4292640
p12,M677,RSPv,M677_s094_RSPv.tif,33846007,6611760,3583120
p12,M677,VISa,M677_s075_VISa.tif,10641584,3336800,2044000
p12,M677,VISa,M677_s078_VISa.tif,14128618,3806440,2246400
p12,M677,VISa,M677_s079_VISa.tif,9615959,1188180,601100
p12,M677,VISal,M677_s085_VISal.tif,6910950,1579200,752400
p12,M677,VISal,M677_s086_VISal.tif,6253115,2089800,1052580
p12,M677,VISal,M677_s087_VISal.tif,8786993,2816000,1420800
p12,M677,VISal,M677_s088_VISal.tif,11638738,3017600,1538800
p12,M677,VISal,M677_s089_VISal.tif,12677466,3453200,1799200
p12,M677,VISal,M677_s090_VISal.tif,9495357,3918200,1950980
p12,M677,VISal,M677_s091_VISal.tif,17014239,3765440,1805740
p12,M677,VISal,M677_s092_VISal.tif,10015384,3326400,1915200
p12,M677,VISal,M677_s093_VISal.tif,12883294,3616659,2080480
p12,M677,VISam,M677_s077_VISam.tif,10109366,2006400,834400
p12,M677,VISam,M677_s080_VISam.tif,13107291,2462400,1674000
p12,M677,VISam,M677_s081_VISam.tif,10175562,1652000,1199200
p12,M677,VISam,M677_s082_VISam.tif,4668301,1057320,626820
p12,M677,VISam,M677_s083_VISam.tif,6293871,1489200,1165600
p12,M677,VISam,M677_s084_VISam.tif,7453463,1324800,1018000
p12,M677,VISam,M677_s086_VISam.tif,5699904,1334800,780000
p12,M677,VISam,M677_s087_VISam.tif,2678979,569840,442280
p12,M677,VISl,M677_s093_VISl.tif,2162557,867300,414680
p12,M677,VISl,M677_s094_VISl.tif,20823744,2875600,1427600
p12,M677,VISl,M677_s095_VISl.tif,3721469,2494320,1215640
p12,M677,VISl,M677_s096_VISl.tif,3026623,2958560,1509120
p12,M677,VISl,M677_s101_VISl.tif,2161841,2128000,949600
p12,M677,VISli,M677_s094_VISli.tif,8535365,1894400,701200
p12,M677,VISli,M677_s095_VISli.tif,1819464,1665280,602760
p12,M677,VISli,M677_s096_VISli.tif,1337777,1823740,668260
p12,M677,VISli,M677_s097_VISli.tif,1659017,2249600,824400
p12,M677,VISli,M677_s098_VISli.tif,2738028,2449200,978140
p12,M677,VISli,M677_s099_VISli.tif,1117674,1876000,542400
p12,M677,VISp,M677_s082_VISp.tif,41960614,7878480,4715460
p12,M677,VISp,M677_s083_VISp.tif,26682886,6885441,4783860
p12,M677,VISp,M677_s084_VISp.tif,51090613,7259840,4763180
p12,M677,VISp,M677_s085_VISp.tif,59892198,8702742,6754131
p12,M677,VISp,M677_s086_VISp.tif,51253184,8285940,5815460
p12,M677,VISp,M677_s087_VISp.tif,30122119,7344960,5089840
p12,M677,VISp,M677_s088_VISp.tif,83104552,9324840,6090360
p12,M677,VISp,M677_s089_VISp.tif,14231313,3494100,2073160
p12,M677,VISp,M677_s090_VISp.tif,15907415,5346640,3396080
p12,M677,VISp,M677_s091_VISp.tif,47408712,8251320,5268660
p12,M677,VISp,M677_s092_VISp.tif,28869594,8942920,5542760
p12,M677,VISp,M677_s093_VISp.tif,30875592,7483840,4375360
p12,M677,VISp,M677_s094_VISp.tif,91609637,8140520,4979000
p12,M677,VISp,M677_s095_VISp.tif,11685030,4773000,3286080
p12,M677,VISp,M677_s096_VISp.tif,13116770,6974100,5021460
p12,M677,VISp,M677_s097_VISp.tif,23665795,11061640,6506580
p12,M677,VISp,M677_s098_VISp.tif,32802810,9414920,6358940
p12,M677,VISp,M677_s099_VISp.tif,29190402,10322580,5655100
p12,M677,VISp,M677_s100_VISp.tif,32167790,10844780,5968420
p12,M677,VISp,M677_s101_VISp.tif,25790000,14415680,6959460
p12,M677,VISpm,M677_s090_VISpm.tif,9081393,2456800,2026400
p12,M677,VISpm,M677_s091_VISpm.tif,10164386,1672800,1281600
p12,M677,VISpm,M677_s092_VISpm.tif,4065846,1171940,824940
p12,M677,VISpm,M677_s093_VISpm.tif,6913611,1795380,1063980
p12,M677,VISrl,M677_s077_VISrl.tif,8329976,2161500,585580
p12,M677,VISrl,M677_s083_VISrl.tif,5528069,2157861,920481
p12,M677,VISrl,M677_s084_VISrl.tif,17463782,3532740,1993180
p12,M677,VISrl,M677_s085_VISrl.tif,8130543,1836000,884800
p12,M677,VISrl,M677_s086_VISrl.tif,3336207,1440000,504000
p12,M677,VISrl,M677_s087_VISrl.tif,5472485,2020820,873060
p12,M677,VISrl,M677_s088_VISrl.tif,10662833,2031960,1059460
p12,M677,VISrl,M677_s090_VISrl.tif,2019551,1247920,395060
p12,M678,RSPagl,M678_s066_RSPagl.tif,4982158,1260000,975600
p12,M678,RSPagl,M678_s070_RSPagl.tif,7525646,1584000,1124400
p12,M678,RSPagl,M678_s072_RSPagl.tif,7728319,1674000,1058400
p12,M678,RSPagl,M678_s076_RSPagl.tif,5997668,2111200,932400
p12,M678,RSPd,M678_s061_RSPd.tif,13010911,3230000,2010800
p12,M678,RSPd,M678_s070_RSPd.tif,13537676,3655740,2056900
p12,M678,RSPd,M678_s071_RSPd.tif,21371949,3205780,1798200
p12,M678,RSPd,M678_s072_RSPd.tif,15220709,3765540,1908400
p12,M678,RSPd,M678_s076_RSPd.tif,12810601,3877900,1845540
p12,M678,RSPv,M678_s070_RSPv.tif,30464696,7726859,5141059
p12,M678,RSPv,M678_s071_RSPv.tif,38686890,7364659,5179939
p12,M678,VISa,M678_s057_VISa.tif,14017979,2784000,2017200
p12,M678,VISa,M678_s060_VISa.tif,18195842,3457800,2214820
p12,M678,VISa,M678_s061_VISa.tif,22166965,4955520,3446460
p12,M678,VISal,M678_s068_VISal.tif,11807021,2605860,1064400
p12,M678,VISal,M678_s070_VISal.tif,10421017,3073920,1565220
p12,M678,VISal,M678_s071_VISal.tif,17591369,3967200,2099200
p12,M678,VISal,M678_s072_VISal.tif,11728786,3598620,1809320
p12,M678,VISal,M678_s074_VISal.tif,7731962,3482660,1593980
p12,M678,VISal,M678_s075_VISal.tif,3363807,2206800,812800
p12,M678,VISal,M678_s076_VISal.tif,4117602,1022400,523200
p12,M678,VISam,M678_s059_VISam.tif,8277627,1033600,458800
p12,M678,VISam,M678_s062_VISam.tif,23095382,3565980,2484660
p12,M678,VISam,M678_s063_VISam.tif,16564121,3201060,2252880
p12,M678,VISam,M678_s064_VISam.tif,8254214,2546000,1836400
p12,M678,VISam,M678_s065_VISam.tif,17737108,3455140,2720020
p12,M678,VISam,M678_s066_VISam.tif,13025325,3410400,2599600
p12,M678,VISam,M678_s067_VISam.tif,10597693,2159340,1429620
p12,M678,VISam,M678_s068_VISam.tif,14371677,1634000,1312400
p12,M678,VISl,M678_s076_VISl.tif,3346172,2158920,589780
p12,M678,VISl,M678_s077_VISl.tif,4741638,3883981,2011958
p12,M678,VISl,M678_s078_VISl.tif,937728,1728000,390400
p12,M678,VISl,M678_s080_VISl.tif,406741,1798800,197780
p12,M678,VISl,M678_s083_VISl.tif,1647693,1763200,559200
p12,M678,VISl,M678_s084_VISl.tif,3161390,3220082,1584921
p12,M678,VISli,M678_s076_VISli.tif,1460236,747320,314420
p12,M678,VISli,M678_s077_VISli.tif,1631298,2441201,858941
p12,M678,VISli,M678_s078_VISli.tif,1738934,1788800,716000
p12,M678,VISli,M678_s079_VISli.tif,2357,7920,1180
p12,M678,VISli,M678_s080_VISli.tif,1774360,2272000,846000
p12,M678,VISli,M678_s082_VISli.tif,1476407,1830279,740519
p12,M678,VISli,M678_s083_VISli.tif,2394016,1894400,821200
p12,M678,VISli,M678_s084_VISli.tif,1721092,2013161,882560
p12,M678,VISli,M678_s085_VISli.tif,26287,1249740,13200
p12,M678,VISli,M678_s086_VISli.tif,1503766,2462499,557060
p12,M678,VISp,M678_s064_VISp.tif,11059339,3345900,2404620
p12,M678,VISp,M678_s065_VISp.tif,7124406,1625820,1037960
p12,M678,VISp,M678_s066_VISp.tif,5831600,1984080,1129180
p12,M678,VISp,M678_s067_VISp.tif,9491070,2160000,1420000
p12,M678,VISp,M678_s068_VISp.tif,22296472,3008000,2094800
p12,M678,VISp,M678_s069_VISp.tif,5653755,3835200,2718800
p12,M678,VISp,M678_s070_VISp.tif,21274064,4754160,3089580
p12,M678,VISp,M678_s071_VISp.tif,46062379,7363440,4922080
p12,M678,VISp,M678_s072_VISp.tif,41885113,9878880,6504880
p12,M678,VISp,M678_s074_VISp.tif,36277321,11251040,7168500
p12,M678,VISp,M678_s075_VISp.tif,28546682,12123720,6765580
p12,M678,VISp,M678_s076_VISp.tif,35767783,10968678,6367020
p12,M678,VISp,M678_s077_VISp.tif,13305231,9090741,5725986
p12,M678,VISp,M678_s078_VISp.tif,19078744,13104520,7301520
p12,M678,VISp,M678_s079_VISp.tif,31422865,21481716,10130938
p12,M678,VISp,M678_s080_VISp.tif,36633606,16633300,8530840
p12,M678,VISp,M678_s082_VISp.tif,35721609,16750317,7779100
p12,M678,VISp,M678_s083_VISp.tif,32835429,15002240,7458820
p12,M678,VISp,M678_s084_VISp.tif,17709394,12872903,5989401
p12,M678,VISp,M678_s085_VISp.tif,20774981,23015024,9261382
p12,M678,VISp,M678_s086_VISp.tif,46981525,17928540,8879260
p12,M678,VISpm,M678_s066_VISpm.tif,975715,381920,178020
p12,M678,VISpm,M678_s067_VISpm.tif,2952979,796800,398000
p12,M678,VISpm,M678_s068_VISpm.tif,13824592,1712620,1341260
p12,M678,VISpm,M678_s070_VISpm.tif,15243924,2873140,2306960
p12,M678,VISpm,M678_s071_VISpm.tif,14050903,2396100,1384160
p12,M678,VISpm,M678_s072_VISpm.tif,7226388,2162400,1053200
p12,M678,VISpm,M678_s076_VISpm.tif,6318259,2597660,1107200
p12,M678,VISpor,M678_s083_VISpor.tif,77658,88000,38800
p12,M678,VISpor,M678_s084_VISpor.tif,1192275,1358300,635080
p12,M678,VISpor,M678_s085_VISpor.tif,2506202,2901580,1253140
p12,M678,VISrl,M678_s063_VISrl.tif,16045736,3608240,1912680
p12,M678,VISrl,M678_s064_VISrl.tif,8041559,3488800,1760000
p12,M678,VISrl,M678_s065_VISrl.tif,15084744,3794219,2146260
p12,M678,VISrl,M678_s066_VISrl.tif,11612057,4185600,2223600
p12,M678,VISrl,M678_s067_VISrl.tif,16159807,4710960,2595560
p12,M678,VISrl,M678_s068_VISrl.tif,21288991,3530100,1952840
p12,M678,VISrl,M678_s070_VISrl.tif,8767374,2584400,1281600
p12,M678,VISrl,M678_s071_VISrl.tif,9392625,2190720,1028140
p12,M704,RSPagl,M704_s050_RSPagl.tif,6517420,1330000,998800
p12,M704,RSPagl,M704_s051_RSPagl.tif,11020398,1584000,1064800
p12,M704,RSPagl,M704_s052_RSPagl.tif,4628103,1408760,790220
p12,M704,RSPagl,M704_s054_RSPagl.tif,4930443,1585760,960960
p12,M704,RSPagl,M704_s055_RSPagl.tif,4952734,1443120,927980
p12,M704,RSPagl,M704_s056_RSPagl.tif,5743258,1246400,907200
p12,M704,RSPagl,M704_s057_RSPagl.tif,4062280,1637600,1082800
p12,M704,RSPagl,M704_s058_RSPagl.tif,3474660,1262800,840400
p12,M704,RSPagl,M704_s059_RSPagl.tif,3813427,1107600,750800
p12,M704,RSPagl,M704_s060_RSPagl.tif,2917304,1249600,817600
p12,M704,RSPagl,M704_s061_RSPagl.tif,2478828,1140260,765940
p12,M704,RSPagl,M704_s065_RSPagl.tif,755279,1197180,754612
p12,M704,RSPd,M704_s042_RSPd.tif,19482190,3586460,2187520
p12,M704,RSPd,M704_s043_RSPd.tif,15182482,3340800,2100000
p12,M704,RSPd,M704_s045_RSPd.tif,13306204,2901600,1831600
p12,M704,RSPd,M704_s046_RSPd.tif,13061735,3021200,1802000
p12,M704,RSPd,M704_s047_RSPd.tif,19300792,3534000,1962400
p12,M704,RSPd,M704_s048_RSPd.tif,20458483,2512920,1493960
p12,M704,RSPd,M704_s050_RSPd.tif,14687515,3144740,2042700
p12,M704,RSPd,M704_s051_RSPd.tif,20868424,4153740,2034540
p12,M704,RSPd,M704_s052_RSPd.tif,9275869,2436000,1444000
p12,M704,RSPd,M704_s053_RSPd.tif,8639831,2649600,1451200
p12,M704,RSPd,M704_s055_RSPd.tif,9838442,2802800,1755600
p12,M704,RSPd,M704_s056_RSPd.tif,11213925,2656800,1633200
p12,M704,RSPd,M704_s057_RSPd.tif,7194189,3025800,1885920
p12,M704,RSPd,M704_s058_RSPd.tif,6379093,2492800,1502000
p12,M704,RSPd,M704_s059_RSPd.tif,6850901,2425060,1367140
p12,M704,RSPd,M704_s061_RSPd.tif,4745496,2589600,1432000
p12,M704,RSPd,M704_s063_RSPd.tif,1873230,2413340,1197260
p12,M704,RSPd,M704_s065_RSPd.tif,1387825,2492000,1382833
p12,M704,RSPv,M704_s050_RSPv.tif,17241479,3360300,2125640
p12,M704,RSPv,M704_s051_RSPv.tif,30301686,5208060,3107560
p12,M704,RSPv,M704_s052_RSPv.tif,17695892,5241600,2974000
p12,M704,RSPv,M704_s053_RSPv.tif,19205353,5700000,3301600
p12,M704,RSPv,M704_s056_RSPv.tif,21715177,4998000,3410800
p12,M704,RSPv,M704_s066_RSPv.tif,4370296,4827920,2171040
p12,M704,VISa,M704_s043_VISa.tif,20745061,5149600,2879600
p12,M704,VISa,M704_s044_VISa.tif,35123995,5067700,3193100
p12,M704,VISa,M704_s045_VISa.tif,27888528,5938920,3720360
p12,M704,VISa,M704_s046_VISa.tif,22892687,5742000,3570800
p12,M704,VISa,M704_s047_VISa.tif,36941613,5856860,3649040
p12,M704,VISa,M704_s048_VISa.tif,37906435,6991040,3742620
p12,M704,VISa,M704_s049_VISa.tif,23883190,4436960,2745220
p12,M704,VISa,M704_s050_VISa.tif,18956193,4725120,2887640
p12,M704,VISa,M704_s051_VISa.tif,34136842,4657660,2852820
p12,M704,VISal,M704_s052_VISal.tif,5391687,2108221,997701
p12,M704,VISal,M704_s053_VISal.tif,5068860,2234220,966120
p12,M704,VISal,M704_s055_VISal.tif,7930118,3492720,1866920
p12,M704,VISal,M704_s056_VISal.tif,10833701,3571540,1868840
p12,M704,VISal,M704_s057_VISal.tif,6643229,3704180,1857840
p12,M704,VISal,M704_s058_VISal.tif,8703618,4058400,2045200
p12,M704,VISal,M704_s059_VISal.tif,10403480,3998340,2040920
p12,M704,VISal,M704_s060_VISal.tif,5794254,3502000,1756800
p12,M704,VISal,M704_s061_VISal.tif,7949593,4196360,2188880
p12,M704,VISal,M704_s062_VISal.tif,4179156,3796440,2066100
p12,M704,VISam,M704_s050_VISam.tif,6482661,1780000,994000
p12,M704,VISam,M704_s051_VISam.tif,14135342,2053200,1372400
p12,M704,VISam,M704_s052_VISam.tif,6156123,1957620,1111020
p12,M704,VISam,M704_s053_VISam.tif,5822320,1683180,1077300
p12,M704,VISl,M704_s063_VISl.tif,1912947,2016000,1106400
p12,M704,VISl,M704_s064_VISl.tif,2607957,2539680,1323080
p12,M704,VISl,M704_s065_VISl.tif,2076755,3835980,1780312
p12,M704,VISl,M704_s066_VISl.tif,3818238,3647200,1758000
p12,M704,VISl,M704_s067_VISl.tif,4159126,3075440,1511760
p12,M704,VISl,M704_s068_VISl.tif,3775983,3476000,1419140
p12,M704,VISli,M704_s065_VISli.tif,798666,2235600,792726
p12,M704,VISli,M704_s066_VISli.tif,1616292,2071380,796160
p12,M704,VISli,M704_s067_VISli.tif,1952258,1899240,820660
p12,M704,VISli,M704_s068_VISli.tif,1653429,2288040,782480
p12,M704,VISli,M704_s071_VISli.tif,1316559,1955060,630320
p12,M704,VISli,M704_s073_VISli.tif,1373470,1445520,732420
p12,M704,VISli,M704_s074_VISli.tif,1554624,1280640,872480
p12,M704,VISp,M704_s052_VISp.tif,9154364,3244800,1711200
p12,M704,VISp,M704_s053_VISp.tif,10818260,3312800,1924800
p12,M704,VISp,M704_s054_VISp.tif,15481756,5740800,3145600
p12,M704,VISp,M704_s055_VISp.tif,15982040,5751900,3254180
p12,M704,VISp,M704_s056_VISp.tif,19679879,5304000,3218400
p12,M704,VISp,M704_s057_VISp.tif,14062048,6375460,3598180
p12,M704,VISp,M704_s058_VISp.tif,17200481,7017060,3819280
p12,M704,VISp,M704_s059_VISp.tif,18433223,6324180,3469620
p12,M704,VISp,M704_s060_VISp.tif,13902042,6835380,3641640
p12,M704,VISp,M704_s061_VISp.tif,15561860,7601220,3858880
p12,M704,VISp,M704_s062_VISp.tif,9463699,6498580,3948340
p12,M704,VISp,M704_s063_VISp.tif,12103981,8018400,4318780
p12,M704,VISp,M704_s064_VISp.tif,14494965,7273640,4166520
p12,M704,VISp,M704_s065_VISp.tif,21959488,8889400,4865847
p12,M704,VISp,M704_s066_VISp.tif,26298824,9044940,4840320
p12,M704,VISp,M704_s067_VISp.tif,25679032,10312400,5302340
p12,M704,VISp,M704_s068_VISp.tif,42812005,10336480,5026300
p12,M704,VISp,M704_s069_VISp.tif,54204120,15426880,6707360
p12,M704,VISp,M704_s070_VISp.tif,29396504,14420700,6439720
p12,M704,VISp,M704_s071_VISp.tif,24255128,11127480,5441340
p12,M704,VISp,M704_s072_VISp.tif,21766140,11906940,5699800
p12,M704,VISp,M704_s073_VISp.tif,14234098,9963240,5170100
p12,M704,VISp,M704_s074_VISp.tif,11947805,9971720,5272460
p12,M704,VISp,M704_s075_VISp.tif,12799467,12390200,6024100
p12,M704,VISpm,M704_s052_VISpm.tif,5330337,1846000,992400
p12,M704,VISpm,M704_s053_VISpm.tif,6693927,1909600,1160800
p12,M704,VISpm,M704_s054_VISpm.tif,11487353,3496000,2167200
p12,M704,VISpm,M704_s055_VISpm.tif,12162378,3684060,2292520
p12,M704,VISpm,M704_s056_VISpm.tif,14664238,3307900,2391300
p12,M704,VISpm,M704_s057_VISpm.tif,9701401,3882000,2549400
p12,M704,VISpm,M704_s058_VISpm.tif,7875205,3132800,1815600
p12,M704,VISpm,M704_s059_VISpm.tif,8683951,2891320,1745880
p12,M704,VISpm,M704_s060_VISpm.tif,7514619,3302400,1998400
p12,M704,VISpm,M704_s061_VISpm.tif,5452691,2712160,1563040
p12,M704,VISpor,M704_s072_VISpor.tif,761749,720000,293200
p12,M704,VISpor,M704_s073_VISpor.tif,2065268,2338920,1152280
p12,M704,VISpor,M704_s074_VISpor.tif,3271771,3260880,1794720
p12,M704,VISpor,M704_s075_VISpor.tif,5349312,3809700,2732720
p12,M704,VISrl,M704_s051_VISrl.tif,12227276,2144000,930000
p12,M704,VISrl,M704_s052_VISrl.tif,11469381,4350540,2171140
p12,M704,VISrl,M704_s053_VISrl.tif,10741757,3892980,1956980
p12,M704,VISrl,M704_s054_VISrl.tif,7378916,3393600,1710940
p12,M704,VISrl,M704_s055_VISrl.tif,5947961,2868840,1355760
p12,M704,VISrl,M704_s056_VISrl.tif,7536746,2496420,1171500
p12,M704,VISrl,M704_s057_VISrl.tif,3959728,2403960,987240
p12,M704,VISrl,M704_s058_VISrl.tif,2363340,1482000,424800
p12,M704,VISrl,M704_s059_VISrl.tif,3802472,1760800,697600
p12,M704,VISrl,M704_s060_VISrl.tif,1204137,1345600,317600
p12,M705,RSPagl,M705_s041_RSPagl.tif,11055536,1376000,811200
p12,M705,RSPagl,M705_s042_RSPagl.tif,10747641,1685600,784400
p12,M705,RSPagl,M705_s043_RSPagl.tif,4989205,1124800,692000
p12,M705,RSPagl,M705_s045_RSPagl.tif,10822614,864000,667600
p12,M705,RSPagl,M705_s050_RSPagl.tif,5035648,1138500,508440
p12,M705,RSPagl,M705_s051_RSPagl.tif,3024730,1064000,552400
p12,M705,RSPagl,M705_s052_RSPagl.tif,8395747,1076460,682220
p12,M705,RSPagl,M705_s053_RSPagl.tif,6805794,1185600,731200
p12,M705,RSPagl,M705_s054_RSPagl.tif,5303760,1094400,754800
p12,M705,RSPagl,M705_s055_RSPagl.tif,7051591,1003200,738800
p12,M705,RSPagl,M705_s056_RSPagl.tif,4062695,827320,594440
p12,M705,RSPagl,M705_s058_RSPagl.tif,4376394,1050000,726400
p12,M705,RSPagl,M705_s059_RSPagl.tif,3862630,1051200,740000
p12,M705,RSPagl,M705_s060_RSPagl.tif,8126495,950400,678400
p12,M705,RSPagl,M705_s061_RSPagl.tif,3710046,1065600,743600
