age,identifier,region,image_filename,raw_intensity_sum,masked_gauss_intensity_sum,total_image_pixels,tissue_area_pixels
adult,M610,RSPagl,M610_s008_RSPagl.tif,20220038,403552.2150958258,1184000,868000
adult,M610,RSPagl,M610_s009_RSPagl.tif,19973606,394880.2561647948,1663200,1088000
adult,M610,RSPagl,M610_s010_RSPagl.tif,15177620,330864.0997466957,1643200,1064400
adult,M610,RSPagl,M610_s011_RSPagl.tif,12532469,326977.22619564756,1279200,988400
adult,M610,RSPagl,M610_s012_RSPagl.tif,13442628,329300.07335106435,1170000,888400
adult,M610,RSPagl,M610_s013_RSPagl.tif,8866978,247261.89401662548,1652400,1106800
adult,M610,RSPagl,M610_s014_RSPagl.tif,8332496,316401.03303330764,1312000,893200
adult,M610,RSPagl,M610_s016_RSPagl.tif,18223498,315067.08479209046,1263260,961480
adult,M610,RSPagl,M610_s017_RSPagl.tif,13943036,365741.425215411,1065600,917200
adult,M610,RSPagl,M610_s018_RSPagl.tif,9109156,299780.7535763838,1856400,1216800
adult,M610,RSPagl,M610_s019_RSPagl.tif,18994473,685010.8191911282,1079540,833060
adult,M610,RSPagl,M610_s020_RSPagl.tif,4459864,117635.53829130539,1124800,818000
adult,M610,RSPd,M610_s001_RSPd.tif,15582417,406390.17510458303,2527140,1524560
adult,M610,RSPd,M610_s002_RSPd.tif,16306709,409213.5574677268,2558400,1574400
adult,M610,RSPd,M610_s003_RSPd.tif,23332679,550615.7741726441,2420640,1532060
adult,M610,RSPd,M610_s004_RSPd.tif,27990291,544365.0852865806,2521400,1488620
adult,M610,RSPd,M610_s005_RSPd.tif,41185152,1053447.7595885573,2249600,1422000
adult,M610,RSPd,M610_s007_RSPd.tif,16448249,509510.5798097292,2783880,1653380
adult,M610,RSPd,M610_s008_RSPd.tif,28504330,606262.4105760306,2308260,1325840
adult,M610,RSPd,M610_s009_RSPd.tif,30682827,618718.3785917639,3068620,1791020
adult,M610,RSPd,M610_s010_RSPd.tif,29206522,675598.0167536713,3038260,1697440
adult,M610,RSPd,M610_s011_RSPd.tif,26040388,694875.8853061333,2896740,1741800
adult,M610,RSPd,M610_s012_RSPd.tif,26554798,550448.6586829185,2890800,1734800
adult,M610,RSPd,M610_s013_RSPd.tif,17269680,485695.09153977974,3181500,1876660
adult,M610,RSPd,M610_s014_RSPd.tif,16077413,467851.77842940437,2804340,1586540
adult,M610,RSPd,M610_s016_RSPd.tif,29430132,759405.3851797946,2529600,1526000
adult,M610,RSPd,M610_s017_RSPd.tif,28799349,722015.950496762,3015060,1883440
adult,M610,RSPd,M610_s018_RSPd.tif,18666286,569925.8562567958,3554060,2163440
adult,M610,RSPd,M610_s019_RSPd.tif,40882223,918094.0779487999,2363040,1530520
adult,M610,RSPd,M610_s020_RSPd.tif,10069104,269542.8680912674,2476800,1488400
adult,M610,RSPd,M610_s021_RSPd.tif,12570907,424368.309689839,2945600,1652760
adult,M610,RSPv,M610_s009_RSPv.tif,21797997,624825.8922287243,2881600,1711520
adult,M610,RSPv,M610_s010_RSPv.tif,25365785,784700.0770112185,2581500,1583780
adult,M610,RSPv,M610_s011_RSPv.tif,24313145,910343.6838449434,2714400,1670000
adult,M610,RSPv,M610_s013_RSPv.tif,14607145,527565.9501806783,2849600,1725820
adult,M610,RSPv,M610_s014_RSPv.tif,12311880,355247.1450161016,2591260,1555740
adult,M610,RSPv,M610_s017_RSPv.tif,16640084,507266.59552143136,2251200,1306800
adult,M610,VISa,M610_s001_VISa.tif,1716003,46355.79184306961,435600,216000
adult,M610,VISa,M610_s002_VISa.tif,23673813,644897.8649150496,4162960,2181220
adult,M610,VISa,M610_s003_VISa.tif,31510679,779663.1523294888,4326160,2354840
adult,M610,VISa,M610_s004_VISa.tif,55157649,1042940.1307349174,4190160,2549460
adult,M610,VISa,M610_s005_VISa.tif,65374203,1464636.6318711084,4929600,3177440
adult,M610,VISa,M610_s006_VISa.tif,16453117,455343.329602512,2504800,1094800
adult,M610,VISa,M610_s007_VISa.tif,15808745,493960.61769882834,3176460,1558560
adult,M610,VISa,M610_s008_VISa.tif,45397071,1174210.206406461,3378140,1767160
adult,M610,VISa,M610_s009_VISa.tif,35887194,778879.3404967705,3893400,2105080
adult,M610,VISa,M610_s010_VISa.tif,50230524,1298144.7532657573,5540120,3493740
adult,M610,VISa,M610_s011_VISa.tif,40656054,1312544.614002464,5753020,3471720
adult,M610,VISa,M610_s012_VISa.tif,50684699,1163724.6692340143,5054420,3475120
adult,M610,VISa,M610_s013_VISa.tif,28845328,1023219.6658653357,5955840,3544440
adult,M610,VISa,M610_s016_VISa.tif,23556889,419552.95194086,2184000,977600
adult,M610,VISa,M610_s017_VISa.tif,53885022,1986019.173222768,4700980,3114500
adult,M610,VISal,M610_s015_VISal.tif,4779121,144676.7127584666,1693600,686800
adult,M610,VISal,M610_s021_VISal.tif,4194244,138171.57707771455,1281000,637560
adult,M610,VISal,M610_s030_VISal.tif,2886975,164532.08641726218,2654400,1046800
adult,M610,VISal,M610_s031_VISal.tif,2387431,88423.1890898875,2458280,1181284
adult,M610,VISal,M610_s032_VISal.tif,3590073,112566.16081021933,2465540,1179380
adult,M610,VISal,M610_s035_VISal.tif,2738938,102050.5991448962,1664000,751200
adult,M610,VISam,M610_s014_VISam.tif,5616516,238728.352685767,967020,545000
adult,M610,VISam,M610_s017_VISam.tif,21538255,594263.3972827946,1843200,1329600
adult,M610,VISam,M610_s018_VISam.tif,12046728,420887.1300595447,2381700,1528240
adult,M610,VISam,M610_s019_VISam.tif,20777482,605972.953074621,1422000,963200
adult,M610,VISam,M610_s020_VISam.tif,7935069,320889.10559205565,2328800,1356400
adult,M610,VISam,M610_s021_VISam.tif,6652743,257534.63072743308,1160580,921160
adult,M610,VISl,M610_s033_VISl.tif,3855490,148186.2450971657,2184000,1207200
adult,M610,VISl,M610_s034_VISl.tif,3967307,145308.9086411256,2870400,1402800
adult,M610,VISl,M610_s036_VISl.tif,3171813,165147.78598185227,2584000,1033600
adult,M610,VISl,M610_s037_VISl.tif,5503155,203278.46937590538,2366660,1056080
adult,M610,VISl,M610_s038_VISl.tif,6441821,190362.84353251904,3140060,1559800
adult,M610,VISl,M610_s039_VISl.tif,2329898,193022.9708353236,2371500,984512
adult,M610,VISl,M610_s040_VISl.tif,4129248,286929.17043858644,2980800,1602400
adult,M610,VISl,M610_s041_VISl.tif,14567499,392601.9024927026,2958480,1544900
adult,M610,VISl,M610_s042_VISl.tif,17216146,459083.79650694405,2903160,1420740
adult,M610,VISl,M610_s043_VISl.tif,3988881,141374.62419935304,2046240,1004420
adult,M610,VISl,M610_s044_VISl.tif,13457645,445177.6796546699,3215160,1667440
adult,M610,VISl,M610_s045_VISl.tif,66603233,1486341.430333047,2995200,1630800
adult,M610,VISl,M610_s047_VISl.tif,54483106,1216245.91091923,2679600,1398000
adult,M610,VISl,M610_s048_VISl.tif,85116049,2218294.7918832363,3312400,1660800
adult,M610,VISl,M610_s050_VISl.tif,20618083,556182.897788633,2654400,724400
adult,M610,VISl,M610_s051_VISl.tif,50269180,1132348.139304731,3060000,1518400
adult,M610,VISl,M610_s052_VISl.tif,96992852,2978926.4426425677,3521760,1895480
adult,M610,VISl,M610_s054_VISl.tif,54944896,992117.4125848373,1716000,604000
adult,M610,VISli,M610_s038_VISli.tif,3162675,120084.11810275476,1822860,707440
adult,M610,VISli,M610_s039_VISli.tif,2420952,151536.35098881728,1900800,799523
adult,M610,VISli,M610_s042_VISli.tif,8693779,282612.6314887848,1629580,678280
adult,M610,VISli,M610_s043_VISli.tif,943550,43904.79251572506,733980,336420
adult,M610,VISli,M610_s044_VISli.tif,7048365,209642.4886074401,1833960,789060
adult,M610,VISli,M610_s045_VISli.tif,31739320,904053.813179265,1954920,892860
adult,M610,VISli,M610_s046_VISli.tif,7847510,199343.58975998004,1378000,554400
adult,M610,VISli,M610_s047_VISli.tif,23088371,500219.1569294715,1568800,647600
adult,M610,VISli,M610_s048_VISli.tif,40825707,1203001.6937982896,1843200,792400
adult,M610,VISli,M610_s050_VISli.tif,17747432,365792.64357786684,1624000,704400
adult,M610,VISli,M610_s051_VISli.tif,23851934,545353.9754671686,1820000,734400
adult,M610,VISli,M610_s052_VISli.tif,46475054,1453007.3720362284,2098980,972020
adult,M610,VISli,M610_s054_VISli.tif,56237947,1145879.9747414999,1604800,677600
adult,M610,VISli,M610_s055_VISli.tif,41913850,948824.6831572902,1557600,608000
adult,M610,VISp,M610_s015_VISp.tif,62459432,3194086.969100261,5800200,3857980
adult,M610,VISp,M610_s019_VISp.tif,91338303,3200182.2157742707,5936920,3753540
adult,M610,VISp,M610_s020_VISp.tif,33821783,2374728.3401586334,5878040,3736880
adult,M610,VISp,M610_s021_VISp.tif,28601658,2145422.959842579,3893400,2846300
adult,M610,VISp,M610_s022_VISp.tif,45906831,3527506.220561425,7920140,4796340
adult,M610,VISp,M610_s023_VISp.tif,43605011,4372736.914599497,6093120,4266120
adult,M610,VISp,M610_s024_VISp.tif,65104776,6892672.432832568,8946580,6338420
adult,M610,VISp,M610_s025_VISp.tif,87963685,6787566.847632188,8908240,5411520
adult,M610,VISp,M610_s026_VISp.tif,105594584,9741241.164195402,9879040,5292900
adult,M610,VISp,M610_s027_VISp.tif,128410680,10140215.94113105,11258800,5912320
adult,M610,VISp,M610_s030_VISp.tif,106570637,8132169.214811264,9953160,6083480
adult,M610,VISp,M610_s031_VISp.tif,84836971,6550834.268138354,10802500,5976042
adult,M610,VISp,M610_s032_VISp.tif,96694199,7895857.938868015,10686360,5691080
adult,M610,VISp,M610_s033_VISp.tif,82950885,7087185.937667475,8874880,5371340
adult,M610,VISp,M610_s034_VISp.tif,64622289,5559273.78415183,12840820,6359980
adult,M610,VISp,M610_s035_VISp.tif,134355010,11300653.665737174,11885280,6895860
adult,M610,VISp,M610_s036_VISp.tif,43591890,3501751.441538263,11913200,6817220
adult,M610,VISp,M610_s037_VISp.tif,41311877,3516582.4030415346,9736740,5517960
adult,M610,VISp,M610_s038_VISp.tif,43084095,2985067.4488043357,10953880,5226280
adult,M610,VISp,M610_s039_VISp.tif,34276871,2507546.1302936343,10636920,5761980
adult,M610,VISp,M610_s040_VISp.tif,48058611,4194303.9619619274,13685100,6198700
adult,M610,VISp,M610_s041_VISp.tif,48579172,1825373.351178489,10021220,5275920
adult,M610,VISp,M610_s042_VISp.tif,91202614,2829930.4221235793,10908660,5184720
adult,M610,VISp,M610_s043_VISp.tif,79395827,6695256.300578168,8970360,4851900
adult,M610,VISp,M610_s044_VISp.tif,46910601,2612587.125858627,11493860,5157040
adult,M610,VISp,M610_s045_VISp.tif,214934480,4831470.304232805,9427180,4683440
adult,M610,VISp,M610_s046_VISp.tif,128966316,3233314.407450048,12286260,5483060
adult,M610,VISp,M610_s047_VISp.tif,243514526,6902877.515938033,11176460,4781520
adult,M610,VISp,M610_s048_VISp.tif,262693902,7207837.03698963,10518860,5216440
adult,M610,VISp,M610_s049_VISp.tif,306280739,7314059.037652826,10959560,4961200
adult,M610,VISp,M610_s050_VISp.tif,142078965,3982731.8567829803,10543980,5115340
adult,M610,VISp,M610_s051_VISp.tif,263094249,6961769.4397319,11865240,5453800
adult,M610,VISp,M610_s052_VISp.tif,208527597,6260555.089695044,10484320,4599720
adult,M610,VISp,M610_s053_VISp.tif,325389159,9370945.692252537,15518040,6019440
adult,M610,VISp,M610_s054_VISp.tif,462628548,10674885.391214151,14346500,5224260
adult,M610,VISp,M610_s055_VISp.tif,380746029,11443116.223305251,11401020,5316500
adult,M610,VISp,M610_s056_VISp.tif,433314114,9645560.986378381,14138640,5405680
adult,M610,VISp,M610_s057_VISp.tif,506509856,11080778.78859434,13659840,4884000
adult,M610,VISp,M610_s058_VISp.tif,494525481,13597369.916525919,13214880,4117480
adult,M610,VISp,M610_s059_VISp.tif,522880675,11666147.540160106,12710800,4929700
adult,M610,VISp,M610_s060_VISp.tif,533215298,15044459.772139143,12423760,3989620
adult,M610,VISp,M610_s061_VISp.tif,544193566,13885553.131440893,12683520,4197460
adult,M610,VISp,M610_s062_VISp.tif,454197756,14285602.687263569,9998440,3646800
adult,M610,VISp,M610_s064_VISp.tif,51267,1194.4120080144767,400,400
adult,M610,VISpl,M610_s060_VISpl.tif,2009873,39560.395738755935,52000,26400
adult,M610,VISpl,M610_s061_VISpl.tif,22909800,465247.47198301536,796380,240940
adult,M610,VISpl,M610_s062_VISpl.tif,2776664,54880.89930923816,84000,40400
adult,M610,VISpor,M610_s050_VISpor.tif,1499446,35589.308658931215,201600,90400
adult,M610,VISpor,M610_s051_VISpor.tif,14397873,298442.12422437983,1022400,468000
adult,M610,VISpor,M610_s053_VISpor.tif,29338837,624079.9974582643,1747200,826400
adult,M610,VISpor,M610_s054_VISpor.tif,60320430,1163393.7649428607,2308800,871200
adult,M610,VISpor,M610_s055_VISpor.tif,61483015,1347942.8879471582,2706000,1088000
adult,M610,VISpor,M610_s056_VISpor.tif,134524445,3079938.302239974,5375160,2333220
adult,M610,VISpor,M610_s057_VISpor.tif,187256180,3591008.7959281444,4367640,1720060
adult,M610,VISpor,M610_s058_VISpor.tif,160595634,5672643.618948813,2993120,1609720
adult,M610,VISpor,M610_s059_VISpor.tif,150621166,4755847.903830601,3460860,1812200
p12,M677,RSPagl,M677_s062_RSPagl.tif,18518106,453721.1146369238,1146800,894400
p12,M677,RSPagl,M677_s063_RSPagl.tif,31502594,908213.7018064918,1355200,1040400
p12,M677,RSPagl,M677_s072_RSPagl.tif,19562844,529900.3972880909,2279200,1430400
p12,M677,RSPagl,M677_s074_RSPagl.tif,5871330,207349.9471753095,1888000,1291600
p12,M677,RSPagl,M677_s078_RSPagl.tif,4151014,86290.80578811366,1050880,704440
p12,M677,RSPagl,M677_s080_RSPagl.tif,7553666,189739.2881676945,1185600,949200
p12,M677,RSPagl,M677_s081_RSPagl.tif,7200475,221108.626551804,1152000,869200
p12,M677,RSPagl,M677_s082_RSPagl.tif,5457719,182297.16165905373,976000,736400
p12,M677,RSPagl,M677_s083_RSPagl.tif,4606765,153323.4382403157,1062600,855440
p12,M677,RSPagl,M677_s084_RSPagl.tif,7354278,214193.46378083684,1178880,962040
p12,M677,RSPagl,M677_s086_RSPagl.tif,6951520,167127.2369155359,1340000,920000
p12,M677,RSPagl,M677_s087_RSPagl.tif,4903119,122587.31336254248,1100800,787600
p12,M677,RSPagl,M677_s091_RSPagl.tif,6591162,147771.2934619762,1289400,874280
p12,M677,RSPagl,M677_s093_RSPagl.tif,3272504,100080.29934864331,802400,550000
p12,M677,RSPagl,M677_s094_RSPagl.tif,11284747,260160.07622055177,1268800,836800
p12,M677,RSPagl,M677_s095_RSPagl.tif,1871693,57154.211838461895,1081080,600320
p12,M677,RSPagl,M677_s098_RSPagl.tif,1270858,6882.24943170898,1687760,639400
p12,M677,RSPd,M677_s080_RSPd.tif,14910792,386559.95853143546,2742740,1766240
p12,M677,RSPd,M677_s081_RSPd.tif,15284016,411310.3097163489,2540580,1637720
p12,M677,RSPd,M677_s084_RSPd.tif,11434841,347973.6150189472,2391200,1481600
p12,M677,RSPd,M677_s087_RSPd.tif,16590910,505189.71183733834,3465600,2040800
p12,M677,RSPd,M677_s090_RSPd.tif,7565800,379468.3484389029,3129360,1704460
p12,M677,RSPd,M677_s091_RSPd.tif,12854912,224743.60610743507,2881440,1619900
p12,M677,RSPd,M677_s095_RSPd.tif,4113742,139528.16234189915,2267100,1312800
p12,M677,RSPd,M677_s096_RSPd.tif,3127760,30573.188599211888,3109400,1602300
p12,M677,RSPv,M677_s087_RSPv.tif,34584024,1014331.7156289298,6585600,4361600
p12,M677,RSPv,M677_s088_RSPv.tif,17449551,459490.9803821367,4750000,2204400
p12,M677,RSPv,M677_s091_RSPv.tif,34908817,776386.5638908627,6763520,4292640
p12,M677,RSPv,M677_s094_RSPv.tif,33846007,986724.7243224037,6611760,3583120
p12,M677,VISa,M677_s075_VISa.tif,10641584,249434.33519674055,3336800,2044000
p12,M677,VISa,M677_s078_VISa.tif,14128618,329123.98463350703,3806440,2246400
p12,M677,VISa,M677_s079_VISa.tif,9615959,210069.0433743721,1188180,601100
p12,M677,VISal,M677_s085_VISal.tif,6910950,232594.75816393414,1579200,752400
p12,M677,VISal,M677_s086_VISal.tif,6253115,201403.3532340701,2089800,1052580
p12,M677,VISal,M677_s087_VISal.tif,8786993,240523.09644277033,2816000,1420800
p12,M677,VISal,M677_s088_VISal.tif,11638738,324924.85622009274,3017600,1538800
p12,M677,VISal,M677_s089_VISal.tif,12677466,428129.7929206869,3453200,1799200
p12,M677,VISal,M677_s090_VISal.tif,9495357,428884.59183808824,3918200,1950980
p12,M677,VISal,M677_s091_VISal.tif,17014239,521578.89607753966,3765440,1805740
p12,M677,VISal,M677_s092_VISal.tif,10015384,294034.4395461654,3326400,1915200
p12,M677,VISal,M677_s093_VISal.tif,12883294,492496.7250665661,3616659,2080480
p12,M677,VISam,M677_s077_VISam.tif,10109366,332569.5565392779,2006400,834400
p12,M677,VISam,M677_s080_VISam.tif,13107291,340824.2621824535,2462400,1674000
p12,M677,VISam,M677_s081_VISam.tif,10175562,303793.368418688,1652000,1199200
p12,M677,VISam,M677_s082_VISam.tif,4668301,145448.66258686426,1057320,626820
p12,M677,VISam,M677_s083_VISam.tif,6293871,230605.66233629663,1489200,1165600
p12,M677,VISam,M677_s084_VISam.tif,7453463,210521.96752834754,1324800,1018000
p12,M677,VISam,M677_s086_VISam.tif,5699904,151804.58743923853,1334800,780000
p12,M677,VISam,M677_s087_VISam.tif,2678979,51034.673400168205,569840,442280
p12,M677,VISl,M677_s093_VISl.tif,2162557,72358.7025393043,867300,414680
p12,M677,VISl,M677_s094_VISl.tif,20823744,587988.0195420585,2875600,1427600
p12,M677,VISl,M677_s095_VISl.tif,3721469,89348.84464394422,2494320,1215640
p12,M677,VISl,M677_s096_VISl.tif,3026623,17092.546129321843,2958560,1509120
p12,M677,VISl,M677_s101_VISl.tif,2161841,60713.2795097604,2128000,949600
p12,M677,VISli,M677_s094_VISli.tif,8535365,260313.25336562342,1894400,701200
p12,M677,VISli,M677_s095_VISli.tif,1819464,32956.1461695824,1665280,602760
p12,M677,VISli,M677_s096_VISli.tif,1337777,3593.159813810024,1823740,668260
p12,M677,VISli,M677_s097_VISli.tif,1659017,15459.13991364901,2249600,824400
p12,M677,VISli,M677_s098_VISli.tif,2738028,110293.36340007244,2449200,978140
p12,M677,VISli,M677_s099_VISli.tif,1117674,19655.08388164871,1876000,542400
p12,M677,VISp,M677_s082_VISp.tif,41960614,977022.7935790524,7878480,4715460
p12,M677,VISp,M677_s083_VISp.tif,26682886,952081.6661296984,6885441,4783860
p12,M677,VISp,M677_s084_VISp.tif,51090613,1379059.1636982576,7259840,4763180
p12,M677,VISp,M677_s085_VISp.tif,59892198,1923613.0193824172,8702742,6754131
p12,M677,VISp,M677_s086_VISp.tif,51253184,1680806.0644873714,8285940,5815460
p12,M677,VISp,M677_s087_VISp.tif,30122119,872628.8937659742,7344960,5089840
p12,M677,VISp,M677_s088_VISp.tif,83104552,2032636.2920869933,9324840,6090360
p12,M677,VISp,M677_s089_VISp.tif,14231313,474478.3664545052,3494100,2073160
p12,M677,VISp,M677_s090_VISp.tif,15907415,797885.6253434133,5346640,3396080
p12,M677,VISp,M677_s091_VISp.tif,47408712,1424414.025898102,8251320,5268660
p12,M677,VISp,M677_s092_VISp.tif,28869594,903719.9071427135,8942920,5542760
p12,M677,VISp,M677_s093_VISp.tif,30875592,1308081.927305396,7483840,4375360
p12,M677,VISp,M677_s094_VISp.tif,91609637,2455244.8113513486,8140520,4979000
p12,M677,VISp,M677_s095_VISp.tif,11685030,719391.9839753305,4773000,3286080
p12,M677,VISp,M677_s096_VISp.tif,13116770,1154207.5695445798,6974100,5021460
p12,M677,VISp,M677_s097_VISp.tif,23665795,2836310.298562254,11061640,6506580
p12,M677,VISp,M677_s098_VISp.tif,32802810,3921236.1628891816,9414920,6358940
p12,M677,VISp,M677_s099_VISp.tif,29190402,3208201.4198965374,10322580,5655100
p12,M677,VISp,M677_s100_VISp.tif,32167790,3799342.3396470086,10844780,5968420
p12,M677,VISp,M677_s101_VISp.tif,25790000,2887783.9929696852,14415680,6959460
p12,M677,VISpm,M677_s090_VISpm.tif,9081393,471216.37410402356,2456800,2026400
p12,M677,VISpm,M677_s091_VISpm.tif,10164386,243981.23292532066,1672800,1281600
p12,M677,VISpm,M677_s092_VISpm.tif,4065846,131682.63432070293,1171940,824940
p12,M677,VISpm,M677_s093_VISpm.tif,6913611,196142.7919921687,1795380,1063980
p12,M677,VISrl,M677_s077_VISrl.tif,8329976,291974.862628857,2161500,585580
p12,M677,VISrl,M677_s083_VISrl.tif,5528069,153142.6030526616,2157861,920481
p12,M677,VISrl,M677_s084_VISrl.tif,17463782,614112.556559351,3532740,1993180
p12,M677,VISrl,M677_s085_VISrl.tif,8130543,240790.2151188997,1836000,884800
p12,M677,VISrl,M677_s086_VISrl.tif,3336207,100084.3306125859,1440000,504000
p12,M677,VISrl,M677_s087_VISrl.tif,5472485,188831.46285949915,2020820,873060
p12,M677,VISrl,M677_s088_VISrl.tif,10662833,273282.5136410995,2031960,1059460
p12,M677,VISrl,M677_s090_VISrl.tif,2019551,49421.30594928776,1247920,395060
p12,M678,RSPagl,M678_s066_RSPagl.tif,4982158,126455.04014357919,1260000,975600
p12,M678,RSPagl,M678_s070_RSPagl.tif,7525646,245686.59044689915,1584000,1124400
p12,M678,RSPagl,M678_s072_RSPagl.tif,7728319,237292.0079100135,1674000,1058400
p12,M678,RSPagl,M678_s076_RSPagl.tif,5997668,168994.41010650378,2111200,932400
p12,M678,RSPd,M678_s061_RSPd.tif,13010911,433821.4035663065,3230000,2010800
p12,M678,RSPd,M678_s070_RSPd.tif,13537676,412324.7300501355,3655740,2056900
p12,M678,RSPd,M678_s071_RSPd.tif,21371949,512155.6706570444,3205780,1798200
p12,M678,RSPd,M678_s072_RSPd.tif,15220709,461630.44576320134,3765540,1908400
p12,M678,RSPd,M678_s076_RSPd.tif,12810601,346408.32559535274,3877900,1845540
p12,M678,RSPv,M678_s070_RSPv.tif,30464696,1048853.9423475177,7726859,5141059
p12,M678,RSPv,M678_s071_RSPv.tif,38686890,1056976.5228134748,7364659,5179939
p12,M678,VISa,M678_s057_VISa.tif,14017979,380398.9572699737,2784000,2017200
p12,M678,VISa,M678_s060_VISa.tif,18195842,507750.37925988407,3457800,2214820
p12,M678,VISa,M678_s061_VISa.tif,22166965,646784.6852038723,4955520,3446460
p12,M678,VISal,M678_s068_VISal.tif,11807021,273158.09985981975,2605860,1064400
p12,M678,VISal,M678_s070_VISal.tif,10421017,319924.0792666965,3073920,1565220
p12,M678,VISal,M678_s071_VISal.tif,17591369,509517.6078693381,3967200,2099200
p12,M678,VISal,M678_s072_VISal.tif,11728786,405572.017729884,3598620,1809320
p12,M678,VISal,M678_s074_VISal.tif,7731962,298116.0827874527,3482660,1593980
p12,M678,VISal,M678_s075_VISal.tif,3363807,63508.88939060785,2206800,812800
p12,M678,VISal,M678_s076_VISal.tif,4117602,115743.08565954104,1022400,523200
p12,M678,VISam,M678_s059_VISam.tif,8277627,172955.83111186782,1033600,458800
p12,M678,VISam,M678_s062_VISam.tif,23095382,588286.8266471862,3565980,2484660
p12,M678,VISam,M678_s063_VISam.tif,16564121,473208.489895782,3201060,2252880
p12,M678,VISam,M678_s064_VISam.tif,8254214,259482.09502831622,2546000,1836400
p12,M678,VISam,M678_s065_VISam.tif,17737108,453517.38090505137,3455140,2720020
p12,M678,VISam,M678_s066_VISam.tif,13025325,281296.95177969296,3410400,2599600
p12,M678,VISam,M678_s067_VISam.tif,10597693,330070.5244406925,2159340,1429620
p12,M678,VISam,M678_s068_VISam.tif,14371677,334969.49165899405,1634000,1312400
p12,M678,VISl,M678_s076_VISl.tif,3346172,154570.74703610863,2158920,589780
p12,M678,VISl,M678_s077_VISl.tif,4741638,377648.07966160704,3883981,2011958
p12,M678,VISl,M678_s078_VISl.tif,937728,29639.473265062432,1728000,390400
p12,M678,VISl,M678_s080_VISl.tif,406741,10315.564611813974,1798800,197780
p12,M678,VISl,M678_s083_VISl.tif,1647693,56300.07555417749,1763200,559200
p12,M678,VISl,M678_s084_VISl.tif,3161390,38207.82543377945,3220082,1584921
p12,M678,VISli,M678_s076_VISli.tif,1460236,55282.914018308744,747320,314420
p12,M678,VISli,M678_s077_VISli.tif,1631298,73802.71885193679,2441201,858941
p12,M678,VISli,M678_s078_VISli.tif,1738934,61374.78858270734,1788800,716000
p12,M678,VISli,M678_s079_VISli.tif,2357,4.490835503566162,7920,1180
p12,M678,VISli,M678_s080_VISli.tif,1774360,70332.97052004153,2272000,846000
p12,M678,VISli,M678_s082_VISli.tif,1476407,19759.606364857074,1830279,740519
p12,M678,VISli,M678_s083_VISli.tif,2394016,92403.57181194234,1894400,821200
p12,M678,VISli,M678_s084_VISli.tif,1721092,39943.30765675051,2013161,882560
p12,M678,VISli,M678_s085_VISli.tif,26287,56.44310334374133,1249740,13200
p12,M678,VISli,M678_s086_VISli.tif,1503766,74722.97850255888,2462499,557060
p12,M678,VISp,M678_s064_VISp.tif,11059339,362074.46130647935,3345900,2404620
p12,M678,VISp,M678_s065_VISp.tif,7124406,197029.71724949582,1625820,1037960
p12,M678,VISp,M678_s066_VISp.tif,5831600,154501.47477437547,1984080,1129180
p12,M678,VISp,M678_s067_VISp.tif,9491070,294963.4161541397,2160000,1420000
p12,M678,VISp,M678_s068_VISp.tif,22296472,516827.0746262306,3008000,2094800
p12,M678,VISp,M678_s069_VISp.tif,5653755,164807.54503804323,3835200,2718800
p12,M678,VISp,M678_s070_VISp.tif,21274064,545931.5507747838,4754160,3089580
p12,M678,VISp,M678_s071_VISp.tif,46062379,1248505.2804837178,7363440,4922080
p12,M678,VISp,M678_s072_VISp.tif,41885113,1414539.017813015,9878880,6504880
p12,M678,VISp,M678_s074_VISp.tif,36277321,1428274.1246841243,11251040,7168500
p12,M678,VISp,M678_s075_VISp.tif,28546682,1011332.466759125,12123720,6765580
p12,M678,VISp,M678_s076_VISp.tif,35767783,1515492.6109448173,10968678,6367020
p12,M678,VISp,M678_s077_VISp.tif,13305231,1095866.0507345896,9090741,5725986
p12,M678,VISp,M678_s078_VISp.tif,19078744,1497997.2086412406,13104520,7301520
p12,M678,VISp,M678_s079_VISp.tif,31422865,3491144.849112285,21481716,10130938
p12,M678,VISp,M678_s080_VISp.tif,36633606,4617731.852902733,16633300,8530840
p12,M678,VISp,M678_s082_VISp.tif,35721609,3873027.9075747603,16750317,7779100
p12,M678,VISp,M678_s083_VISp.tif,32835429,2765953.234196076,15002240,7458820
p12,M678,VISp,M678_s084_VISp.tif,17709394,1672328.417785381,12872903,5989401
p12,M678,VISp,M678_s085_VISp.tif,20774981,1164432.5029452804,23015024,9261382
p12,M678,VISp,M678_s086_VISp.tif,46981525,3787467.998992853,17928540,8879260
p12,M678,VISpm,M678_s066_VISpm.tif,975715,38903.33977471875,381920,178020
p12,M678,VISpm,M678_s067_VISpm.tif,2952979,85333.3243109621,796800,398000
p12,M678,VISpm,M678_s068_VISpm.tif,13824592,329129.6952425345,1712620,1341260
p12,M678,VISpm,M678_s070_VISpm.tif,15243924,460760.1678069328,2873140,2306960
p12,M678,VISpm,M678_s071_VISpm.tif,14050903,334333.7840275379,2396100,1384160
p12,M678,VISpm,M678_s072_VISpm.tif,7226388,224263.08950691856,2162400,1053200
p12,M678,VISpm,M678_s076_VISpm.tif,6318259,178033.88981188415,2597660,1107200
p12,M678,VISpor,M678_s083_VISpor.tif,77658,57.889799139135626,88000,38800
p12,M678,VISpor,M678_s084_VISpor.tif,1192275,63986.193119189884,1358300,635080
