age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.02354134128724619,0.000554194749602602,0.9558762904847277,Pearson
p12,none,8,0.3773201382435193,0.1423704867241085,0.35680579195321716,Pearson
p20,none,8,0.67898053414605,0.4610145657492553,0.06407136584342242,Pearson
adult,none,8,0.7202392506273808,0.5187445781442911,0.043896616760691475,Pearson
