age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.6025581173499891,0.3630762847843632,0.11388478746167001,Pearson
p12,log,8,0.8745599467279573,0.7648551004208076,0.004481966071141909,Pearson
p20,log,7,-0.5138608081955043,0.26405293019933684,0.23809940161183385,Pearson
