age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.6376409468796927,0.40658597713763117,0.0889643838396913,Pearson
p12,log,8,0.902877157701956,0.8151871618999627,0.0021267679899317155,Pearson
p20,log,7,-0.5545556617533298,0.30753198198267356,0.19637145943209278,Pearson
