age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.5575300369574849,0.3108397421098145,0.15105830851189272,Pearson
p12,none,8,0.8741664972388655,0.7641670648948675,0.004522876271639184,Pearson
p20,none,8,0.8584825839791346,0.7369923469954919,0.006354732102195168,Pearson
adult,none,8,-0.702240928952806,0.4931423222964999,0.052137593201470905,Pearson
