age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,,,,Spearman
p12,robust,8,0.025993762245501817,0.0006756756756756756,0.951283645530596,Spearman
p20,robust,8,0.15776465258089756,0.024889685603971305,0.7090630166727182,Spearman
adult,robust,8,-0.2729345035777691,0.07449324324324326,0.513094558761441,Spearman
