age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.6763932269948078,0.45750779752444953,0.0654898603901157,Pearson
p12,none,8,0.9209231902130549,0.8480995222721905,0.0011640399444019364,Pearson
p20,none,7,0.25806302312116525,0.06659652390243506,0.5763397151605333,Pearson
