age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,-0.1685434463344628,0.028406893302297943,0.6899147803433457,Pearson
p12,log,8,0.09621028815357444,0.009256419546593826,0.8207158219182955,Pearson
p20,log,8,0.722737491689278,0.5223494818933092,0.04281982537836392,Pearson
adult,log,8,-0.08953396203887064,0.008016330358377928,0.8330188308528421,Pearson
