age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,-0.21918427544657465,0.048041746603039906,0.6020022730487476,Pearson
p12,combined,8,0.13894518408510256,0.01930576418044304,0.7428114135586865,Pearson
p20,combined,8,-0.24320846550720288,0.05915035769436829,0.5616473633770875,Pearson
adult,combined,8,-0.6309238228488816,0.39806487023824694,0.09346355472911173,Pearson
