age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.5390305413729602,0.29055392453282664,0.16802485461647299,Pearson
p12,zscore,8,0.530104869417248,0.28101117257987757,0.17656225633046102,Pearson
p20,zscore,8,-0.16213393133367532,0.026287411689712943,0.7012844658434843,Pearson
adult,zscore,8,0.45083473868391566,0.2032519616041945,0.2622419476599199,Pearson
