age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,0.7801522824328243,0.6086375837851453,0.02237720164064918,Pearson
p12,combined,8,0.5786355860588168,0.3348191414536304,0.13290588333517206,Pearson
p20,combined,8,0.2566504091318401,0.06586943250754092,0.5394946725515753,Pearson
adult,combined,8,-0.14383242206043237,0.020687765635770353,0.7340105887129973,Pearson
