age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,-0.08489653541973904,0.007207421726275006,0.8415821987124985,Pearson
p12,combined,8,-0.20451963872927315,0.0418282826259524,0.6270848732108822,Pearson
p20,combined,8,-0.10030342068449105,0.010060776201009987,0.8131886918135394,Pearson
adult,combined,8,-0.22778837738448696,0.05188754487145745,0.587441037497973,Pearson
