age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.6294273167082267,0.39617874701851835,0.0944834129830524,Pearson
p12,none,8,0.563314978215307,0.31732376468171175,0.14595495992158752,Pearson
p20,none,7,-0.08181496661120607,0.006693688761592765,0.8615709863668465,Pearson
