age,identifier,region,image_filename,raw_intensity_sum,masked_mean_intensity_sum,total_image_pixels,tissue_area_pixels
p12,M705,VISrl,M705_s043_VISrl.tif,11165433,301072.82693984255,2028000,718800
p12,M705,VISrl,M705_s044_VISrl.tif,7421968,205033.216510989,1627020,267200
p12,M705,VISrl,M705_s045_VISrl.tif,3255673,53041.71741511259,1152000,140000
p12,M705,VISrl,M705_s046_VISrl.tif,5294677,154817.34589459014,1560000,310000
p12,M705,VISrl,M705_s047_VISrl.tif,11955218,248462.83128972107,2057160,637920
p12,M705,VISrl,M705_s048_VISrl.tif,19307641,391048.8805860818,2097600,574400
p12,M705,VISrl,M705_s049_VISrl.tif,46059378,682658.1196600784,3524040,1804860
p12,M705,VISrl,M705_s050_VISrl.tif,41116014,943986.6010842518,3795120,2082600
p12,M705,VISrl,M705_s051_VISrl.tif,42935641,652875.5286750336,2576000,1243200
p12,M705,VISrl,M705_s052_VISrl.tif,29377423,674150.4350824709,2832060,1174840
p12,M705,VISrl,M705_s053_VISrl.tif,22632151,422986.39369941014,3032020,1355580
p12,M705,VISrl,M705_s054_VISrl.tif,31571076,760460.2324740216,3199200,1554400
p12,M705,VISrl,M705_s055_VISrl.tif,49929454,954477.587590279,3836100,2047680
p12,M705,VISrl,M705_s056_VISrl.tif,41713581,933843.8723832793,3607720,1857020
p12,M705,VISrl,M705_s058_VISrl.tif,16059473,728827.8033186219,2277600,1144800
p12,M705,VISrl,M705_s059_VISrl.tif,22474173,637261.1957093264,1876000,921600
p12,M705,VISrl,M705_s060_VISrl.tif,13245179,672261.1787910626,2052420,936680
p12,M705,VISrl,M705_s061_VISrl.tif,11309643,342421.4279399858,1952000,817600
p12,M711,RSPagl,M711_s030_RSPagl.tif,26016075,400621.2056641691,842400,712400
p12,M711,RSPagl,M711_s031_RSPagl.tif,19011326,268080.58286140783,1118000,945200
p12,M711,RSPagl,M711_s032_RSPagl.tif,28046993,424757.87746215815,1302400,987600
p12,M711,RSPagl,M711_s033_RSPagl.tif,34506671,560106.6434650073,1306400,997600
p12,M711,RSPagl,M711_s034_RSPagl.tif,17680119,615475.1528045549,1447600,882800
p12,M711,RSPagl,M711_s035_RSPagl.tif,16677778,383651.1406652569,1036800,824400
p12,M711,RSPagl,M711_s036_RSPagl.tif,18575146,560827.6095333262,1444800,1015600
p12,M711,RSPagl,M711_s037_RSPagl.tif,26586812,763593.8991105073,1344000,952000
p12,M711,RSPagl,M711_s038_RSPagl.tif,16855397,559738.329790784,1322400,1023600
p12,M711,RSPagl,M711_s039_RSPagl.tif,13863007,486201.3605374911,1191700,892060
p12,M711,RSPagl,M711_s040_RSPagl.tif,15855830,455425.84191202297,1478400,896000
p12,M711,RSPagl,M711_s041_RSPagl.tif,19638324,634256.9237373878,1216000,909600
p12,M711,RSPagl,M711_s042_RSPagl.tif,16138442,566925.6896831999,1200800,890800
p12,M711,RSPagl,M711_s043_RSPagl.tif,15484186,831390.6560114144,1088000,729600
p12,M711,RSPagl,M711_s044_RSPagl.tif,16884101,443883.40073384525,756000,557600
p12,M711,RSPagl,M711_s045_RSPagl.tif,15066726,806741.7521639108,1022400,672000
p12,M711,RSPagl,M711_s046_RSPagl.tif,15243896,1021738.3944044098,980000,694400
p12,M711,RSPagl,M711_s047_RSPagl.tif,16395049,361684.8028685103,1006560,750600
p12,M711,RSPagl,M711_s048_RSPagl.tif,26338481,893402.7105133649,1652040,1190100
p12,M711,RSPagl,M711_s049_RSPagl.tif,32441812,1690169.0920612733,1462460,1130740
p12,M711,RSPagl,M711_s050_RSPagl.tif,15040485,642693.3728276655,1080400,698800
p12,M711,RSPagl,M711_s051_RSPagl.tif,13724803,669005.3262556035,868000,535600
p12,M711,RSPagl,M711_s052_RSPagl.tif,10548974,571861.706164708,672000,470800
p12,M711,RSPagl,M711_s053_RSPagl.tif,10971470,393170.20762458857,739200,408800
p12,M711,RSPagl,M711_s054_RSPagl.tif,12319407,460221.1769625962,1361200,537200
p12,M711,RSPagl,M711_s055_RSPagl.tif,15758142,1001321.7881742038,931500,600560
p12,M711,RSPagl,M711_s056_RSPagl.tif,9604950,259409.29229049437,562800,348200
p12,M711,RSPagl,M711_s057_RSPagl.tif,12492297,333894.96846355154,588000,371200
p12,M711,RSPagl,M711_s058_RSPagl.tif,5414276,127667.01869007517,324000,192000
p12,M711,RSPagl,M711_s059_RSPagl.tif,18874094,771548.3996274787,5176380,866000
p12,M711,RSPagl,M711_s064_RSPagl.tif,17698530,660256.4116793007,2296040,521680
p12,M711,RSPagl,M711_s065_RSPagl.tif,23951903,566408.4810110115,4589001,841040
p12,M711,RSPagl,M711_s066_RSPagl.tif,7261100,153315.70791471412,3707739,436380
p12,M711,RSPagl,M711_s067_RSPagl.tif,7747257,167860.25038191248,1820000,330400
p12,M711,RSPagl,M711_s068_RSPagl.tif,39820194,727034.0491470766,3342640,674760
p12,M711,RSPagl,M711_s069_RSPagl.tif,23449770,621529.9857236223,3802596,416779
p12,M711,RSPd,M711_s030_RSPd.tif,47349321,923124.1081010954,2171600,1232800
p12,M711,RSPd,M711_s031_RSPd.tif,35522256,512628.07629598706,3038800,1574000
p12,M711,RSPd,M711_s032_RSPd.tif,55378140,856507.9208909231,3110800,1541200
p12,M711,RSPd,M711_s033_RSPd.tif,45165293,699146.441763762,2331600,1202800
p12,M711,RSPd,M711_s034_RSPd.tif,34256235,729651.9946155273,2855200,1526400
p12,M711,RSPd,M711_s035_RSPd.tif,32621206,573230.8765640919,2380000,1352800
p12,M711,RSPd,M711_s036_RSPd.tif,30187256,763272.8336821676,2959700,1556200
p12,M711,RSPd,M711_s037_RSPd.tif,68638542,1608223.8137036185,3253600,2022000
p12,M711,RSPd,M711_s038_RSPd.tif,44378451,1510795.667409453,3203200,1927600
p12,M711,RSPd,M711_s039_RSPd.tif,32662348,1420302.9896757226,2924940,1828620
p12,M711,RSPd,M711_s040_RSPd.tif,40793822,1940053.7272306138,2784000,1676000
p12,M711,RSPd,M711_s041_RSPd.tif,43469575,1586942.8972006114,2373140,1489840
p12,M711,RSPd,M711_s042_RSPd.tif,42115213,2285148.5737702595,2970400,1741700
p12,M711,RSPd,M711_s043_RSPd.tif,31095868,1358530.2261491627,1872000,1184800
p12,M711,RSPd,M711_s044_RSPd.tif,42072898,1310088.5563926366,1981320,1162940
p12,M711,RSPd,M711_s045_RSPd.tif,37264010,1621670.0275216878,2220720,1385800
p12,M711,RSPd,M711_s046_RSPd.tif,35234855,2069809.193042473,2419200,1386400
p12,M711,RSPd,M711_s047_RSPd.tif,53481130,1927294.0817439128,2482000,1493200
p12,M711,RSPd,M711_s048_RSPd.tif,45334798,1667321.6265199776,2277600,1392000
p12,M711,RSPd,M711_s049_RSPd.tif,45085111,2057361.3076772427,2300400,1371200
p12,M711,RSPd,M711_s050_RSPd.tif,35480424,1479176.0130118877,2576680,1409220
p12,M711,RSPd,M711_s051_RSPd.tif,33452455,1294234.2911598426,1920000,1055200
p12,M711,RSPd,M711_s052_RSPd.tif,31939750,1233735.8099576663,2268000,1336800
p12,M711,RSPd,M711_s053_RSPd.tif,35269202,737755.8236676155,2448000,1140400
p12,M711,RSPd,M711_s054_RSPd.tif,36681853,1155854.8771522385,3419600,1205200
p12,M711,RSPd,M711_s055_RSPd.tif,6832925,409240.8352619547,1954940,1039280
p12,M711,RSPd,M711_s056_RSPd.tif,24495505,767718.1209229936,4062550,1446320
p12,M711,RSPd,M711_s057_RSPd.tif,44727727,945630.5278058171,2684760,1333160
p12,M711,RSPd,M711_s058_RSPd.tif,33473346,903846.908150104,1958400,1082000
p12,M711,RSPd,M711_s059_RSPd.tif,23782499,491905.7084046411,7811760,1094720
p12,M711,RSPd,M711_s064_RSPd.tif,31947056,631864.5685022216,2443060,1004860
p12,M711,RSPd,M711_s065_RSPd.tif,34338861,1044847.4843873293,3530520,1230200
p12,M711,RSPd,M711_s066_RSPd.tif,9450798,266240.3444403732,2279139,721220
p12,M711,RSPd,M711_s067_RSPd.tif,8485516,237850.18363086716,1562400,410800
p12,M711,RSPd,M711_s068_RSPd.tif,35051830,920177.9091116539,3043458,680359
p12,M711,RSPd,M711_s069_RSPd.tif,27092158,1058900.2117822461,3311957,497460
p12,M711,RSPv,M711_s030_RSPv.tif,44202139,989524.0499400494,2100000,1400400
p12,M711,RSPv,M711_s031_RSPv.tif,26799925,399046.76703023893,2028000,1289600
p12,M711,RSPv,M711_s032_RSPv.tif,41363661,673765.1495495648,2044000,1320000
p12,M711,RSPv,M711_s033_RSPv.tif,28464678,459488.43697613536,1756800,1089600
p12,M711,RSPv,M711_s034_RSPv.tif,25162883,341147.0944799402,2280000,1213200
p12,M711,RSPv,M711_s035_RSPv.tif,22947628,312439.8955072733,1909600,1086400
p12,M711,RSPv,M711_s036_RSPv.tif,25480877,435086.75657763786,2560040,1408340
p12,M711,RSPv,M711_s037_RSPv.tif,43602334,618918.9439173035,2990400,1832400
p12,M711,RSPv,M711_s038_RSPv.tif,34728264,521753.9459521572,3110800,1722800
p12,M711,RSPv,M711_s039_RSPv.tif,33565693,695919.1747250654,3032020,1780640
p12,M711,RSPv,M711_s040_RSPv.tif,42364907,835887.0153829997,2847600,1700800
p12,M711,RSPv,M711_s041_RSPv.tif,50829005,902095.7581188611,3184740,1858420
p12,M711,RSPv,M711_s042_RSPv.tif,65738212,1371899.230827473,5080800,3056220
p12,M711,RSPv,M711_s043_RSPv.tif,52747696,932632.3514899528,3617600,2215600
p12,M711,RSPv,M711_s044_RSPv.tif,73690300,1715713.4175954019,4717240,3120800
p12,M711,RSPv,M711_s045_RSPv.tif,84870534,1902570.1597004018,5576040,3557460
p12,M711,RSPv,M711_s046_RSPv.tif,67081340,1607257.9981902442,4832000,3030000
p12,M711,RSPv,M711_s047_RSPv.tif,111315388,2626171.7498993943,5469600,3427200
p12,M711,RSPv,M711_s048_RSPv.tif,104414847,2478314.736247639,5306400,3285200
p12,M711,RSPv,M711_s049_RSPv.tif,99412669,2257766.759262469,5434959,3373359
p12,M711,RSPv,M711_s050_RSPv.tif,71237342,2550368.4820931237,5522300,3294800
p12,M711,RSPv,M711_s051_RSPv.tif,67243026,1723023.6785761595,4068000,2494000
p12,M711,RSPv,M711_s052_RSPv.tif,55819477,1153120.1690383262,4384400,2706000
p12,M711,RSPv,M711_s053_RSPv.tif,57078938,1257984.4853920431,4884000,2301200
p12,M711,RSPv,M711_s054_RSPv.tif,38508587,852788.178088975,5101200,2053600
p12,M711,RSPv,M711_s055_RSPv.tif,46256570,1391258.4178111316,2814539,2047440
p12,M711,RSPv,M711_s056_RSPv.tif,11884309,283311.9090574394,2321000,678440
p12,M711,RSPv,M711_s057_RSPv.tif,49182476,1181942.1682719137,4971220,2718380
p12,M711,RSPv,M711_s058_RSPv.tif,58700296,1386953.3801214495,3787420,2084920
p12,M711,RSPv,M711_s059_RSPv.tif,32487333,659206.7412892146,9731520,1975400
p12,M711,VISa,M711_s035_VISa.tif,770515,12838.311974062906,72000,32400
p12,M711,VISa,M711_s036_VISa.tif,127803,1740.403466791585,8000,5600
p12,M711,VISa,M711_s037_VISa.tif,13667860,572888.6178713073,656000,329200
p12,M711,VISa,M711_s038_VISa.tif,36322638,1365130.9564798048,3640800,1709200
p12,M711,VISa,M711_s039_VISa.tif,45025370,1616970.6587920103,4515420,2587640
p12,M711,VISa,M711_s040_VISa.tif,23707663,699286.8529492398,2895200,1413200
p12,M711,VISa,M711_s041_VISa.tif,8830456,216393.9901653833,1104000,514400
p12,M711,VISal,M711_s042_VISal.tif,89884,2132.385719425455,686700,6000
p12,M711,VISal,M711_s044_VISal.tif,17913487,479759.6344793642,2301820,968160
p12,M711,VISal,M711_s045_VISal.tif,34605648,753160.0382178508,4091020,2275220
p12,M711,VISal,M711_s046_VISal.tif,7643505,282962.1366439908,2788980,439600
p12,M711,VISal,M711_s047_VISal.tif,46415692,1573240.1291574447,5585800,2686020
p12,M711,VISal,M711_s048_VISal.tif,60556073,2021138.1807660242,5038000,2575780
p12,M711,VISal,M711_s049_VISal.tif,60024020,1632666.4146849734,6182060,2966760
p12,M711,VISal,M711_s050_VISal.tif,51947937,1333719.4521463998,4616460,2544460
p12,M711,VISal,M711_s051_VISal.tif,14689648,207392.44785832605,880000,368400
p12,M711,VISal,M711_s052_VISal.tif,44543183,958736.0342983973,2953020,1526240
p12,M711,VISam,M711_s039_VISam.tif,7146425,234525.21113757047,924000,396000
p12,M711,VISam,M711_s040_VISam.tif,36413208,1756207.315796281,3320000,1920000
p12,M711,VISam,M711_s041_VISam.tif,36747647,1606837.5742770946,2655980,1673500
p12,M711,VISam,M711_s042_VISam.tif,26398246,1024648.6287825422,1600000,1351560
p12,M711,VISam,M711_s043_VISam.tif,23141625,1801971.5599826328,1847600,1074698
p12,M711,VISam,M711_s044_VISam.tif,3816125,103684.0146691399,260000,136800
p12,M711,VISam,M711_s046_VISam.tif,8657090,407963.0898833152,523600,435600
p12,M711,VISl,M711_s050_VISl.tif,283972,6377.681675532594,89600,26000
p12,M711,VISl,M711_s051_VISl.tif,22979170,457685.225708629,1440000,872400
p12,M711,VISl,M711_s052_VISl.tif,28934936,564313.7284531767,2152800,1294800
p12,M711,VISl,M711_s053_VISl.tif,31016581,605219.7705053744,3128680,1418020
p12,M711,VISl,M711_s054_VISl.tif,29330059,760662.8025389088,3160300,1544620
p12,M711,VISl,M711_s055_VISl.tif,43671882,1141869.9304699178,3693900,1919340
p12,M711,VISl,M711_s056_VISl.tif,17253930,308986.711293926,3132800,920400
p12,M711,VISl,M711_s057_VISl.tif,39917726,770248.5518383341,3614100,1828240
p12,M711,VISl,M711_s058_VISl.tif,35058113,631192.7405207104,3435700,1872140
p12,M711,VISl,M711_s059_VISl.tif,20108029,991388.8303606656,1460300,840500
p12,M711,VISl,M711_s060_VISl.tif,32409747,1092866.9656355665,3234880,1312580
p12,M711,VISl,M711_s061_VISl.tif,20374672,671363.1359351367,2182320,1013520
p12,M711,VISl,M711_s062_VISl.tif,17786589,628129.0158766141,2461640,631500
p12,M711,VISl,M711_s063_VISl.tif,17146459,861672.1612293948,2095760,919940
p12,M711,VISl,M711_s064_VISl.tif,42326991,1270158.13622258,3644080,1640960
p12,M711,VISl,M711_s065_VISl.tif,23649481,434859.78953748103,1354761,700241
p12,M711,VISl,M711_s066_VISl.tif,11600253,189946.93714886435,979259,494259
p12,M711,VISl,M711_s067_VISl.tif,5243414,111331.01715439424,350060,176500
p12,M711,VISl,M711_s068_VISl.tif,8790900,297943.1385163838,218499,110119
p12,M711,VISl,M711_s069_VISl.tif,3273215,287224.31088503747,179520,104980
p12,M711,VISli,M711_s053_VISli.tif,20080977,671367.0643485952,2388960,1125880
p12,M711,VISli,M711_s054_VISli.tif,16638367,983946.5127192143,1888740,750100
p12,M711,VISli,M711_s055_VISli.tif,18891171,857758.181382455,2040920,816900
p12,M711,VISli,M711_s056_VISli.tif,14088382,633829.6421549139,2074660,793780
p12,M711,VISli,M711_s057_VISli.tif,21990257,1142340.841156291,2031320,851580
p12,M711,VISli,M711_s058_VISli.tif,15536459,470345.80737196835,1904220,818980
p12,M711,VISli,M711_s059_VISli.tif,7447561,306092.35389403586,891360,402380
p12,M711,VISli,M711_s060_VISli.tif,17230071,539096.9084024882,2274680,702400
p12,M711,VISli,M711_s061_VISli.tif,114483,1118.2375839209662,32000,6000
p12,M711,VISli,M711_s062_VISli.tif,744832,15847.569874582066,105820,37720
p12,M711,VISli,M711_s063_VISli.tif,154105,3906.7958796161283,933660,8000
p12,M711,VISli,M711_s064_VISli.tif,14580133,344985.8283323593,1109640,513420
p12,M711,VISli,M711_s065_VISli.tif,1392265,69354.36211186244,115200,58400
p12,M711,VISp,M711_s041_VISp.tif,6143259,117118.73437210773,606800,239600
p12,M711,VISp,M711_s042_VISp.tif,32359550,788726.5728816619,2591200,1561600
p12,M711,VISp,M711_s043_VISp.tif,33463063,1409041.260493848,3414400,2156400
p12,M711,VISp,M711_s044_VISp.tif,49312318,1056366.6032485878,2863060,1827620
p12,M711,VISp,M711_s045_VISp.tif,62845250,1427596.3046765195,5402520,3251560
p12,M711,VISp,M711_s046_VISp.tif,43822867,1083521.6929153851,3182400,2039200
p12,M711,VISp,M711_s047_VISp.tif,78971867,2168559.805610631,6342740,3625220
p12,M711,VISp,M711_s048_VISp.tif,91824618,3404625.0076496587,7804020,4128660
p12,M711,VISp,M711_s049_VISp.tif,80996731,2885307.6901341975,5744340,3517160
p12,M711,VISp,M711_s050_VISp.tif,86048813,3303316.73930889,5992480,4086500
p12,M711,VISp,M711_s051_VISp.tif,86767903,2825935.9404363134,4399920,3482940
p12,M711,VISp,M711_s052_VISp.tif,71755794,2398367.4006636697,6078000,3717040
p12,M711,VISp,M711_s053_VISp.tif,119892308,3221307.89057426,8181520,4716720
p12,M711,VISp,M711_s054_VISp.tif,119678518,2754012.0771222166,8047500,4517280
p12,M711,VISp,M711_s055_VISp.tif,117767919,3367003.2893400085,7668679,5351679
p12,M711,VISp,M711_s056_VISp.tif,50677463,886058.9088833991,5534880,2564260
p12,M711,VISp,M711_s057_VISp.tif,139747737,3033891.752566923,10250340,5888800
p12,M711,VISp,M711_s058_VISp.tif,93608362,3074141.9497395507,7108980,4657920
p12,M711,VISp,M711_s059_VISp.tif,79902290,1676493.5925935004,7366000,3295200
p12,M711,VISp,M711_s060_VISp.tif,30316704,771370.7884804982,3094080,820120
p12,M711,VISp,M711_s061_VISp.tif,61695488,1714935.9769187483,4879600,2779520
p12,M711,VISp,M711_s062_VISp.tif,97756150,3675493.911381738,9184560,3764300
p12,M711,VISp,M711_s063_VISp.tif,49965008,1737315.1618349392,5374040,2975820
p12,M711,VISp,M711_s064_VISp.tif,110869870,4233782.24662246,8620540,4353940
p12,M711,VISp,M711_s065_VISp.tif,125470395,3877251.1793756774,9609402,4586041
p12,M711,VISp,M711_s066_VISp.tif,71371067,1861054.6468889015,8801418,3256199
p12,M711,VISp,M711_s067_VISp.tif,46779450,801474.2201789347,3037380,1582120
p12,M711,VISp,M711_s068_VISp.tif,101024572,2466321.5947475317,3906837,1536739
p12,M711,VISp,M711_s069_VISp.tif,115844074,3309250.6024728725,7338114,2671958
p12,M711,VISpl,M711_s064_VISpl.tif,1467602,55051.340391472324,197540,92160
p12,M711,VISpl,M711_s065_VISpl.tif,16807070,389959.11205694824,1876520,711860
p12,M711,VISpl,M711_s066_VISpl.tif,19637686,258947.09747359785,3596000,951720
p12,M711,VISpl,M711_s067_VISpl.tif,23205251,294363.4578535495,1467180,790280
p12,M711,VISpl,M711_s068_VISpl.tif,58418347,904904.7166813671,1554898,863080
p12,M711,VISpl,M711_s069_VISpl.tif,49589208,2347444.1824194756,3530556,1444898
p12,M711,VISpm,M711_s042_VISpm.tif,18167965,401990.4637597164,1307200,898800
p12,M711,VISpm,M711_s043_VISpm.tif,6809987,712185.9454733311,1598400,320400
p12,M711,VISpm,M711_s044_VISpm.tif,36578868,1915418.8666218226,1474000,1181600
p12,M711,VISpm,M711_s045_VISpm.tif,35811882,1985757.4335305986,2924000,1753600
p12,M711,VISpm,M711_s046_VISpm.tif,31103971,1654424.1676078653,1811160,1453520
p12,M711,VISpm,M711_s047_VISpm.tif,38442594,1477828.0738182736,2575200,1664800
p12,M711,VISpm,M711_s048_VISpm.tif,20528533,770356.8688182721,2167200,977200
p12,M711,VISpm,M711_s049_VISpm.tif,23212242,866415.7059931494,2088000,892800
p12,M711,VISpm,M711_s050_VISpm.tif,24765203,1036131.1813029613,1612800,1268800
p12,M711,VISpm,M711_s051_VISpm.tif,20772032,578297.2282919179,1136000,888000
p12,M711,VISpm,M711_s052_VISpm.tif,22716,474.5140197182326,9600,2000
p12,M711,VISpm,M711_s053_VISpm.tif,10166845,348275.0781565818,1064120,450480
p12,M711,VISpm,M711_s054_VISpm.tif,10083512,344629.53381661064,940880,507580
p12,M711,VISpm,M711_s055_VISpm.tif,10195124,272289.0481156596,1632000,388400
p12,M711,VISpm,M711_s057_VISpm.tif,16290766,413601.5674868264,1204000,626000
p12,M711,VISpm,M711_s058_VISpm.tif,7569714,281714.24766888155,580800,316400
p12,M711,VISpm,M711_s059_VISpm.tif,10876039,455936.8001809274,1771200,711600
p12,M711,VISpm,M711_s064_VISpm.tif,319745,29264.201893883517,32000,14000
p12,M711,VISpor,M711_s056_VISpor.tif,21729029,877903.0401121668,2578300,1177720
p12,M711,VISpor,M711_s061_VISpor.tif,77521,1235.2382746385215,43200,4000
p12,M711,VISpor,M711_s062_VISpor.tif,881315,12106.984090998667,140000,49200
p12,M711,VISpor,M711_s064_VISpor.tif,78267393,2280339.90122617,6200040,4137980
p12,M711,VISpor,M711_s065_VISpor.tif,53219796,1688097.045557811,4048380,2205500
p12,M711,VISpor,M711_s066_VISpor.tif,59726005,1260482.6381837304,3311139,2149359
p12,M711,VISpor,M711_s067_VISpor.tif,43314550,807504.9752925239,2822400,1051600
p12,M711,VISpor,M711_s068_VISpor.tif,53464938,1852443.3184702087,2113440,821100
p12,M711,VISpor,M711_s069_VISpor.tif,18242560,870829.972239106,851179,409839
p12,M711,VISrl,M711_s040_VISrl.tif,10118145,222286.72884343375,4160000,667200
p12,M711,VISrl,M711_s041_VISrl.tif,20607384,365944.14112334285,2041360,1068460
p12,M711,VISrl,M711_s042_VISrl.tif,35469759,974618.1008045309,4002000,2083140
p12,M711,VISrl,M711_s043_VISrl.tif,24706675,601143.2543610464,3027780,1722040
p12,M711,VISrl,M711_s044_VISrl.tif,25027094,459907.1820470667,2290800,1108800
p12,M711,VISrl,M711_s045_VISrl.tif,20219393,533802.0055572876,2636420,1075280
p12,M711,VISrl,M711_s046_VISrl.tif,30327192,786543.1190227641,2970000,1512400
p12,M711,VISrl,M711_s048_VISrl.tif,2444045,95867.60150489605,532000,90400
p12,M711,VISrl,M711_s049_VISrl.tif,4287576,129024.45518860251,1300740,194100
p12,M758,RSPagl,M758_s025_RSPagl.tif,41082414,731776.7000029648,1458540,905220
p12,M758,RSPagl,M758_s027_RSPagl.tif,62237441,972008.5438198762,2033600,1230400
p12,M758,RSPagl,M758_s028_RSPagl.tif,32083562,605851.6087900602,1938000,1041200
p12,M758,RSPagl,M758_s029_RSPagl.tif,46374914,704906.4106470082,2040360,1316060
p12,M758,RSPagl,M758_s030_RSPagl.tif,36759838,668846.0347200248,1189800,949380
p12,M758,RSPagl,M758_s031_RSPagl.tif,33957567,681126.8877566532,1440000,922400
p12,M758,RSPagl,M758_s032_RSPagl.tif,27101688,506885.71174683544,1626800,1030000
p12,M758,RSPagl,M758_s033_RSPagl.tif,19544281,393238.19982976257,1579200,1061200
p12,M758,RSPagl,M758_s034_RSPagl.tif,23080690,683712.7318547758,1580000,944000
p12,M758,RSPagl,M758_s035_RSPagl.tif,42173417,801311.666314872,1411200,961600
p12,M758,RSPagl,M758_s036_RSPagl.tif,28680131,530939.835471537,1185600,845600
p12,M758,RSPagl,M758_s037_RSPagl.tif,9194003,220489.71141068506,1148000,837600
p12,M758,RSPagl,M758_s038_RSPagl.tif,21631325,704629.0331288722,1034960,696000
p12,M758,RSPagl,M758_s039_RSPagl.tif,11364010,292165.6071797946,1095920,773060
p12,M758,RSPagl,M758_s040_RSPagl.tif,9882084,226465.37966837655,1142400,838400
p12,M758,RSPagl,M758_s041_RSPagl.tif,11792059,211550.75970556634,994260,758140
p12,M758,RSPagl,M758_s042_RSPagl.tif,20271880,678876.0267519032,1821400,968460
p12,M758,RSPagl,M758_s043_RSPagl.tif,29804260,582675.5956336074,1360000,985600
p12,M758,RSPagl,M758_s044_RSPagl.tif,7859551,243311.24637699453,921600,621600
p12,M758,RSPagl,M758_s045_RSPagl.tif,13332323,275402.8177816594,868000,608400
p12,M758,RSPagl,M758_s046_RSPagl.tif,21898616,520457.65183454106,1076480,759940
p12,M758,RSPagl,M758_s047_RSPagl.tif,6679226,200207.723951052,1050420,666820
p12,M758,RSPagl,M758_s048_RSPagl.tif,14917385,398560.7855060021,1269600,740400
p12,M758,RSPagl,M758_s049_RSPagl.tif,10620808,339800.4008283742,1038400,544800
p12,M758,RSPagl,M758_s050_RSPagl.tif,16494970,412606.91942610324,1245620,812800
p12,M758,RSPagl,M758_s051_RSPagl.tif,9992677,307858.2427815392,1546980,664560
p12,M758,RSPagl,M758_s052_RSPagl.tif,48697993,1282222.9484217216,3210620,1141520
p12,M758,RSPagl,M758_s053_RSPagl.tif,7666722,265803.6869931869,1899460,713160
p12,M758,RSPagl,M758_s054_RSPagl.tif,14445002,506239.170533674,1738800,729600
p12,M758,RSPagl,M758_s055_RSPagl.tif,8027724,345512.4237858556,1770140,552840
p12,M758,RSPagl,M758_s056_RSPagl.tif,13255773,560418.8573613086,2160800,749200
p12,M758,RSPagl,M758_s057_RSPagl.tif,9496809,416726.12013756105,2461500,622440
p12,M758,RSPagl,M758_s058_RSPagl.tif,20422972,771253.5384297369,3969600,834900
p12,M758,RSPagl,M758_s059_RSPagl.tif,9080896,261184.86046190892,2341300,554640
p12,M758,RSPagl,M758_s060_RSPagl.tif,9308802,308408.864060769,2182400,702800
p12,M758,RSPagl,M758_s061_RSPagl.tif,8660199,248989.70215587912,2084440,620080
p12,M758,RSPagl,M758_s062_RSPagl.tif,11644983,238596.98240285736,2951060,681040
p12,M758,RSPagl,M758_s063_RSPagl.tif,10557028,259910.93283464308,2083641,822980
p12,M758,RSPagl,M758_s064_RSPagl.tif,11376559,307874.12547504285,2121600,588000
p12,M758,RSPagl,M758_s065_RSPagl.tif,11748490,348826.2784887808,2796280,669420
p12,M758,RSPagl,M758_s066_RSPagl.tif,9372823,316881.3041202592,2309060,706660
p12,M758,RSPagl,M758_s067_RSPagl.tif,17757728,554180.9937832888,3045000,1083940
p12,M758,RSPagl,M758_s068_RSPagl.tif,19692337,448477.15017781075,3063060,1182580
p12,M758,RSPagl,M758_s069_RSPagl.tif,13809388,419712.18119710847,3827880,917840
p12,M758,RSPagl,M758_s070_RSPagl.tif,11353754,299049.4556778326,3681280,784380
p12,M758,RSPagl,M758_s071_RSPagl.tif,17246115,430758.5110859643,4960260,982000
p12,M758,RSPagl,M758_s072_RSPagl.tif,23604078,954343.4421434462,5424400,842000
p12,M758,RSPagl,M758_s073_RSPagl.tif,24407577,1138362.9114186063,8333960,1063400
p12,M758,RSPagl,M758_s074_RSPagl.tif,36546121,1022763.7040732034,5794160,1111600
p12,M758,RSPagl,M758_s075_RSPagl.tif,25302380,670285.4406537424,3720000,915600
p12,M758,RSPagl,M758_s076_RSPagl.tif,36864801,1326261.269134183,4892400,789200
p12,M758,RSPagl,M758_s077_RSPagl.tif,15159838,344824.9387640013,1128800,326800
p12,M758,RSPagl,M758_s078_RSPagl.tif,55886351,1208021.2370637855,3171980,1061740
p12,M758,RSPagl,M758_s079_RSPagl.tif,44040795,1262275.3042700335,3528000,721200
p12,M758,RSPd,M758_s025_RSPd.tif,61010478,1072836.1516424424,3236400,1454800
p12,M758,RSPd,M758_s026_RSPd.tif,33587023,700217.5570251228,3126480,1438120
p12,M758,RSPd,M758_s027_RSPd.tif,86206678,1726998.7309571577,2958560,1542140
p12,M758,RSPd,M758_s028_RSPd.tif,52058192,1158282.1906692958,2857680,1602200
p12,M758,RSPd,M758_s029_RSPd.tif,57818911,1078419.3018239723,3079620,1561540
p12,M758,RSPd,M758_s030_RSPd.tif,75927227,1336781.4385440939,2958560,1836740
p12,M758,RSPd,M758_s031_RSPd.tif,69620547,1198364.4736508525,2785600,1626680
p12,M758,RSPd,M758_s032_RSPd.tif,52409198,1082864.3300376243,3155660,1838720
p12,M758,RSPd,M758_s033_RSPd.tif,38471832,887849.9355886953,3160080,1876100
p12,M758,RSPd,M758_s034_RSPd.tif,50409921,1581604.7050195052,3047220,1814600
