age,identifier,region,image_filename,raw_intensity_sum,total_image_pixels,tissue_area_pixels
p12,M705,VISp,M705_s073_VISp.tif,60805934,9475680,4190120
p12,M705,VISp,M705_s074_VISp.tif,74428402,9846720,4288720
p12,M705,VISp,M705_s075_VISp.tif,69970127,10933200,4714760
p12,M705,VISp,M705_s076_VISp.tif,115249519,9719120,5476780
p12,M705,VISp,M705_s077_VISp.tif,82802223,14471280,5581560
p12,M705,VISp,M705_s078_VISp.tif,66929065,12206560,4890820
p12,M705,VISp,M705_s079_VISp.tif,66488652,13751980,5774160
p12,M705,VISpm,M705_s052_VISpm.tif,2619825,162400,66000
p12,M705,VISpm,M705_s053_VISpm.tif,6719154,952000,404400
p12,M705,VISpm,M705_s054_VISpm.tif,14885068,1211040,693260
p12,M705,VISpm,M705_s055_VISpm.tif,19394630,1401600,949600
p12,M705,VISpm,M705_s056_VISpm.tif,35773446,2714400,1446000
p12,M705,VISpm,M705_s058_VISpm.tif,7779776,1094400,572000
p12,M705,VISpm,M705_s059_VISpm.tif,11927992,1632000,706800
p12,M705,VISpm,M705_s060_VISpm.tif,11797949,2353360,711140
p12,M705,VISpm,M705_s061_VISpm.tif,7159050,1092000,586000
p12,M705,VISpm,M705_s062_VISpm.tif,28532792,1969440,1347740
p12,M705,VISpm,M705_s063_VISpm.tif,13357349,2064000,1249600
p12,M705,VISpm,M705_s064_VISpm.tif,18016139,1462800,947200
p12,M705,VISpm,M705_s065_VISpm.tif,8795655,1008000,721600
p12,M705,VISpm,M705_s066_VISpm.tif,13617149,1460000,945200
p12,M705,VISpm,M705_s067_VISpm.tif,15570578,1410000,878000
p12,M705,VISpm,M705_s068_VISpm.tif,18795181,1610020,874140
p12,M705,VISpm,M705_s069_VISpm.tif,8945710,1345600,680100
p12,M705,VISpm,M705_s070_VISpm.tif,6479116,1275280,593860
p12,M705,VISpm,M705_s071_VISpm.tif,6225256,1024800,488400
p12,M705,VISpm,M705_s072_VISpm.tif,10955789,905200,380000
p12,M705,VISpm,M705_s073_VISpm.tif,5226117,768000,388000
p12,M705,VISpm,M705_s074_VISpm.tif,8376141,838800,422240
p12,M705,VISpm,M705_s075_VISpm.tif,3907692,626400,318800
p12,M705,VISpm,M705_s076_VISpm.tif,6415646,669600,385200
p12,M705,VISpm,M705_s077_VISpm.tif,11128,1600,800
p12,M705,VISpor,M705_s072_VISpor.tif,304144,76800,26000
p12,M705,VISpor,M705_s073_VISpor.tif,893703,388800,69200
p12,M705,VISpor,M705_s074_VISpor.tif,4889740,810160,297160
p12,M705,VISpor,M705_s075_VISpor.tif,11142014,1768500,667600
p12,M705,VISpor,M705_s077_VISpor.tif,20372579,2935800,1257420
p12,M705,VISpor,M705_s078_VISpor.tif,14385180,2469940,1055460
p12,M705,VISpor,M705_s079_VISpor.tif,23205721,2484720,1650560
p12,M705,VISrl,M705_s041_VISrl.tif,7244162,489600,120800
p12,M705,VISrl,M705_s042_VISrl.tif,25160476,1664400,486000
p12,M705,VISrl,M705_s043_VISrl.tif,11165433,2028000,718800
p12,M705,VISrl,M705_s044_VISrl.tif,7421968,1627020,267200
p12,M705,VISrl,M705_s045_VISrl.tif,3255673,1152000,140000
p12,M705,VISrl,M705_s046_VISrl.tif,5294677,1560000,310000
p12,M705,VISrl,M705_s047_VISrl.tif,11955218,2057160,637920
p12,M705,VISrl,M705_s048_VISrl.tif,19307641,2097600,574400
p12,M705,VISrl,M705_s049_VISrl.tif,46059378,3524040,1804860
p12,M705,VISrl,M705_s050_VISrl.tif,41116014,3795120,2082600
p12,M705,VISrl,M705_s051_VISrl.tif,42935641,2576000,1243200
p12,M705,VISrl,M705_s052_VISrl.tif,29377423,2832060,1174840
p12,M705,VISrl,M705_s053_VISrl.tif,22632151,3032020,1355580
p12,M705,VISrl,M705_s054_VISrl.tif,31571076,3199200,1554400
p12,M705,VISrl,M705_s055_VISrl.tif,49929454,3836100,2047680
p12,M705,VISrl,M705_s056_VISrl.tif,41713581,3607720,1857020
p12,M705,VISrl,M705_s058_VISrl.tif,16059473,2277600,1144800
p12,M705,VISrl,M705_s059_VISrl.tif,22474173,1876000,921600
p12,M705,VISrl,M705_s060_VISrl.tif,13245179,2052420,936680
p12,M705,VISrl,M705_s061_VISrl.tif,11309643,1952000,817600
p12,M711,RSPagl,M711_s030_RSPagl.tif,26016075,842400,712400
p12,M711,RSPagl,M711_s031_RSPagl.tif,19011326,1118000,945200
p12,M711,RSPagl,M711_s032_RSPagl.tif,28046993,1302400,987600
p12,M711,RSPagl,M711_s033_RSPagl.tif,34506671,1306400,997600
p12,M711,RSPagl,M711_s034_RSPagl.tif,17680119,1447600,882800
p12,M711,RSPagl,M711_s035_RSPagl.tif,16677778,1036800,824400
p12,M711,RSPagl,M711_s036_RSPagl.tif,18575146,1444800,1015600
p12,M711,RSPagl,M711_s037_RSPagl.tif,26586812,1344000,952000
p12,M711,RSPagl,M711_s038_RSPagl.tif,16855397,1322400,1023600
p12,M711,RSPagl,M711_s039_RSPagl.tif,13863007,1191700,892060
p12,M711,RSPagl,M711_s040_RSPagl.tif,15855830,1478400,896000
p12,M711,RSPagl,M711_s041_RSPagl.tif,19638324,1216000,909600
p12,M711,RSPagl,M711_s042_RSPagl.tif,16138442,1200800,890800
p12,M711,RSPagl,M711_s043_RSPagl.tif,15484186,1088000,729600
p12,M711,RSPagl,M711_s044_RSPagl.tif,16884101,756000,557600
p12,M711,RSPagl,M711_s045_RSPagl.tif,15066726,1022400,672000
p12,M711,RSPagl,M711_s046_RSPagl.tif,15243896,980000,694400
p12,M711,RSPagl,M711_s047_RSPagl.tif,16395049,1006560,750600
p12,M711,RSPagl,M711_s048_RSPagl.tif,26338481,1652040,1190100
p12,M711,RSPagl,M711_s049_RSPagl.tif,32441812,1462460,1130740
p12,M711,RSPagl,M711_s050_RSPagl.tif,15040485,1080400,698800
p12,M711,RSPagl,M711_s051_RSPagl.tif,13724803,868000,535600
p12,M711,RSPagl,M711_s052_RSPagl.tif,10548974,672000,470800
p12,M711,RSPagl,M711_s053_RSPagl.tif,10971470,739200,408800
p12,M711,RSPagl,M711_s054_RSPagl.tif,12319407,1361200,537200
p12,M711,RSPagl,M711_s055_RSPagl.tif,15758142,931500,600560
p12,M711,RSPagl,M711_s056_RSPagl.tif,9604950,562800,348200
p12,M711,RSPagl,M711_s057_RSPagl.tif,12492297,588000,371200
p12,M711,RSPagl,M711_s058_RSPagl.tif,5414276,324000,192000
p12,M711,RSPagl,M711_s059_RSPagl.tif,18874094,5176380,866000
p12,M711,RSPagl,M711_s064_RSPagl.tif,17698530,2296040,521680
p12,M711,RSPagl,M711_s065_RSPagl.tif,23951903,4589001,841040
p12,M711,RSPagl,M711_s066_RSPagl.tif,7261100,3707739,436380
p12,M711,RSPagl,M711_s067_RSPagl.tif,7747257,1820000,330400
p12,M711,RSPagl,M711_s068_RSPagl.tif,39820194,3342640,674760
p12,M711,RSPagl,M711_s069_RSPagl.tif,23449770,3802596,416779
p12,M711,RSPd,M711_s030_RSPd.tif,47349321,2171600,1232800
p12,M711,RSPd,M711_s031_RSPd.tif,35522256,3038800,1574000
p12,M711,RSPd,M711_s032_RSPd.tif,55378140,3110800,1541200
p12,M711,RSPd,M711_s033_RSPd.tif,45165293,2331600,1202800
p12,M711,RSPd,M711_s034_RSPd.tif,34256235,2855200,1526400
p12,M711,RSPd,M711_s035_RSPd.tif,32621206,2380000,1352800
p12,M711,RSPd,M711_s036_RSPd.tif,30187256,2959700,1556200
p12,M711,RSPd,M711_s037_RSPd.tif,68638542,3253600,2022000
p12,M711,RSPd,M711_s038_RSPd.tif,44378451,3203200,1927600
p12,M711,RSPd,M711_s039_RSPd.tif,32662348,2924940,1828620
p12,M711,RSPd,M711_s040_RSPd.tif,40793822,2784000,1676000
p12,M711,RSPd,M711_s041_RSPd.tif,43469575,2373140,1489840
p12,M711,RSPd,M711_s042_RSPd.tif,42115213,2970400,1741700
p12,M711,RSPd,M711_s043_RSPd.tif,31095868,1872000,1184800
p12,M711,RSPd,M711_s044_RSPd.tif,42072898,1981320,1162940
p12,M711,RSPd,M711_s045_RSPd.tif,37264010,2220720,1385800
p12,M711,RSPd,M711_s046_RSPd.tif,35234855,2419200,1386400
p12,M711,RSPd,M711_s047_RSPd.tif,53481130,2482000,1493200
p12,M711,RSPd,M711_s048_RSPd.tif,45334798,2277600,1392000
p12,M711,RSPd,M711_s049_RSPd.tif,45085111,2300400,1371200
p12,M711,RSPd,M711_s050_RSPd.tif,35480424,2576680,1409220
p12,M711,RSPd,M711_s051_RSPd.tif,33452455,1920000,1055200
p12,M711,RSPd,M711_s052_RSPd.tif,31939750,2268000,1336800
p12,M711,RSPd,M711_s053_RSPd.tif,35269202,2448000,1140400
p12,M711,RSPd,M711_s054_RSPd.tif,36681853,3419600,1205200
p12,M711,RSPd,M711_s055_RSPd.tif,6832925,1954940,1039280
p12,M711,RSPd,M711_s056_RSPd.tif,24495505,4062550,1446320
p12,M711,RSPd,M711_s057_RSPd.tif,44727727,2684760,1333160
p12,M711,RSPd,M711_s058_RSPd.tif,33473346,1958400,1082000
p12,M711,RSPd,M711_s059_RSPd.tif,23782499,7811760,1094720
p12,M711,RSPd,M711_s064_RSPd.tif,31947056,2443060,1004860
p12,M711,RSPd,M711_s065_RSPd.tif,34338861,3530520,1230200
p12,M711,RSPd,M711_s066_RSPd.tif,9450798,2279139,721220
p12,M711,RSPd,M711_s067_RSPd.tif,8485516,1562400,410800
p12,M711,RSPd,M711_s068_RSPd.tif,35051830,3043458,680359
p12,M711,RSPd,M711_s069_RSPd.tif,27092158,3311957,497460
p12,M711,RSPv,M711_s030_RSPv.tif,44202139,2100000,1400400
p12,M711,RSPv,M711_s031_RSPv.tif,26799925,2028000,1289600
p12,M711,RSPv,M711_s032_RSPv.tif,41363661,2044000,1320000
p12,M711,RSPv,M711_s033_RSPv.tif,28464678,1756800,1089600
p12,M711,RSPv,M711_s034_RSPv.tif,25162883,2280000,1213200
p12,M711,RSPv,M711_s035_RSPv.tif,22947628,1909600,1086400
p12,M711,RSPv,M711_s036_RSPv.tif,25480877,2560040,1408340
p12,M711,RSPv,M711_s037_RSPv.tif,43602334,2990400,1832400
p12,M711,RSPv,M711_s038_RSPv.tif,34728264,3110800,1722800
p12,M711,RSPv,M711_s039_RSPv.tif,33565693,3032020,1780640
p12,M711,RSPv,M711_s040_RSPv.tif,42364907,2847600,1700800
p12,M711,RSPv,M711_s041_RSPv.tif,50829005,3184740,1858420
p12,M711,RSPv,M711_s042_RSPv.tif,65738212,5080800,3056220
p12,M711,RSPv,M711_s043_RSPv.tif,52747696,3617600,2215600
p12,M711,RSPv,M711_s044_RSPv.tif,73690300,4717240,3120800
p12,M711,RSPv,M711_s045_RSPv.tif,84870534,5576040,3557460
p12,M711,RSPv,M711_s046_RSPv.tif,67081340,4832000,3030000
p12,M711,RSPv,M711_s047_RSPv.tif,111315388,5469600,3427200
p12,M711,RSPv,M711_s048_RSPv.tif,104414847,5306400,3285200
p12,M711,RSPv,M711_s049_RSPv.tif,99412669,5434959,3373359
p12,M711,RSPv,M711_s050_RSPv.tif,71237342,5522300,3294800
p12,M711,RSPv,M711_s051_RSPv.tif,67243026,4068000,2494000
p12,M711,RSPv,M711_s052_RSPv.tif,55819477,4384400,2706000
p12,M711,RSPv,M711_s053_RSPv.tif,57078938,4884000,2301200
p12,M711,RSPv,M711_s054_RSPv.tif,38508587,5101200,2053600
p12,M711,RSPv,M711_s055_RSPv.tif,46256570,2814539,2047440
p12,M711,RSPv,M711_s056_RSPv.tif,11884309,2321000,678440
p12,M711,RSPv,M711_s057_RSPv.tif,49182476,4971220,2718380
p12,M711,RSPv,M711_s058_RSPv.tif,58700296,3787420,2084920
p12,M711,RSPv,M711_s059_RSPv.tif,32487333,9731520,1975400
p12,M711,VISa,M711_s035_VISa.tif,770515,72000,32400
p12,M711,VISa,M711_s036_VISa.tif,127803,8000,5600
p12,M711,VISa,M711_s037_VISa.tif,13667860,656000,329200
p12,M711,VISa,M711_s038_VISa.tif,36322638,3640800,1709200
p12,M711,VISa,M711_s039_VISa.tif,45025370,4515420,2587640
p12,M711,VISa,M711_s040_VISa.tif,23707663,2895200,1413200
p12,M711,VISa,M711_s041_VISa.tif,8830456,1104000,514400
p12,M711,VISal,M711_s042_VISal.tif,89884,686700,6000
p12,M711,VISal,M711_s044_VISal.tif,17913487,2301820,968160
p12,M711,VISal,M711_s045_VISal.tif,34605648,4091020,2275220
p12,M711,VISal,M711_s046_VISal.tif,7643505,2788980,439600
p12,M711,VISal,M711_s047_VISal.tif,46415692,5585800,2686020
p12,M711,VISal,M711_s048_VISal.tif,60556073,5038000,2575780
p12,M711,VISal,M711_s049_VISal.tif,60024020,6182060,2966760
p12,M711,VISal,M711_s050_VISal.tif,51947937,4616460,2544460
p12,M711,VISal,M711_s051_VISal.tif,14689648,880000,368400
p12,M711,VISal,M711_s052_VISal.tif,44543183,2953020,1526240
p12,M711,VISam,M711_s039_VISam.tif,7146425,924000,396000
p12,M711,VISam,M711_s040_VISam.tif,36413208,3320000,1920000
p12,M711,VISam,M711_s041_VISam.tif,36747647,2655980,1673500
p12,M711,VISam,M711_s042_VISam.tif,26398246,1600000,1351560
p12,M711,VISam,M711_s043_VISam.tif,23141625,1847600,1074698
p12,M711,VISam,M711_s044_VISam.tif,3816125,260000,136800
p12,M711,VISam,M711_s046_VISam.tif,8657090,523600,435600
p12,M711,VISl,M711_s050_VISl.tif,283972,89600,26000
p12,M711,VISl,M711_s051_VISl.tif,22979170,1440000,872400
p12,M711,VISl,M711_s052_VISl.tif,28934936,2152800,1294800
p12,M711,VISl,M711_s053_VISl.tif,31016581,3128680,1418020
p12,M711,VISl,M711_s054_VISl.tif,29330059,3160300,1544620
p12,M711,VISl,M711_s055_VISl.tif,43671882,3693900,1919340
p12,M711,VISl,M711_s056_VISl.tif,17253930,3132800,920400
p12,M711,VISl,M711_s057_VISl.tif,39917726,3614100,1828240
p12,M711,VISl,M711_s058_VISl.tif,35058113,3435700,1872140
p12,M711,VISl,M711_s059_VISl.tif,20108029,1460300,840500
p12,M711,VISl,M711_s060_VISl.tif,32409747,3234880,1312580
p12,M711,VISl,M711_s061_VISl.tif,20374672,2182320,1013520
p12,M711,VISl,M711_s062_VISl.tif,17786589,2461640,631500
p12,M711,VISl,M711_s063_VISl.tif,17146459,2095760,919940
p12,M711,VISl,M711_s064_VISl.tif,42326991,3644080,1640960
p12,M711,VISl,M711_s065_VISl.tif,23649481,1354761,700241
p12,M711,VISl,M711_s066_VISl.tif,11600253,979259,494259
p12,M711,VISl,M711_s067_VISl.tif,5243414,350060,176500
p12,M711,VISl,M711_s068_VISl.tif,8790900,218499,110119
p12,M711,VISl,M711_s069_VISl.tif,3273215,179520,104980
p12,M711,VISli,M711_s053_VISli.tif,20080977,2388960,1125880
p12,M711,VISli,M711_s054_VISli.tif,16638367,1888740,750100
p12,M711,VISli,M711_s055_VISli.tif,18891171,2040920,816900
p12,M711,VISli,M711_s056_VISli.tif,14088382,2074660,793780
p12,M711,VISli,M711_s057_VISli.tif,21990257,2031320,851580
p12,M711,VISli,M711_s058_VISli.tif,15536459,1904220,818980
p12,M711,VISli,M711_s059_VISli.tif,7447561,891360,402380
p12,M711,VISli,M711_s060_VISli.tif,17230071,2274680,702400
p12,M711,VISli,M711_s061_VISli.tif,114483,32000,6000
p12,M711,VISli,M711_s062_VISli.tif,744832,105820,37720
p12,M711,VISli,M711_s063_VISli.tif,154105,933660,8000
p12,M711,VISli,M711_s064_VISli.tif,14580133,1109640,513420
p12,M711,VISli,M711_s065_VISli.tif,1392265,115200,58400
p12,M711,VISp,M711_s041_VISp.tif,6143259,606800,239600
p12,M711,VISp,M711_s042_VISp.tif,32359550,2591200,1561600
p12,M711,VISp,M711_s043_VISp.tif,33463063,3414400,2156400
p12,M711,VISp,M711_s044_VISp.tif,49312318,2863060,1827620
p12,M711,VISp,M711_s045_VISp.tif,62845250,5402520,3251560
p12,M711,VISp,M711_s046_VISp.tif,43822867,3182400,2039200
p12,M711,VISp,M711_s047_VISp.tif,78971867,6342740,3625220
p12,M711,VISp,M711_s048_VISp.tif,91824618,7804020,4128660
p12,M711,VISp,M711_s049_VISp.tif,80996731,5744340,3517160
p12,M711,VISp,M711_s050_VISp.tif,86048813,5992480,4086500
p12,M711,VISp,M711_s051_VISp.tif,86767903,4399920,3482940
p12,M711,VISp,M711_s052_VISp.tif,71755794,6078000,3717040
p12,M711,VISp,M711_s053_VISp.tif,119892308,8181520,4716720
p12,M711,VISp,M711_s054_VISp.tif,119678518,8047500,4517280
p12,M711,VISp,M711_s055_VISp.tif,117767919,7668679,5351679
p12,M711,VISp,M711_s056_VISp.tif,50677463,5534880,2564260
p12,M711,VISp,M711_s057_VISp.tif,139747737,10250340,5888800
p12,M711,VISp,M711_s058_VISp.tif,93608362,7108980,4657920
p12,M711,VISp,M711_s059_VISp.tif,79902290,7366000,3295200
p12,M711,VISp,M711_s060_VISp.tif,30316704,3094080,820120
p12,M711,VISp,M711_s061_VISp.tif,61695488,4879600,2779520
p12,M711,VISp,M711_s062_VISp.tif,97756150,9184560,3764300
p12,M711,VISp,M711_s063_VISp.tif,49965008,5374040,2975820
p12,M711,VISp,M711_s064_VISp.tif,110869870,8620540,4353940
p12,M711,VISp,M711_s065_VISp.tif,125470395,9609402,4586041
p12,M711,VISp,M711_s066_VISp.tif,71371067,8801418,3256199
p12,M711,VISp,M711_s067_VISp.tif,46779450,3037380,1582120
p12,M711,VISp,M711_s068_VISp.tif,101024572,3906837,1536739
p12,M711,VISp,M711_s069_VISp.tif,115844074,7338114,2671958
p12,M711,VISpl,M711_s064_VISpl.tif,1467602,197540,92160
p12,M711,VISpl,M711_s065_VISpl.tif,16807070,1876520,711860
p12,M711,VISpl,M711_s066_VISpl.tif,19637686,3596000,951720
p12,M711,VISpl,M711_s067_VISpl.tif,23205251,1467180,790280
p12,M711,VISpl,M711_s068_VISpl.tif,58418347,1554898,863080
p12,M711,VISpl,M711_s069_VISpl.tif,49589208,3530556,1444898
p12,M711,VISpm,M711_s042_VISpm.tif,18167965,1307200,898800
p12,M711,VISpm,M711_s043_VISpm.tif,6809987,1598400,320400
p12,M711,VISpm,M711_s044_VISpm.tif,36578868,1474000,1181600
p12,M711,VISpm,M711_s045_VISpm.tif,35811882,2924000,1753600
p12,M711,VISpm,M711_s046_VISpm.tif,31103971,1811160,1453520
p12,M711,VISpm,M711_s047_VISpm.tif,38442594,2575200,1664800
p12,M711,VISpm,M711_s048_VISpm.tif,20528533,2167200,977200
p12,M711,VISpm,M711_s049_VISpm.tif,23212242,2088000,892800
p12,M711,VISpm,M711_s050_VISpm.tif,24765203,1612800,1268800
p12,M711,VISpm,M711_s051_VISpm.tif,20772032,1136000,888000
p12,M711,VISpm,M711_s052_VISpm.tif,22716,9600,2000
p12,M711,VISpm,M711_s053_VISpm.tif,10166845,1064120,450480
p12,M711,VISpm,M711_s054_VISpm.tif,10083512,940880,507580
p12,M711,VISpm,M711_s055_VISpm.tif,10195124,1632000,388400
p12,M711,VISpm,M711_s057_VISpm.tif,16290766,1204000,626000
p12,M711,VISpm,M711_s058_VISpm.tif,7569714,580800,316400
p12,M711,VISpm,M711_s059_VISpm.tif,10876039,1771200,711600
p12,M711,VISpm,M711_s064_VISpm.tif,319745,32000,14000
p12,M711,VISpor,M711_s056_VISpor.tif,21729029,2578300,1177720
p12,M711,VISpor,M711_s061_VISpor.tif,77521,43200,4000
p12,M711,VISpor,M711_s062_VISpor.tif,881315,140000,49200
p12,M711,VISpor,M711_s064_VISpor.tif,78267393,6200040,4137980
p12,M711,VISpor,M711_s065_VISpor.tif,53219796,4048380,2205500
p12,M711,VISpor,M711_s066_VISpor.tif,59726005,3311139,2149359
p12,M711,VISpor,M711_s067_VISpor.tif,43314550,2822400,1051600
p12,M711,VISpor,M711_s068_VISpor.tif,53464938,2113440,821100
p12,M711,VISpor,M711_s069_VISpor.tif,18242560,851179,409839
p12,M711,VISrl,M711_s040_VISrl.tif,10118145,4160000,667200
p12,M711,VISrl,M711_s041_VISrl.tif,20607384,2041360,1068460
p12,M711,VISrl,M711_s042_VISrl.tif,35469759,4002000,2083140
p12,M711,VISrl,M711_s043_VISrl.tif,24706675,3027780,1722040
p12,M711,VISrl,M711_s044_VISrl.tif,25027094,2290800,1108800
p12,M711,VISrl,M711_s045_VISrl.tif,20219393,2636420,1075280
p12,M711,VISrl,M711_s046_VISrl.tif,30327192,2970000,1512400
p12,M711,VISrl,M711_s048_VISrl.tif,2444045,532000,90400
p12,M711,VISrl,M711_s049_VISrl.tif,4287576,1300740,194100
p12,M758,RSPagl,M758_s025_RSPagl.tif,41082414,1458540,905220
p12,M758,RSPagl,M758_s027_RSPagl.tif,62237441,2033600,1230400
p12,M758,RSPagl,M758_s028_RSPagl.tif,32083562,1938000,1041200
p12,M758,RSPagl,M758_s029_RSPagl.tif,46374914,2040360,1316060
p12,M758,RSPagl,M758_s030_RSPagl.tif,36759838,1189800,949380
p12,M758,RSPagl,M758_s031_RSPagl.tif,33957567,1440000,922400
p12,M758,RSPagl,M758_s032_RSPagl.tif,27101688,1626800,1030000
p12,M758,RSPagl,M758_s033_RSPagl.tif,19544281,1579200,1061200
p12,M758,RSPagl,M758_s034_RSPagl.tif,23080690,1580000,944000
p12,M758,RSPagl,M758_s035_RSPagl.tif,42173417,1411200,961600
p12,M758,RSPagl,M758_s036_RSPagl.tif,28680131,1185600,845600
p12,M758,RSPagl,M758_s037_RSPagl.tif,9194003,1148000,837600
p12,M758,RSPagl,M758_s038_RSPagl.tif,21631325,1034960,696000
p12,M758,RSPagl,M758_s039_RSPagl.tif,11364010,1095920,773060
p12,M758,RSPagl,M758_s040_RSPagl.tif,9882084,1142400,838400
p12,M758,RSPagl,M758_s041_RSPagl.tif,11792059,994260,758140
p12,M758,RSPagl,M758_s042_RSPagl.tif,20271880,1821400,968460
p12,M758,RSPagl,M758_s043_RSPagl.tif,29804260,1360000,985600
p12,M758,RSPagl,M758_s044_RSPagl.tif,7859551,921600,621600
p12,M758,RSPagl,M758_s045_RSPagl.tif,13332323,868000,608400
p12,M758,RSPagl,M758_s046_RSPagl.tif,21898616,1076480,759940
p12,M758,RSPagl,M758_s047_RSPagl.tif,6679226,1050420,666820
p12,M758,RSPagl,M758_s048_RSPagl.tif,14917385,1269600,740400
p12,M758,RSPagl,M758_s049_RSPagl.tif,10620808,1038400,544800
p12,M758,RSPagl,M758_s050_RSPagl.tif,16494970,1245620,812800
p12,M758,RSPagl,M758_s051_RSPagl.tif,9992677,1546980,664560
p12,M758,RSPagl,M758_s052_RSPagl.tif,48697993,3210620,1141520
p12,M758,RSPagl,M758_s053_RSPagl.tif,7666722,1899460,713160
p12,M758,RSPagl,M758_s054_RSPagl.tif,14445002,1738800,729600
p12,M758,RSPagl,M758_s055_RSPagl.tif,8027724,1770140,552840
p12,M758,RSPagl,M758_s056_RSPagl.tif,13255773,2160800,749200
p12,M758,RSPagl,M758_s057_RSPagl.tif,9496809,2461500,622440
p12,M758,RSPagl,M758_s058_RSPagl.tif,20422972,3969600,834900
p12,M758,RSPagl,M758_s059_RSPagl.tif,9080896,2341300,554640
p12,M758,RSPagl,M758_s060_RSPagl.tif,9308802,2182400,702800
p12,M758,RSPagl,M758_s061_RSPagl.tif,8660199,2084440,620080
p12,M758,RSPagl,M758_s062_RSPagl.tif,11644983,2951060,681040
p12,M758,RSPagl,M758_s063_RSPagl.tif,10557028,2083641,822980
p12,M758,RSPagl,M758_s064_RSPagl.tif,11376559,2121600,588000
p12,M758,RSPagl,M758_s065_RSPagl.tif,11748490,2796280,669420
p12,M758,RSPagl,M758_s066_RSPagl.tif,9372823,2309060,706660
p12,M758,RSPagl,M758_s067_RSPagl.tif,17757728,3045000,1083940
p12,M758,RSPagl,M758_s068_RSPagl.tif,19692337,3063060,1182580
p12,M758,RSPagl,M758_s069_RSPagl.tif,13809388,3827880,917840
p12,M758,RSPagl,M758_s070_RSPagl.tif,11353754,3681280,784380
p12,M758,RSPagl,M758_s071_RSPagl.tif,17246115,4960260,982000
p12,M758,RSPagl,M758_s072_RSPagl.tif,23604078,5424400,842000
p12,M758,RSPagl,M758_s073_RSPagl.tif,24407577,8333960,1063400
p12,M758,RSPagl,M758_s074_RSPagl.tif,36546121,5794160,1111600
p12,M758,RSPagl,M758_s075_RSPagl.tif,25302380,3720000,915600
p12,M758,RSPagl,M758_s076_RSPagl.tif,36864801,4892400,789200
p12,M758,RSPagl,M758_s077_RSPagl.tif,15159838,1128800,326800
p12,M758,RSPagl,M758_s078_RSPagl.tif,55886351,3171980,1061740
p12,M758,RSPagl,M758_s079_RSPagl.tif,44040795,3528000,721200
p12,M758,RSPd,M758_s025_RSPd.tif,61010478,3236400,1454800
p12,M758,RSPd,M758_s026_RSPd.tif,33587023,3126480,1438120
p12,M758,RSPd,M758_s027_RSPd.tif,86206678,2958560,1542140
p12,M758,RSPd,M758_s028_RSPd.tif,52058192,2857680,1602200
p12,M758,RSPd,M758_s029_RSPd.tif,57818911,3079620,1561540
p12,M758,RSPd,M758_s030_RSPd.tif,75927227,2958560,1836740
p12,M758,RSPd,M758_s031_RSPd.tif,69620547,2785600,1626680
p12,M758,RSPd,M758_s032_RSPd.tif,52409198,3155660,1838720
p12,M758,RSPd,M758_s033_RSPd.tif,38471832,3160080,1876100
p12,M758,RSPd,M758_s034_RSPd.tif,50409921,3047220,1814600
p12,M758,RSPd,M758_s035_RSPd.tif,97796887,3176820,2029040
p12,M758,RSPd,M758_s036_RSPd.tif,61721816,2720520,1661480
p12,M758,RSPd,M758_s037_RSPd.tif,17726360,2441220,1456200
p12,M758,RSPd,M758_s038_RSPd.tif,49344495,2569560,1540500
p12,M758,RSPd,M758_s039_RSPd.tif,24562793,2372760,1492620
p12,M758,RSPd,M758_s040_RSPd.tif,19651744,2717400,1503840
p12,M758,RSPd,M758_s041_RSPd.tif,25789909,2373600,1517200
p12,M758,RSPd,M758_s042_RSPd.tif,37353696,2887300,1584500
p12,M758,RSPd,M758_s043_RSPd.tif,58202111,2854320,1746960
p12,M758,RSPd,M758_s044_RSPd.tif,16526684,2090400,1218800
p12,M758,RSPd,M758_s045_RSPd.tif,31503458,2272000,1363200
p12,M758,RSPd,M758_s046_RSPd.tif,45731760,2520540,1550940
p12,M758,RSPd,M758_s047_RSPd.tif,17219503,2613600,1571200
p12,M758,RSPd,M758_s048_RSPd.tif,35122428,2869820,1458400
p12,M758,RSPd,M758_s049_RSPd.tif,27398421,2393600,1382000
p12,M758,RSPd,M758_s050_RSPd.tif,34217206,2856000,1568800
p12,M758,RSPd,M758_s051_RSPd.tif,17997058,2898220,1292940
p12,M758,RSPd,M758_s052_RSPd.tif,69311311,4054160,1629260
p12,M758,RSPd,M758_s053_RSPd.tif,13778508,3760020,1180140
p12,M758,RSPd,M758_s054_RSPd.tif,25705646,3420000,1250400
p12,M758,RSPd,M758_s055_RSPd.tif,13372425,2830160,920580
p12,M758,RSPd,M758_s056_RSPd.tif,22550856,3891200,1143200
p12,M758,RSPd,M758_s057_RSPd.tif,15027477,3605140,969340
p12,M758,RSPd,M758_s058_RSPd.tif,33426080,6073840,1494860
p12,M758,RSPd,M758_s059_RSPd.tif,19367479,4027080,1210260
p12,M758,RSPd,M758_s060_RSPd.tif,13762465,3378060,1022400
p12,M758,RSPd,M758_s061_RSPd.tif,15288046,3381840,1088480
p12,M758,RSPd,M758_s062_RSPd.tif,25821853,6243960,1502760
p12,M758,RSPd,M758_s063_RSPd.tif,17486691,5500562,1340580
p12,M758,RSPd,M758_s064_RSPd.tif,23980229,5743080,1502820
p12,M758,RSPd,M758_s065_RSPd.tif,17188520,5555880,1064180
