age,identifier,region,image_filename,raw_intensity_sum,masked_median_intensity_sum,total_image_pixels,tissue_area_pixels
p12,M677,RSPagl,M677_062_RSPagl.tif,33074328,553616.0,1146800,894400
p12,M677,RSPagl,M677_063_RSPagl.tif,69771083,1394847.0,1355200,1040400
p12,M677,RSPagl,M677_064_RSPagl.tif,139811314,2072238.0,3100800,1648400
p12,M677,RSPagl,M677_065_RSPagl.tif,78836510,1368276.0,1925480,1288260
p12,M677,RSPagl,M677_066_RSPagl.tif,56348349,908992.0,1967420,1260980
p12,M677,RSPagl,M677_067_RSPagl.tif,36061,340.0,800,800
p12,M677,RSPagl,M677_068_RSPagl.tif,102559,1529.0,4800,3200
p12,M677,RSPagl,M677_070_RSPagl.tif,29517599,333522.0,1472000,1165600
p12,M677,RSPagl,M677_071_RSPagl.tif,70768175,1021814.0,2370000,1558800
p12,M677,RSPagl,M677_072_RSPagl.tif,53916710,1015808.0,2279200,1430400
p12,M677,RSPagl,M677_073_RSPagl.tif,46995884,629431.0,1200000,959200
p12,M677,RSPagl,M677_074_RSPagl.tif,56412001,917540.0,1888000,1291600
p12,M677,RSPagl,M677_075_RSPagl.tif,26610055,437561.0,1009440,798980
p12,M677,RSPagl,M677_076_RSPagl.tif,66244294,894675.0,1048800,823600
p12,M677,RSPagl,M677_077_RSPagl.tif,89754495,1232906.0,1716000,963200
p12,M677,RSPagl,M677_078_RSPagl.tif,22572655,324030.0,1050880,704440
p12,M677,RSPagl,M677_079_RSPagl.tif,74858505,823885.0,1262800,988800
p12,M677,RSPagl,M677_080_RSPagl.tif,17140197,271203.0,1185600,949200
p12,M677,RSPagl,M677_081_RSPagl.tif,31055977,677939.0,1152000,869200
p12,M677,RSPagl,M677_082_RSPagl.tif,33525583,438797.0,976000,736400
p12,M677,RSPagl,M677_083_RSPagl.tif,27492464,403396.0,1062600,855440
p12,M677,RSPagl,M677_084_RSPagl.tif,46225903,800958.0,1178880,962040
p12,M677,RSPagl,M677_086_RSPagl.tif,85616240,1071017.0,1340000,920000
p12,M677,RSPagl,M677_087_RSPagl.tif,28741873,437679.0,1100800,787600
p12,M677,RSPagl,M677_088_RSPagl.tif,812655,10010.0,144400,101200
p12,M677,RSPagl,M677_090_RSPagl.tif,23398845,370776.0,1561300,998040
p12,M677,RSPagl,M677_091_RSPagl.tif,16739561,263872.0,1289400,874280
p12,M677,RSPagl,M677_092_RSPagl.tif,23591403,681815.0,1839600,1248800
p12,M677,RSPagl,M677_093_RSPagl.tif,15890040,277314.0,802400,550000
p12,M677,RSPagl,M677_094_RSPagl.tif,35607569,448925.0,1268800,836800
p12,M677,RSPagl,M677_095_RSPagl.tif,9447956,179052.0,1081080,600320
p12,M677,RSPagl,M677_096_RSPagl.tif,10568168,282482.0,1345600,661600
p12,M677,RSPagl,M677_097_RSPagl.tif,31062236,420535.0,1766400,543200
p12,M677,RSPagl,M677_098_RSPagl.tif,10499345,256855.0,1687760,639400
p12,M677,RSPagl,M677_099_RSPagl.tif,25962099,812438.0,1959600,792800
p12,M677,RSPagl,M677_100_RSPagl.tif,21657661,564815.0,3417600,949600
p12,M677,RSPagl,M677_101_RSPagl.tif,35160519,826618.0,6079920,1336480
p12,M677,RSPd,M677_062_RSPd.tif,52614137,1003885.0,2481600,1284000
p12,M677,RSPd,M677_063_RSPd.tif,139247456,3052549.0,3035520,1597200
p12,M677,RSPd,M677_064_RSPd.tif,138829319,1992888.0,4798180,1609400
p12,M677,RSPd,M677_065_RSPd.tif,107971245,2004530.0,3371160,1619420
p12,M677,RSPd,M677_066_RSPd.tif,80824639,1337888.0,2950220,1736660
p12,M677,RSPd,M677_068_RSPd.tif,72680600,1332492.0,2736000,1414400
p12,M677,RSPd,M677_070_RSPd.tif,55677883,702599.0,3104000,1964000
p12,M677,RSPd,M677_071_RSPd.tif,102656856,1573627.0,3213600,2090800
p12,M677,RSPd,M677_072_RSPd.tif,78080118,1315296.0,2930400,1922400
p12,M677,RSPd,M677_073_RSPd.tif,103461955,2250227.0,3033600,1959600
p12,M677,RSPd,M677_074_RSPd.tif,116939767,1993486.0,3116000,2148400
p12,M677,RSPd,M677_075_RSPd.tif,65236494,1129374.0,2724680,1694820
p12,M677,RSPd,M677_076_RSPd.tif,188205992,2077001.0,2347380,1548340
p12,M677,RSPd,M677_077_RSPd.tif,143180529,2189597.0,2813980,1778760
p12,M677,RSPd,M677_078_RSPd.tif,45126562,701592.0,2324000,1364000
p12,M677,RSPd,M677_079_RSPd.tif,165012167,2132190.0,2798320,1848520
p12,M677,RSPd,M677_080_RSPd.tif,39971824,690151.0,2742740,1766240
p12,M677,RSPd,M677_081_RSPd.tif,76580831,1210265.0,2540580,1637720
p12,M677,RSPd,M677_082_RSPd.tif,116360480,1459002.0,2332440,1481600
p12,M677,RSPd,M677_083_RSPd.tif,51113467,793886.0,2314000,1476800
p12,M677,RSPd,M677_084_RSPd.tif,72752085,1209966.0,2391200,1481600
p12,M677,RSPd,M677_085_RSPd.tif,97423904,1492051.0,3151500,1776080
p12,M677,RSPd,M677_086_RSPd.tif,97759500,1540790.0,2939040,1794120
p12,M677,RSPd,M677_087_RSPd.tif,127344011,1937833.0,3465600,2040800
p12,M677,RSPd,M677_088_RSPd.tif,123854820,1393688.0,2268000,1227600
p12,M677,RSPd,M677_090_RSPd.tif,39822942,716566.0,3129360,1704460
p12,M677,RSPd,M677_091_RSPd.tif,34081036,567176.0,2881440,1619900
p12,M677,RSPd,M677_092_RSPd.tif,42475533,877233.0,3603980,1895440
p12,M677,RSPd,M677_093_RSPd.tif,38648685,914106.0,2714400,1694000
p12,M677,RSPd,M677_094_RSPd.tif,101509608,1387788.0,3619120,1923600
p12,M677,RSPd,M677_095_RSPd.tif,21694826,581534.0,2267100,1312800
p12,M677,RSPd,M677_096_RSPd.tif,25703171,598340.0,3109400,1602300
p12,M677,RSPd,M677_097_RSPd.tif,59222904,952420.0,3001600,907600
p12,M677,RSPd,M677_098_RSPd.tif,20376252,515054.0,2955020,1208960
p12,M677,RSPd,M677_099_RSPd.tif,61148734,1297355.0,4057560,1467080
p12,M677,RSPd,M677_100_RSPd.tif,40268224,719790.0,5685960,1715180
p12,M677,RSPd,M677_101_RSPd.tif,30980026,708310.0,6964640,1646660
p12,M677,RSPv,M677_062_RSPv.tif,51312515,1067536.0,2158000,1405600
p12,M677,RSPv,M677_063_RSPv.tif,147429220,4272887.0,2622620,1763300
p12,M677,RSPv,M677_064_RSPv.tif,269973808,5204476.0,6123260,3206400
p12,M677,RSPv,M677_065_RSPv.tif,119988346,2644211.0,2921460,1894940
p12,M677,RSPv,M677_066_RSPv.tif,68628126,1486481.0,2633880,1564180
p12,M677,RSPv,M677_068_RSPv.tif,52537086,1320183.0,2502400,1399600
p12,M677,RSPv,M677_070_RSPv.tif,46229101,795845.0,3040000,1799600
p12,M677,RSPv,M677_071_RSPv.tif,83638385,1388291.0,2782400,1648000
p12,M677,RSPv,M677_072_RSPv.tif,69088005,1068296.0,2782400,1554000
p12,M677,RSPv,M677_073_RSPv.tif,80164092,1247246.0,2848000,1706000
p12,M677,RSPv,M677_074_RSPv.tif,93016718,2332295.0,2901600,1740800
p12,M677,RSPv,M677_075_RSPv.tif,53194867,894700.0,2496000,1416400
p12,M677,RSPv,M677_076_RSPv.tif,194634524,3651051.0,2434780,1545740
p12,M677,RSPv,M677_077_RSPv.tif,117783070,2552368.0,2620800,1601200
p12,M677,RSPv,M677_078_RSPv.tif,55916272,949032.0,2855340,1731920
p12,M677,RSPv,M677_079_RSPv.tif,169087506,3271684.0,2945840,1808200
p12,M677,RSPv,M677_080_RSPv.tif,51010174,1266677.0,2784000,1760400
p12,M677,RSPv,M677_081_RSPv.tif,86387855,1549644.0,2919200,1768800
p12,M677,RSPv,M677_082_RSPv.tif,159370495,2184878.0,2953800,1779140
p12,M677,RSPv,M677_083_RSPv.tif,63378012,900908.0,2900040,1810000
p12,M677,RSPv,M677_084_RSPv.tif,105926880,2372294.0,3828000,2231200
p12,M677,RSPv,M677_085_RSPv.tif,122508639,2128547.0,4688720,2885600
p12,M677,RSPv,M677_086_RSPv.tif,105878851,1992763.0,4928220,3029880
p12,M677,RSPv,M677_087_RSPv.tif,261693472,4573113.0,6585600,4361600
p12,M677,RSPv,M677_088_RSPv.tif,122509133,1392319.0,4750000,2204400
p12,M677,RSPv,M677_090_RSPv.tif,96386279,1467008.0,7608480,4453520
p12,M677,RSPv,M677_091_RSPv.tif,89618799,1123994.0,6763520,4292640
p12,M677,RSPv,M677_092_RSPv.tif,69557240,1368108.0,7216140,3847720
p12,M677,RSPv,M677_093_RSPv.tif,45237076,735687.0,4922159,3101660
p12,M677,RSPv,M677_094_RSPv.tif,91037879,1415083.0,6611760,3583120
p12,M677,RSPv,M677_095_RSPv.tif,44212695,762352.0,4899600,2947440
p12,M677,RSPv,M677_096_RSPv.tif,42369927,789918.0,4651320,2738560
p12,M677,RSPv,M677_097_RSPv.tif,47926531,873590.0,4077980,1512520
p12,M677,RSPv,M677_098_RSPv.tif,31537210,562614.0,4026520,1867740
p12,M677,RSPv,M677_099_RSPv.tif,79185468,2047777.0,5738820,2183980
p12,M677,RSPv,M677_100_RSPv.tif,34975933,687882.0,5437800,1815320
p12,M677,RSPv,M677_101_RSPv.tif,4495245,67113.0,744620,298340
p12,M677,VISa,M677_070_VISa.tif,15775185,196425.0,1227200,505600
p12,M677,VISa,M677_071_VISa.tif,63237545,917698.0,2898000,1334400
p12,M677,VISa,M677_072_VISa.tif,86584866,1634578.0,4112400,2017600
p12,M677,VISa,M677_073_VISa.tif,126002032,2239390.0,4030400,2334180
p12,M677,VISa,M677_074_VISa.tif,151398862,2137714.0,3492720,2285400
p12,M677,VISa,M677_075_VISa.tif,72123971,1112365.0,3336800,2044000
p12,M677,VISa,M677_076_VISa.tif,131111339,1640255.0,3714360,2340440
p12,M677,VISa,M677_077_VISa.tif,345837851,4170716.0,4850400,2903600
p12,M677,VISa,M677_078_VISa.tif,88270221,1673058.0,3806440,2246400
p12,M677,VISa,M677_079_VISa.tif,34099995,465993.0,1188180,601100
p12,M677,VISa,M677_080_VISa.tif,18188097,317060.0,2576680,927900
p12,M677,VISal,M677_084_VISal.tif,23093632,509974.0,878400,402400
p12,M677,VISal,M677_085_VISal.tif,42381266,721324.0,1579200,752400
p12,M677,VISal,M677_086_VISal.tif,60827157,923110.0,2089800,1052580
p12,M677,VISal,M677_087_VISal.tif,51919948,888346.0,2816000,1420800
p12,M677,VISal,M677_088_VISal.tif,73659640,984079.0,3017600,1538800
p12,M677,VISal,M677_089_VISal.tif,52462786,1237686.0,3453200,1799200
p12,M677,VISal,M677_090_VISal.tif,49461139,1185938.0,3918200,1950980
p12,M677,VISal,M677_091_VISal.tif,46685985,887378.0,3765440,1805740
p12,M677,VISal,M677_092_VISal.tif,39974607,1009561.0,3326400,1915200
p12,M677,VISal,M677_093_VISal.tif,60535373,1126604.0,3616659,2080480
p12,M677,VISam,M677_075_VISam.tif,10411194,236972.0,560000,292400
p12,M677,VISam,M677_076_VISam.tif,41641822,503501.0,1279760,651260
p12,M677,VISam,M677_077_VISam.tif,81192007,1130211.0,2006400,834400
p12,M677,VISam,M677_078_VISam.tif,27413084,485974.0,1460480,846400
p12,M677,VISam,M677_079_VISam.tif,99442109,1118381.0,2133060,1403860
p12,M677,VISam,M677_080_VISam.tif,30974412,555921.0,2462400,1674000
p12,M677,VISam,M677_081_VISam.tif,43611463,773908.0,1652000,1199200
p12,M677,VISam,M677_082_VISam.tif,29733055,377951.0,1057320,626820
p12,M677,VISam,M677_083_VISam.tif,37941126,633286.0,1489200,1165600
p12,M677,VISam,M677_084_VISam.tif,45920681,757084.0,1324800,1018000
p12,M677,VISam,M677_086_VISam.tif,70014515,874505.0,1334800,780000
p12,M677,VISam,M677_087_VISam.tif,14563304,238037.0,569840,442280
p12,M677,VISl,M677_093_VISl.tif,8331601,116965.0,867300,414680
p12,M677,VISl,M677_094_VISl.tif,67922811,984849.0,2875600,1427600
p12,M677,VISl,M677_095_VISl.tif,16832921,379729.0,2494320,1215640
p12,M677,VISl,M677_096_VISl.tif,26501647,426569.0,2958560,1509120
p12,M677,VISl,M677_098_VISl.tif,1225985,151210.0,621600,33600
p12,M677,VISl,M677_099_VISl.tif,29907,1105.0,1462800,1600
p12,M677,VISl,M677_100_VISl.tif,45762658,626702.0,3227520,1618000
p12,M677,VISl,M677_101_VISl.tif,28489971,535347.0,2128000,949600
p12,M677,VISli,M677_094_VISli.tif,25789190,371436.0,1894400,701200
p12,M677,VISli,M677_095_VISli.tif,8537976,170315.0,1665280,602760
p12,M677,VISli,M677_096_VISli.tif,10796232,194914.0,1823740,668260
p12,M677,VISli,M677_097_VISli.tif,18583847,254796.0,2249600,824400
p12,M677,VISli,M677_098_VISli.tif,34998503,498556.0,2449200,978140
p12,M677,VISli,M677_099_VISli.tif,17355554,252851.0,1876000,542400
p12,M677,VISli,M677_100_VISli.tif,24711266,367937.0,2721700,860340
p12,M677,VISli,M677_101_VISli.tif,23269932,480137.0,1681200,749380
p12,M677,VISp,M677_082_VISp.tif,284994807,3500382.0,7878480,4715460
p12,M677,VISp,M677_083_VISp.tif,171436346,3515093.0,6885441,4783860
p12,M677,VISp,M677_084_VISp.tif,384671272,5570911.0,7259840,4763180
p12,M677,VISp,M677_085_VISp.tif,365561543,5975204.0,8702742,6754131
p12,M677,VISp,M677_086_VISp.tif,662916904,10351993.0,8285940,5815460
p12,M677,VISp,M677_087_VISp.tif,162092542,3072317.0,7344960,5089840
p12,M677,VISp,M677_088_VISp.tif,728248801,7641864.0,9324840,6090360
p12,M677,VISp,M677_089_VISp.tif,59747007,805363.0,3494100,2073160
p12,M677,VISp,M677_090_VISp.tif,80271706,1130108.0,5346640,3396080
p12,M677,VISp,M677_091_VISp.tif,128233087,1683626.0,8251320,5268660
p12,M677,VISp,M677_092_VISp.tif,105274821,1994758.0,8942920,5542760
p12,M677,VISp,M677_093_VISp.tif,149958373,2482720.0,7483840,4375360
p12,M677,VISp,M677_094_VISp.tif,327191022,3672479.0,8140520,4979000
p12,M677,VISp,M677_095_VISp.tif,44990420,1090864.0,4773000,3286080
p12,M677,VISp,M677_096_VISp.tif,85342655,2224430.0,6974100,5021460
p12,M677,VISp,M677_097_VISp.tif,154878919,2997775.0,11061640,6506580
p12,M677,VISp,M677_098_VISp.tif,152781839,2940886.0,9414920,6358940
p12,M677,VISp,M677_099_VISp.tif,174363485,3959160.0,10322580,5655100
p12,M677,VISp,M677_100_VISp.tif,146914218,2939145.0,10844780,5968420
p12,M677,VISp,M677_101_VISp.tif,170725633,3975968.0,14415680,6959460
p12,M677,VISpm,M677_085_VISpm.tif,51743361,862073.0,1622400,1045600
p12,M677,VISpm,M677_087_VISpm.tif,6351498,152216.0,408000,194400
p12,M677,VISpm,M677_088_VISpm.tif,909736,17126.0,144400,101200
p12,M677,VISpm,M677_090_VISpm.tif,46758863,1106536.0,2456800,2026400
p12,M677,VISpm,M677_091_VISpm.tif,26579007,533901.0,1672800,1281600
p12,M677,VISpm,M677_092_VISpm.tif,15354103,358356.0,1171940,824940
p12,M677,VISpm,M677_093_VISpm.tif,34947110,532293.0,1795380,1063980
p12,M677,VISpm,M677_094_VISpm.tif,33937528,292261.0,933660,681660
p12,M677,VISpm,M677_095_VISpm.tif,12247184,212459.0,1156400,802800
p12,M677,VISpm,M677_096_VISpm.tif,13127562,240348.0,1133980,822340
p12,M677,VISpm,M677_097_VISpm.tif,14671949,185783.0,742000,370400
p12,M677,VISpm,M677_098_VISpm.tif,8684754,210812.0,854000,465600
p12,M677,VISpm,M677_099_VISpm.tif,16203209,281286.0,912000,495200
p12,M677,VISpm,M677_100_VISpm.tif,10746017,173857.0,870400,512000
p12,M677,VISpm,M677_101_VISpm.tif,19093833,586559.0,2216760,799700
p12,M677,VISpor,M677_100_VISpor.tif,4641215,65758.0,761000,206580
p12,M677,VISpor,M677_101_VISpor.tif,17811877,250693.0,1661660,786920
p12,M677,VISrl,M677_077_VISrl.tif,69266313,1244932.0,2161500,585580
p12,M677,VISrl,M677_078_VISrl.tif,13995,153.0,400,400
p12,M677,VISrl,M677_080_VISrl.tif,20812475,321455.0,1971200,950000
p12,M677,VISrl,M677_081_VISrl.tif,28910424,471832.0,1902120,728740
p12,M677,VISrl,M677_082_VISrl.tif,16924,294.0,400,400
p12,M677,VISrl,M677_083_VISrl.tif,39597652,749854.0,2157861,920481
p12,M677,VISrl,M677_084_VISrl.tif,120520858,2386527.0,3532740,1993180
p12,M677,VISrl,M677_085_VISrl.tif,48499362,930841.0,1836000,884800
p12,M677,VISrl,M677_086_VISrl.tif,35572947,604667.0,1440000,504000
p12,M677,VISrl,M677_087_VISrl.tif,30782586,618573.0,2020820,873060
p12,M677,VISrl,M677_088_VISrl.tif,74380045,1009606.0,2031960,1059460
p12,M677,VISrl,M677_089_VISrl.tif,18864637,256362.0,1516800,659200
p12,M677,VISrl,M677_090_VISrl.tif,11996440,182117.0,1247920,395060
p12,M678,RSPagl,M678_s057_RSPagl.tif,20615580,291749.0,1296000,1033600
p12,M678,RSPagl,M678_s058_RSPagl.tif,30713126,435673.0,1182440,972000
p12,M678,RSPagl,M678_s059_RSPagl.tif,37529731,465201.0,1489860,1142380
p12,M678,RSPagl,M678_s060_RSPagl.tif,16730616,284398.0,1545600,1147600
p12,M678,RSPagl,M678_s061_RSPagl.tif,23056438,356339.0,1354580,1098460
p12,M678,RSPagl,M678_s062_RSPagl.tif,30703875,568205.0,1437540,1035200
p12,M678,RSPagl,M678_s063_RSPagl.tif,26233222,485444.0,1444000,1091600
p12,M678,RSPagl,M678_s064_RSPagl.tif,24465635,502436.0,1358000,1055600
p12,M678,RSPagl,M678_s065_RSPagl.tif,27783335,426853.0,1292000,1004000
p12,M678,RSPagl,M678_s066_RSPagl.tif,28648003,569052.0,1260000,975600
p12,M678,RSPagl,M678_s068_RSPagl.tif,40108055,670731.0,1579200,1031200
p12,M678,RSPagl,M678_s069_RSPagl.tif,54115291,1114461.0,1636800,1124000
p12,M678,RSPagl,M678_s070_RSPagl.tif,31447912,717836.0,1584000,1124400
p12,M678,RSPagl,M678_s071_RSPagl.tif,41706930,646722.0,1276800,885200
p12,M678,RSPagl,M678_s072_RSPagl.tif,45966149,847930.0,1674000,1058400
p12,M678,RSPagl,M678_s074_RSPagl.tif,41447855,646071.0,2059200,1055600
p12,M678,RSPagl,M678_s075_RSPagl.tif,18889544,459264.0,1978800,960400
p12,M678,RSPagl,M678_s076_RSPagl.tif,36510734,749046.0,2111200,932400
p12,M678,RSPagl,M678_s077_RSPagl.tif,53691063,948698.0,1801360,923840
p12,M678,RSPagl,M678_s078_RSPagl.tif,17709929,369887.0,1711500,822640
p12,M678,RSPagl,M678_s079_RSPagl.tif,20609341,804461.0,2146420,941960
p12,M678,RSPagl,M678_s080_RSPagl.tif,19623452,622514.0,1958000,790400
p12,M678,RSPagl,M678_s082_RSPagl.tif,20463290,1314412.0,2173380,1060860
p12,M678,RSPagl,M678_s083_RSPagl.tif,65296863,1532669.0,4395600,1246000
p12,M678,RSPagl,M678_s084_RSPagl.tif,29920764,604815.0,3868040,964480
p12,M678,RSPagl,M678_s085_RSPagl.tif,13106958,317544.0,4326960,877240
p12,M678,RSPagl,M678_s086_RSPagl.tif,52603854,756667.0,2029600,790800
p12,M678,RSPd,M678_s057_RSPd.tif,56179864,742285.0,3168000,1975600
p12,M678,RSPd,M678_s058_RSPd.tif,61633984,1145053.0,2890140,1728780
p12,M678,RSPd,M678_s059_RSPd.tif,102886577,1488828.0,3461040,2225780
p12,M678,RSPd,M678_s060_RSPd.tif,51462259,1050670.0,3532620,2237720
p12,M678,RSPd,M678_s061_RSPd.tif,48719894,782207.0,3230000,2010800
p12,M678,RSPd,M678_s062_RSPd.tif,97233672,1792370.0,3093040,1937300
p12,M678,RSPd,M678_s063_RSPd.tif,54364231,1091548.0,3134580,1937980
p12,M678,RSPd,M678_s064_RSPd.tif,59573605,1366182.0,3314220,2002120
p12,M678,RSPd,M678_s065_RSPd.tif,91508337,1507213.0,3169760,1908060
p12,M678,RSPd,M678_s066_RSPd.tif,53462024,1321106.0,3092880,1884240
p12,M678,RSPd,M678_s068_RSPd.tif,91426117,1665876.0,3163700,1812100
p12,M678,RSPd,M678_s069_RSPd.tif,123958434,2742595.0,3640000,2056800
p12,M678,RSPd,M678_s070_RSPd.tif,54622026,1392752.0,3655740,2056900
p12,M678,RSPd,M678_s071_RSPd.tif,103883610,1759271.0,3205780,1798200
p12,M678,RSPd,M678_s072_RSPd.tif,97913450,2211820.0,3765540,1908400
p12,M678,RSPd,M678_s074_RSPd.tif,80049305,1547238.0,3959640,1926220
p12,M678,RSPd,M678_s075_RSPd.tif,51226347,1205056.0,3959640,1873600
p12,M678,RSPd,M678_s076_RSPd.tif,83128525,1984297.0,3877900,1845540
p12,M678,RSPd,M678_s077_RSPd.tif,108605280,2140034.0,3755340,1785980
p12,M678,RSPd,M678_s078_RSPd.tif,34268951,1329679.0,2991080,1413880
p12,M678,RSPd,M678_s079_RSPd.tif,35118388,1550646.0,3821719,1487480
p12,M678,RSPd,M678_s080_RSPd.tif,29750539,1135076.0,3414400,1155200
p12,M678,RSPd,M678_s082_RSPd.tif,37581497,1451768.0,4082420,1658800
p12,M678,RSPd,M678_s083_RSPd.tif,125463256,3168014.0,6591120,2047480
p12,M678,RSPd,M678_s084_RSPd.tif,77172020,1919919.0,7614920,2109580
p12,M678,RSPd,M678_s085_RSPd.tif,28738987,1092146.0,6508080,1663760
p12,M678,RSPd,M678_s086_RSPd.tif,78302281,1379173.0,3579320,1144880
p12,M678,RSPv,M678_s057_RSPv.tif,95908400,1581467.0,4513600,2852800
p12,M678,RSPv,M678_s058_RSPv.tif,93965913,1843989.0,3389520,2245160
p12,M678,RSPv,M678_s059_RSPv.tif,102570829,2879541.0,4152260,2570240
p12,M678,RSPv,M678_s060_RSPv.tif,76456170,2334073.0,4605940,2803920
p12,M678,RSPv,M678_s061_RSPv.tif,75616850,1597719.0,4401600,2863600
p12,M678,RSPv,M678_s062_RSPv.tif,107823442,2398051.0,4237080,2785540
p12,M678,RSPv,M678_s063_RSPv.tif,58217603,1513184.0,3465420,2210240
p12,M678,RSPv,M678_s064_RSPv.tif,70664656,1879395.0,3640800,2370400
p12,M678,RSPv,M678_s065_RSPv.tif,89359932,1977265.0,4051179,2591379
p12,M678,RSPv,M678_s066_RSPv.tif,71513249,2462389.0,4302500,2675300
p12,M678,RSPv,M678_s068_RSPv.tif,112519358,2395809.0,5547080,3505720
p12,M678,RSPv,M678_s069_RSPv.tif,158272230,4359818.0,6410880,4201780
p12,M678,RSPv,M678_s070_RSPv.tif,98425937,2589493.0,7726859,5141059
p12,M678,RSPv,M678_s071_RSPv.tif,146324355,3018114.0,7364659,5179939
p12,M678,RSPv,M678_s072_RSPv.tif,170729809,4042522.0,8199319,5099619
p12,M678,RSPv,M678_s074_RSPv.tif,106769613,2184658.0,9659958,5467080
p12,M678,RSPv,M678_s075_RSPv.tif,94068908,1940245.0,9306479,5319400
p12,M678,RSPv,M678_s076_RSPv.tif,134151476,2997658.0,8673259,4780139
p12,M678,RSPv,M678_s077_RSPv.tif,121837133,2547781.0,6980281,4172301
p12,M678,RSPv,M678_s078_RSPv.tif,52635302,1458290.0,5522000,3052860
p12,M678,RSPv,M678_s079_RSPv.tif,53349447,1344222.0,6485339,3175839
p12,M678,RSPv,M678_s080_RSPv.tif,47916904,1362789.0,5000840,2298840
p12,M678,RSPv,M678_s082_RSPv.tif,27040945,624936.0,7283439,2286080
p12,M678,RSPv,M678_s083_RSPv.tif,47043524,1079481.0,4310820,1881060
p12,M678,RSPv,M678_s084_RSPv.tif,79031888,2103476.0,6639880,2643860
p12,M678,RSPv,M678_s085_RSPv.tif,15814337,337268.0,4966040,1070520
p12,M678,RSPv,M678_s086_RSPv.tif,93168846,2208971.0,5217320,2190140
p12,M678,VISa,M678_s057_VISa.tif,36999288,571717.0,2784000,2017200
p12,M678,VISa,M678_s058_VISa.tif,105772212,1629096.0,4738360,3148780
p12,M678,VISa,M678_s059_VISa.tif,62252119,910806.0,4381440,2911080
p12,M678,VISa,M678_s060_VISa.tif,33151795,638382.0,3457800,2214820
p12,M678,VISa,M678_s061_VISa.tif,74566784,1270999.0,4955520,3446460
p12,M678,VISa,M678_s065_VISa.tif,605764,8871.0,108000,36000
p12,M678,VISa,M678_s066_VISa.tif,223158,4230.0,16000,9600
p12,M678,VISal,M678_s067_VISal.tif,134594,1539.0,24000,3200
p12,M678,VISal,M678_s068_VISal.tif,34859608,649416.0,2605860,1064400
p12,M678,VISal,M678_s069_VISal.tif,67019231,1242859.0,2997120,1443480
p12,M678,VISal,M678_s070_VISal.tif,43302925,881648.0,3073920,1565220
p12,M678,VISal,M678_s071_VISal.tif,69217908,1283159.0,3967200,2099200
p12,M678,VISal,M678_s072_VISal.tif,60963783,1413863.0,3598620,1809320
p12,M678,VISal,M678_s074_VISal.tif,54291097,1097320.0,3482660,1593980
p12,M678,VISal,M678_s075_VISal.tif,14036277,285818.0,2206800,812800
p12,M678,VISal,M678_s076_VISal.tif,28724604,492570.0,1022400,523200
p12,M678,VISam,M678_s057_VISam.tif,4220778,59880.0,411600,203600
p12,M678,VISam,M678_s058_VISam.tif,8196101,110248.0,458640,227820
p12,M678,VISam,M678_s059_VISam.tif,16799431,210465.0,1033600,458800
p12,M678,VISam,M678_s060_VISam.tif,10811213,195232.0,1429700,652060
p12,M678,VISam,M678_s061_VISam.tif,17042572,329162.0,1368000,819600
p12,M678,VISam,M678_s062_VISam.tif,50601181,931010.0,3565980,2484660
p12,M678,VISam,M678_s063_VISam.tif,55860333,1291939.0,3201060,2252880
p12,M678,VISam,M678_s064_VISam.tif,37775154,1360090.0,2546000,1836400
p12,M678,VISam,M678_s065_VISam.tif,53090119,1137559.0,3455140,2720020
p12,M678,VISam,M678_s066_VISam.tif,71229367,1892498.0,3410400,2599600
p12,M678,VISam,M678_s067_VISam.tif,53503188,1313415.0,2159340,1429620
p12,M678,VISam,M678_s068_VISam.tif,42637088,1180905.0,1634000,1312400
p12,M678,VISam,M678_s069_VISam.tif,37957860,1110383.0,1217900,860200
p12,M678,VISam,M678_s070_VISam.tif,5756992,105550.0,374400,234800
p12,M678,VISl,M678_s075_VISl.tif,393384,11837.0,115600,29200
p12,M678,VISl,M678_s076_VISl.tif,17583986,594252.0,2158920,589780
p12,M678,VISl,M678_s077_VISl.tif,67612509,2048706.0,3883981,2011960
p12,M678,VISl,M678_s078_VISl.tif,13341586,302349.0,1728000,390400
p12,M678,VISl,M678_s080_VISl.tif,4366166,71252.0,1798800,197780
p12,M678,VISl,M678_s083_VISl.tif,21312854,565814.0,1763200,559200
p12,M678,VISl,M678_s084_VISl.tif,27104697,1006233.0,3220082,1584921
p12,M678,VISl,M678_s086_VISl.tif,169628,1677.0,96000,11600
p12,M678,VISli,M678_s076_VISli.tif,6681390,121447.0,747320,314420
p12,M678,VISli,M678_s077_VISli.tif,27548864,517660.0,2441201,858941
p12,M678,VISli,M678_s078_VISli.tif,25368080,658896.0,1788800,716000
p12,M678,VISli,M678_s079_VISli.tif,20090,407.0,7920,1180
p12,M678,VISli,M678_s080_VISli.tif,19306368,411491.0,2272000,846000
p12,M678,VISli,M678_s082_VISli.tif,12221887,693453.0,1830279,740519
p12,M678,VISli,M678_s083_VISli.tif,30602040,592246.0,1894400,821200
p12,M678,VISli,M678_s084_VISli.tif,14241650,441194.0,2013161,882560
p12,M678,VISli,M678_s085_VISli.tif,277596,4838.0,1249740,13200
p12,M678,VISli,M678_s086_VISli.tif,13684363,439186.0,2462499,557060
