age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.05686935163315904,0.0032341231551758884,0.8935996457360074,Pearson
p12,zscore,8,0.3802106246948922,0.14456011913088015,0.3528296326181315,Pearson
p20,zscore,8,-0.08550065469097298,0.007310361952585,0.8404658598928959,Pearson
adult,zscore,8,-0.14081393939242176,0.01982856552721263,0.7394432751323028,Pearson
