age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.17670783706587448,0.031225659680499642,0.675505467406043,Pearson
p12,log,8,0.46103043115059716,0.21254905844690553,0.25024691456557524,Pearson
p20,log,8,0.6760817157462078,0.4570864863663361,0.06566188844181134,Pearson
adult,log,8,0.499059262491453,0.249060147478513,0.20802467834319596,Pearson
