age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,0.2764415219959339,0.07641991508342841,0.5074737860153543,Pearson
p12,combined,8,-0.18320178356703887,0.03356289350214415,0.6641052441582074,Pearson
p20,combined,8,-0.13228654961060313,0.017499731207878563,0.754841251489131,Pearson
adult,combined,8,-0.018833282672892346,0.00035469253623706705,0.9646959441308149,Pearson
