age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,0.4816283193871464,0.2319658380356871,0.2268802237365451,Spearman
p12,robust,8,-0.22360679774997896,0.049999999999999996,0.5945030477052726,Spearman
p20,robust,7,0.6756639246921762,0.4565217391304347,0.09571714697092193,Spearman
