age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,0.40599785288652,0.16483425654846434,0.31827030744839335,Pearson
p12,zscore,8,-0.14395189133918868,0.020722147020129585,0.7337957638076824,Pearson
p20,zscore,8,0.030725109712155654,0.0009440323668240018,0.9424266658939628,Pearson
adult,zscore,8,0.6758008378566622,0.4567067724477667,0.06581722864191979,Pearson
