age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.6454046040513066,0.41654710293062386,0.08392372226192998,Pearson
p12,log,8,-0.09302427638131741,0.008653515996267729,0.8265831033765015,Pearson
p20,log,7,-0.4581134993333061,0.20986797827140705,0.30125382234159875,Pearson
