age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.9445135652475607,0.892105874936658,0.000409496106727615,Pearson
p12,zscore,8,0.6896595258546149,0.4756302616020122,0.0584104509848176,Pearson
p20,zscore,8,-0.16083088580676536,0.025866573829388798,0.7036019158377314,Pearson
adult,zscore,8,-0.08108905463370353,0.0065754347813877555,0.8486232025517871,Pearson
