age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.03881259726621014,0.001506417706549023,0.9272994320766025,Pearson
p12,zscore,8,0.10849540268670255,0.011771252404149743,0.7981618909064918,Pearson
p20,zscore,8,-0.134453302984648,0.018077690683481553,0.7509218360336747,Pearson
adult,zscore,8,-0.5348677983888996,0.2860835617533886,0.17197812827592887,Pearson
