age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,-0.16415690972748556,0.026947491011277844,0.6976906133068836,Pearson
p12,log,8,0.09602474632440211,0.009220751906665776,0.8210573145046314,Pearson
p20,log,8,0.7164215378618203,0.5132598199122956,0.04557349027808525,Pearson
adult,log,8,-0.08364388610654265,0.006996299683004278,0.8438976753356331,Pearson
