age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,none,8,0.5575300369574847,0.31083974210981424,0.15105830851189295,Pearson
p12,none,8,0.8741664972388654,0.7641670648948673,0.004522876271639184,Pearson
p20,none,8,0.8584825839791346,0.7369923469954919,0.006354732102195168,Pearson
adult,none,8,-0.7022409289528064,0.4931423222965005,0.052137593201470676,Pearson
