age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,robust,8,-0.19642857142857142,0.038584183673469385,0.6410605620747767,Spearman
p12,robust,8,0.15662650602409636,0.024531862389316293,0.7110928786626384,Spearman
p20,robust,8,-0.21597969886241555,0.04664723032069971,0.6074553965533899,Spearman
adult,robust,8,-0.6136008670922699,0.3765060240963855,0.1056606201719526,Spearman
