age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,0.13331206045927926,0.01777210546389853,0.7529856417694563,Pearson
p12,combined,8,-0.027028967612558408,0.0007305650902007314,0.9493453633418885,Pearson
p20,combined,8,-0.11419079596523815,0.01303953788317465,0.7877462206490089,Pearson
adult,combined,8,0.15375578651698585,0.023640841887456927,0.7162193208985395,Pearson
