age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,log,8,0.06085840892579679,0.0037037459369795023,0.8861719253053197,Pearson
p12,log,8,0.5456839464396211,0.2977709694019193,0.16180947555205033,Pearson
p20,log,8,0.8575143668269323,0.7353308893145946,0.0064811044176901,Pearson
adult,log,8,-0.053733452030608156,0.0028872838671256677,0.8994435391250811,Pearson
