age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,combined,8,0.05001651475265148,0.0025016517480022033,0.9063753223345683,Pearson
p12,combined,8,-0.5844918387011093,0.3416307095082036,0.1280969005343209,Pearson
p20,combined,8,0.03241369289480059,0.0010506474870784462,0.9392668816109138,Pearson
adult,combined,8,-0.29390919017613365,0.08638261206999069,0.47983364636291603,Pearson
