age,normalization,n_regions,r,r_squared,p_value,correlation_method
p3,zscore,8,-0.20583626737421776,0.04236856896655046,0.6248196728664125,Pearson
p12,zscore,8,0.7635599582931243,0.5830238099085977,0.027462062178056287,Pearson
p20,zscore,8,0.33782860950470617,0.11412816939988325,0.4131159462469309,Pearson
adult,zscore,8,0.27503504515211863,0.07564427606182793,0.5097251616669479,Pearson
